Actual Class,Predicted Class,Cleaned_Text,Raw_Text
Business,Sports,san diego fiscally sound mayor say san diego in the,"San Diego fiscally sound, mayor says SAN DIEGO - In the wake of another downgrading of San Diego #39;s credit rating, Mayor Dick Murphy today reassured the public that the city is fiscally sound"
Sci/Tech,World,thai minister say zoo 39 s illegal orangutan to be,"Thai minister says zoo #39;s illegal orangutans to be moved JAKARTA/BANGKOK (DPA): Thailand, under growing pressure to repatriate some 100 orangutans allegedly smuggled into the country from Indonesia, plans to shift the apes from a private zoo to a safe centre, probably in Chiang Mai, a minister said on Thursday"
World,Business,nigerian oil flow despite rebel threat-companies oil should continue to,"Nigerian oil flows despite rebel threat-companies Oil should continue to flow from Nigeria, the world #39;s seventh largest exporter, despite a rebel threat to attack foreign oil workers in an  quot;all-out war quot; due to start on Friday, multinational energy companies said"
Business,World,bush sign 136 billion tax-cut bill with no fanfare washington,Bush signs \$136 billion tax-cut bill with no fanfare WASHINGTON President Bush has signed into law the most sweeping rewrite of corporate tax law in nearly two decades
World,Sci/Tech,g5 pisanu europol play key role against terrorism agi florence,"G5, PISANU: EUROPOL PLAYS KEY ROLE AGAINST TERRORISM (AGI) - Florence, Italy, Oct"
Business,Sci/Tech,prized fossil just a rock with positive and negative result,"Prized Fossil Just a Rock? With positive and negative results, it remains to be seen what type of Fossil this company really is"
World,Business,iraq oil export still halved after basra hq attack baghdad,"Iraq Oil Exports Still Halved After Basra HQ Attack  BAGHDAD (Reuters) - Iraq continued to export oil at one  million barrels per day on Friday after an attack on the South  Oil Company headquarters took sabotage operations to a new  level, an official at the state-owned entity said"
World,Sci/Tech,bangkok animal trade talk open the rule controlling the trade,Bangkok animal trade talks open The rules controlling the trade in many at-risk wildlife species may change at a Bangkok meeting starting on Saturday
World,Sports,39 somebody please save my dad 39 nick du toit,#39;Somebody please save my dad #39; Nick du Toit #39;s wife and stepdaughter are distraught that there is nothing they can do to help him
Business,Sci/Tech,rogers wireless whistle and fido responds it official microcell telecommunication,Rogers Wireless Whistles and Fido Responds Its official
Sports,Sci/Tech,after the lord mayor 39 s show it is just,"After the Lord Mayor #39;s show It is just six days since the  #39;mulligatawny madness #39; at Old Trafford, but the shock waves are still reverberating around the Arsenal dressing room"
Business,Sci/Tech,intel in new chip breakthrough intel creates a more powerful,"Intel in new chip breakthrough Intel creates a more powerful memory chip without increasing its size, confounding the firm's critics"
World,Sci/Tech,epa may conduct human test for chemical ap ap in,"EPA May Conduct Human Tests for Chemicals (AP) AP - In setting limits on chemicals in food and water, the Environmental Protection Agency may rely on industry tests that expose people to poisons and raise ethical questions"
World,Business,eu transport chief hail alitalia accord afp afp eu transport,EU transport chief hails Alitalia accord (AFP) AFP - EU transport and energy commissioner Loyola de Palacio hailed the accord reached between Alitalia management and staff on a major restructuring plan aimed at keeping the struggling airline in the air
Sports,World,miss peru take miss world crown twenty-year-old miss peru ha,"Miss Peru takes Miss World crown Twenty-year-old Miss Peru has been crowned Miss World in a southern Chinese resort town, as China looks to become the regular host of an event that would have once been deemed heretical by its Communist leaders"
World,Sci/Tech,italian pm 39 s transplant confirmed after day of speculation,"Italian PM #39;s transplant confirmed After days of speculation sparked by the white bandanna worn by Mr Berlusconi on holiday in Sardinia, Piero Rosati said the results of the operation would show in a couple of months"
Sports,Business,america 39 s curse there is an all but unanswerable,"America #39;s curse There is an all but unanswerable case for asserting that the biggest story out of the United States this week has nothing to do with the presidential election, has no connection with the flu vaccine shortage and that it does not involve a gay bishop either"
Business,Sci/Tech,microsoft to hire hundred in india microsoft on tuesday announced,Microsoft to hire hundreds in India Microsoft on Tuesday announced its decision to localise Windows and Office software in 14 Indian languages over the next 12 months and that the company would hire  #39;hundreds #39; in India this year
Sports,World,"cbs fined 36 550,000 for jackson stunt ap ap cbs","CBS Fined  #36;550,000 for Jackson Stunt (AP) AP - CBS got the bill Wednesday for Janet Jackson's eye-catching flash dance during the Super Bowl halftime show: a record  #36;550,000"
World,Sci/Tech,cellphone industry hit snag a it woos untapped market the,Cellphone Industry Hits Snag as It Woos Untapped Market The mobile phone industry is turning its attention to the last untapped demographic - people over 65
Business,Sci/Tech,sbc and yahoo extend pact to offer internet service san,"SBC and Yahoo! extend pact to offer Internet service SAN ANTONIO SBC Communications and Yahoo are expanding their high-speed Internet service partnership to link video, wireless phone, Internet and other services"
Business,Sci/Tech,with work dana-farber learns from 94 mistake nurse teresa mazeika,"With work, Dana-Farber learns from '94 mistakes Nurse Teresa Mazeika has known the woman knitting in the blue reclining chair for months"
Sci/Tech,World,city in crisis leader warn world leader warn that rapid,'Cities in crisis' leaders warn World leaders warn that rapid urbanisation will become one of the biggest challenges of the 21st Century
World,Sci/Tech,stability control system can save life ap ap stability control,"Stability Control Systems Can Save Lives (AP) AP - Stability control systems could save up to 7,000 lives each year if they were standard equipment on all vehicles, according to a study by the insurance industry"
World,Sci/Tech,senate panel give nasa extra money ap ap nasa would,Senate Panel Gives NASA Extra Money (AP) AP - NASA would get  #36;16
Business,Sci/Tech,voip becomes new option jackson is one of the first,VoIP becomes new option Jackson is one of the first to take advantage of Time Warner Cable #39;s new venture into Voice over Internet Provider (VoIP) telephone service here and she says it works great
Sci/Tech,Business,report ibm s pc business up for sale ibm corp,Report: IBM's PC business up for sale IBM Corp
Business,Sci/Tech,realnetworks end download 49-cent promo seattle reuters realnetworks inc rnwk.o,RealNetworks Ends Download 49-Cent Promo  SEATTLE (Reuters) - RealNetworks Inc
Sci/Tech,Business,leapfrog s greener pasture the motley fool the motley fool,"LeapFrog's Greener Pastures (The Motley Fool) The Motley Fool - If you've ever had the entrepreneurial bug dig its teeth into you, odds are that you might take heart anytime a company's founder steps down and moves on"
World,Business,u economic growth slip to 2.8 annual u economic growth,US economic growth slips to 2
Sci/Tech,Business,amazon to buy chinese retailer joyo.com internet retailer amazon.com inc,Amazon to Buy Chinese Retailer Joyo
Business,World,eu increase pressure for right in myanmar eu foreign minister,EU increases pressure for rights in Myanmar EU foreign ministers agreed Monday to tighten sanctions against Myanmar if it does not improve its human rights record by Oct
World,Sci/Tech,ancient fungus revived in lab fungus from a deep-sea sediment,"Ancient fungus 'revived' in lab Fungus from a deep-sea sediment core that is hundreds of thousands of years old will grow when placed in culture, scientists discover"
Business,World,woman s death probed public health official are investigating why,Woman's death probed Public health officials are investigating why a 38-year-old woman died two weeks after undergoing gastric bypass surgery at Saint Anne's Hospital in Fall River
Business,World,bush defends tax cut washington oct 2 afp u president,"Bush defends tax cuts WASHINGTON, Oct 2 (AFP) - US President George W"
World,Sci/Tech,senate panel give nasa extra money ap ap nasa would,Senate Panel Gives NASA Extra Money (AP) AP - NASA would get  #36;16
Business,Sci/Tech,software giant microsoft ring up multibillion dollar profit gain redmond,"Software giant Microsoft rings up multibillion dollar profit gain REDMOND, Washington, Oct 21 (AFP) - The world #39;s biggest software company, Microsoft Corp, said Thursday that its first quarter profits swelled to 2"
Sci/Tech,World,meet uk 39 s 39 dr dolittle 39 of animal,"Meet UK #39;s  #39;Dr Dolittle #39; of animal behaviour London - Lincoln University in the east of England has appointed Britain #39;s first professor of animal psychiatry, a report said on Tuesday"
Sports,Business,don king production present quot battle for supremacy quot on,"Don King Productions Presents:  quot;Battle For Supremacy quot; On Saturday November 13th, ten misfits, nomads and upstarts seek to wage war or settle the score at the famed Madison Square Garden in New York, New York"
World,Business,turkey eye 15 billion investment year ankara turkey is hoping,Turkey eyes \$15 billion investment years ANKARA: Turkey is hoping to attract \$15 billion of foreign investment between 2005 and 2007 through reforms designed to overhaul its economy and ease the country #39;s entry into
Sci/Tech,Sports,study posture found able to communicate fear a fight break,"Study: Posture found able to communicate fear A fight breaks out, and even though people at the far side of the crowd can #39;t see what #39;s going on, they are immediately on edge"
Sci/Tech,Business,ciena post a loss forecast flat sale by deborah cohen,"Ciena Posts a Loss, Forecasts Flat Sales &lt;p&gt;&lt;/p&gt;&lt;p&gt; By Deborah Cohen&lt;/p&gt;&lt;p&gt; CHICAGO (Reuters) - Telecommunications equipment makerCiena Corp"
Business,Sci/Tech,japan s comic retool the art animation in america once,Japan's comics retool the art Animation in America once meant Mickey Mouse and Winnie the Pooh
Sports,Business,time to scrap broadsheet edition the time is to scrap,"Times to Scrap Broadsheet Edition The Times is to scrap its broadsheet edition and go tabloid from Monday, it was confirmed today"
World,Business,u sends marine to philippine the u is sending up,US sends marines to Philippines The US is sending up to 600 marines and relief supplies to flood-ravaged areas of the Philippines
World,Sports,argentina beat u.s men s basketball team argentina defeated the,Argentina Beats U
World,Sci/Tech,gordon cooper nasa mercury pioneer dy los angeles gordon cooper,"Gordon Cooper, NASA Mercury Pioneer, Dies LOS ANGELES - Gordon Cooper, who was the youngest and perhaps cockiest member of the original Mercury astronauts and set the space endurance record that helped clear the way for the first moon landing, has died"
Business,World,motorist submitting to high gas price ap ap american appear,Motorists Submitting to High Gas Prices (AP) AP - Americans appear to be getting used to paying more to drive  #151; even if it means they have less money to buy other things
Business,Sci/Tech,hewlett-packard buy synstar palo alto-based hewlett-packard co ha bought it,Hewlett-Packard buys Synstar Palo Alto-based Hewlett-Packard Co
World,Sports,labor anti-peres meeting scheduled for sunday labor member have scheduled,"Labor: Anti-Peres meetings scheduled for Sunday Labor members have scheduled two  #39;rebel #39; anti-Peres conferences for Sunday, one to be headed by MK Matan Vilnai and the second by MK Binyamin Ben-Eliezer"
Sci/Tech,Business,flat-screen tv price are falling for holiday but trend provokes,Flat-screen TV prices are falling for holidays But trend provokes industry unrest; panel makers call for drop in retail markups to move units
Sci/Tech,World,thai minister say zoo 39 s illegal orangutan to be,"Thai minister says zoo #39;s illegal orangutans to be moved JAKARTA/BANGKOK (DPA): Thailand, under growing pressure to repatriate some 100 orangutans allegedly smuggled into the country from Indonesia, plans to shift the apes from a private zoo to a safe centre, probably in Chiang Mai, a minister said on Thursday"
Business,Sci/Tech,level 3 acquires sprint 39 s wholesale dial-up internet business,Level 3 Acquires Sprint #39;s Wholesale Dial-Up Internet Business Level 3 today announced that it has purchased Sprint #39;s wholesale dial-up Internet access business for \$34 million in cash
Business,Sci/Tech,ross store profit plummet 40 percent ap ap discount retailer,Ross Stores Profit Plummets 40 Percent (AP) AP - Discount retailer Ross Stores Inc
Sci/Tech,Business,flower power turn up the volume a japanese company ha,Flower power turns up the volume A Japanese company has come up with a way of turning flowers into loudspeakers
Business,Sci/Tech,another oracle exec say company might lower offer price for,Another Oracle exec says company might lower offer price for &lt;b&gt;
World,Sports,u.s men s hoop team finally get a rout athens,U
Business,Sports,new 50 bill designed to counter counterfeit washington the green,"New \$50 bill designed to counter counterfeits WASHINGTON - The green is still there, but with touches of blue, red and yellow"
World,Sports,world s oldest man dy aged 113 the world s,"World's oldest man dies aged 113 The world's oldest man, who gave up  driving at 108 because ""slow drivers annoyed him"", dies at 113"
Sci/Tech,Business,exeter uni can chemistry department in a move that ha,"Exeter uni cans chemistry department In a move that has been dubbed as  #39;disastrous #39; by the Royal Society of Chemistry, Exeter University is to drop the teaching of chemistry as a subject"
Business,World,heathrow refuellers to push ahead with strike plan aircraft refuellers,"Heathrow refuellers to push ahead with strike plans Aircraft refuellers at Heathrow Airport have vowed to push ahead with strike plans this weekend, potentially disrupting flights, after last-ditch pay talks collapsed, their union says"
Business,Sci/Tech,google put desktop search privacy up front google ha announced,"Google puts desktop search privacy up front Google has announced a new desktop search application that enables users to search their e-mail, files, web history, and chats"
World,Sports,bryant prosecutor say some data tainted denver crucial dna evidence,"Bryant Prosecutors Say Some Data Tainted DENVER - Crucial DNA evidence tested by defense experts in the Kobe Bryant sexual assault case might have been contaminated, prosecutors said in a court filing released Wednesday, just two days before jury selection is to begin"
World,Sci/Tech,telescope snap distant planet the first direct image of a,Telescope snaps distant 'planet' The first direct image of a planet circling another star may have been obtained by a US-European team of astronomers
Sci/Tech,Business,report consumer tuning in to plasma tv first-quarter shipment of,"Report: Consumers tuning in to plasma TVs First-quarter shipments of plasma televisions in the United States more than doubled from the previous year, according to research firm iSuppli"
Sci/Tech,Business,a fair tax some say a fair tax that remove,"A Fair Tax Some say a ""fair tax"" that removes the need to file tax returns from the vast majority of the citizenry is a national sales tax"
Sci/Tech,World,fusion reactor decision must wait six nation planning to build,Fusion reactor decision must wait Six nations planning to build the world's biggest nuclear fusion reactor fail to agree where to site the facility
Business,Sci/Tech,scansoft to acquire 3 software firm scansoft inc said it,ScanSoft to acquire 3 software firms ScanSoft Inc
Business,Sci/Tech,mci creditor are target of sec subpoena 11 member of,MCI Creditors Are Target Of  SEC Subpoenas 11 members of MCI Inc
Sci/Tech,Business,prototype copter-cam here there everywhere it can only remain aloft,"Prototype copter-cam: Here, there, everywhere It can only remain aloft for three minutes but weighs less than an empty soft drink can -- and it can take and transmit pictures in flight"
Sci/Tech,Business,hyundai sign deal for china truck plant hyundai motor co,Hyundai signs deal for China truck plant Hyundai Motor Co
Business,Sci/Tech,210m fine in aol probe washington cbs america online ha,"\$210M Fine In AOL Probe WASHINGTON (CBS) America Online has agreed to pay a \$210 million fine to settle a Justice Department investigation of securities fraud, a department official tells CBS News"
Business,Sci/Tech,symantec said to be in talk for veritas symantec which,"Symantec Said to Be in Talks for Veritas Symantec, which produces the Norton line of computer products, is in talks to acquire Veritas Software, a maker of data backup programs"
Sports,World,ali give iraq fighting chance the back of his shirt,Ali gives Iraq fighting chance The back of his shirt told the story last night at the Peristeri Olympic Boxing Hall
Sports,Sci/Tech,another controversial man utd-arsenal game mount st helen 39 s,Another controversial Man Utd-Arsenal game Mount St
World,Sci/Tech,men woman more different than thought chicago beyond the tired,"Men, Women More Different Than Thought CHICAGO - Beyond the tired cliches and sperm-and-egg basics taught in grade school science class, researchers are discovering that men and women are even more different than anyone realized"
World,Sports,cricket dubai global academy the international cricket council are to,Cricket: Dubai global academy The International Cricket Council are to open a global cricket academy designed to improve standards of lesser nations
Sci/Tech,World,city in crisis leader warn world leader warn that rapid,'Cities in crisis' leaders warn World leaders warn that rapid urbanisation will become one of the biggest challenges of the 21st Century
World,Sci/Tech,bskyb see profit rise after strong subscriber growth afp afp,BSkyB sees profits rise after strong subscriber growth (AFP) AFP - British satellite broadcaster BSkyB said profit rose by 16 percent in the first quarter as the group enjoyed strong subscriber growth in the run-up to the key Christmas trading period
World,Sports,bryant prosecutor say some data tainted denver crucial dna evidence,"Bryant Prosecutors Say Some Data Tainted DENVER - Crucial DNA evidence tested by defense experts in the Kobe Bryant sexual assault case might have been contaminated, prosecutors said in a court filing released Wednesday, just two days before jury selection is to begin"
World,Business,panel urge n.y to pay 14 billion more for city,Panel Urges N
Business,Sci/Tech,the handbag total knockoff the price tag all too real,The Handbag? Total Knockoff
Sci/Tech,Business,avis blame it for multimillion-dollar loss the car rental company,"Avis blames IT for multimillion-dollar loss The car rental company takes a major hit because of problems with IT, including high costs associated with an ERP project"
Sci/Tech,World,court ruling ha fat cat purring the future of horseracing,Court ruling has fat cats purring THE future of horseracing in Britain was thrown into confusion this week as a result of a judgment by the European Court of Justice
World,Business,holiday stamp to be issued in oct ap ap holiday,Holiday Stamps to Be Issued in Oct
World,Sports,dream team lead spain 44-42 at halftime athens greece a,"Dream Team Leads Spain 44-42 at Halftime ATHENS, Greece - As expected, the U"
World,Business,china s inflation rate slows sharply but problem remain afp,"China's inflation rate slows sharply but problems remain (AFP) AFP - China's inflation rate eased sharply in October as government efforts to cool the economy began to really bite, with food prices, one of the main culprits, showing some signs of slowing, official data showed"
Business,Sci/Tech,nortel to release delayed financial result nortel network said today,Nortel to Release Delayed Financial Results Nortel Networks said today that it will begin releasing restated and delayed financial results dating back to 2001 next week after a nine-month delay
Sci/Tech,Business,microsoft settle antitrust case with novell ccia microsoft corp on,"Microsoft settles antitrust cases with Novell, CCIA Microsoft Corp on Monday announced antitrust settlements with Novell Inc"
World,Sci/Tech,something positive in zanu pf believe it or not i,"Something Positive in Zanu Pf BELIEVE it or not, I still have personal friends who are ardent Zanu PF supporters with whom I socialize now and then"
World,Business,stock drop after greenspan testimony new york investor were unmoved,"Stocks Drop After Greenspan Testimony NEW YORK - Investors were unmoved by Federal Reserve Chairman Alan Greenspan's improved assessment of the economy, with stocks falling narrowly Wednesday in light trading"
World,Sports,live olympics day four richard fauld and stephen parry are,Live: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens
Business,World,commission back 5bn british energy deal british energy the nuclear,"Commission backs 5bn British Energy deal British Energy, the nuclear generator, yesterday welcomed a decision by the European commission to approve a government-backed 5bn rescue plan"
Sci/Tech,Business,consumer would pay in phone proposal a proposal backed by,Consumers Would Pay In Phone Proposal A proposal backed by a coalition of telephone carriers would cut billions of dollars in fees owed by long-distance companies to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of consumers
Sports,Business,america 39 s curse there is an all but unanswerable,"America #39;s curse There is an all but unanswerable case for asserting that the biggest story out of the United States this week has nothing to do with the presidential election, has no connection with the flu vaccine shortage and that it does not involve a gay bishop either"
Sci/Tech,Business,source sprint nextel closing in on 36b deal sprint corp,"Sources: Sprint, Nextel closing in on \$36B deal Sprint Corp"
World,Business,turkey eye 15 billion investment year ankara turkey is hoping,Turkey eyes \$15 billion investment years ANKARA: Turkey is hoping to attract \$15 billion of foreign investment between 2005 and 2007 through reforms designed to overhaul its economy and ease the country #39;s entry into
Business,Sci/Tech,new pension would help million britain s pension system could,"New pension 'would help millions' Britain's pension system could easily be replaced by a new payment that would make millions better off, a report says"
Business,Sci/Tech,google 39 s new pc search tool pose risk new,Google #39;s New PC Search Tool Poses Risks NEW YORK Oct
Sci/Tech,Business,study few american buy drug online only 4 percent of,"Study: Few Americans Buy Drugs Online Only 4 percent of Americans have ever used the Internet to buy prescription drugs - and even fewer do so through foreign pharmacies - despite Web sites maintained by a handful of states to help citizens import medicines more cheaply from Canada, a new study finds"
World,Sci/Tech,japan wo n't have u.s beef anytime soon reuters reuters,Japan Won't Have U
Sports,World,a greek tragedy for fab three paris greece 39 s,A Greek tragedy for Fab Three PARIS: Greece #39;s shock Euro 2004 triumph in July has had unexpected consequences with three European Players of the Year calling time on their national sides
Sci/Tech,World,group offer beer for blood donation ap ap some in,"Groups Offers Beer for Blood Donations (AP) AP - Some in Michigan who roll up their sleeves to donate blood will get a racetrack T-shirt, hat and pin"
World,Sports,colt lead pat early in third quarter foxboro mass peyton,"Colts Lead Pats Early in Third Quarter FOXBORO, Mass"
World,Business,stock climb on strong economic data new york newly optimistic,"Stocks Climb on Strong Economic Data NEW YORK - Newly optimistic investors sent stocks sharply higher Friday, propelling the Dow Jones industrials up more than 100 points, after economic data showed strength in manufacturing and construction"
World,Sci/Tech,greenpeace 39 shocked 39 over death of anti-nuclear protestor paris,Greenpeace  #39;shocked #39; over death of anti-nuclear protestor PARIS - The international environment watchdog group Greenpeace said Monday it was  quot;shocked and very saddened quot; by the death of a French protestor who was struck and killed Sunday by a train transporting nuclear waste to Germany
Sci/Tech,Business,peoplesoft revise third-quarter profit oracle target add 2.6 million to,PeopleSoft revises third-quarter profit Oracle target adds \$2
Business,Sci/Tech,netflix tivo sign vod alliance netflix the online dvd rental,"Netflix, TiVo sign VoD alliance Netflix, the online DVD rental company, and TiVo yesterday said they will work together to deliver movies digitally down the wires, presumably specifically to the latter #39;s PVR equipment"
