Actual Class,Predicted Class,Cleaned_Text,Raw_Text
Sports,World,miss peru take miss world crown twenty-year-old miss peru ha,"Miss Peru takes Miss World crown Twenty-year-old Miss Peru has been crowned Miss World in a southern Chinese resort town, as China looks to become the regular host of an event that would have once been deemed heretical by its Communist leaders"
World,Business,no negotiation and no retreat vow bush when it came,"No negotiation and no retreat, vows Bush When it came, the statement broadcast by the al-Jazeera Arabic news channel from Qatar was as chilling as it was ghoulish: A second American captive, Jack Hensley, 48, had"
World,Business,halliburton leading contender in construction of british aircraft carrier report,"Halliburton leading contender in construction of British aircraft carriers: report (AFP) AFP - Halliburton, the oil services giant once run by US Vice President Dick Cheney, has emerged as a leading contender to manage the construction of two British aircraft carriers, The Sunday Telegraph said"
Business,Sports,without batting an eyelash a very french welcome for a,Without Batting An Eyelash : A very French welcome for a new &lt;b&gt;
Business,Sci/Tech,big merger could box qwest in qwest communication may not,"Big merger could box Qwest in Qwest Communications may not be immediately affected by a Sprint-Nextel merger, but its options could become more limited"
Business,World,erdogan belief european council 39 s decision will be a,Erdogan Believes European Council #39;s Decision Will Be A Milestone PARIS - Turkish PM Recep Tayyip Erdogan expressed belief on Thursday that the decision that the European Council would make on December 17th (on whether and when to open negotiations with Turkey) would be a milestone for not only Turkey-(EU) relations
Sports,Business,emotional rescue for jones jacque jones sprinted all the way,"Emotional rescue for Jones Jacque Jones sprinted all the way around the bases, as if he couldn't wait to share the moment"
Sports,Sci/Tech,logjam at the point doc river doe not subscribe to,"Logjam at the point Doc Rivers does not subscribe to the mad scientist, mix-and-match method when it comes to selecting a backup point guard"
Business,Sci/Tech,yahoo and sbc extend partnership and plan new service yahoo,Yahoo and SBC extend partnership and plan new services Yahoo and SBC Communications have agreed to collaborate to extend some of the online services and content they currently provide to PC users to mobile phones and home entertainment devices
Business,Sci/Tech,sun settle kodak patent suit sun microsystems say it will,Sun settles Kodak patent suit Sun Microsystems says it will pay Kodak \$92 million to settle a high-profile patent suit involving Sun #39;s Java programming technology
Sci/Tech,Business,update peoplesoft board wo n't negotiate oracle takeover peoplesoft executive,Update: PeopleSoft board won't negotiate Oracle takeover PeopleSoft executives said over the weekend that they won't discuss a sale to Oracle at a price of \$24 per share but would consider an offer at a higher price
World,Sci/Tech,kerry to reverse stem cell policy u presidential candidate john,"Kerry to reverse stem cell policy US presidential candidate John Kerry says he will make stem cell research a priority, dropping George Bush's policy"
Sci/Tech,World,the shockwaves of sumatra the indian ocean earthquake of december,The Shockwaves of Sumatra The Indian Ocean earthquake of December 2004 produced     a shockwave that created tsunamis all across the Indian Ocean
World,Business,bhp billiton alcoa sell integris metal for 359 million pound,"BHP Billiton, Alcoa sell Integris Metals for 359 million pounds (AFP) AFP - Anglo-Australian mining giant BHP Billiton and Alcoa, the world's largest aluminium producer, have agreed to sell their metal services joint venture Integris Metals for 660 million dollars (359 million pounds) including debt, a joint statement said"
World,Business,oil company in nigeria say they won 39 t give,Oil Companies In Nigeria Say They Won #39;t Give In To Threats Major oil companies operating in Nigeria #39;s oil-rich southern region say they will not give in to threats of attacks on their facilities and employees by militias
Business,Sports,wall st s nest egg the housing sector new york,Wall St
World,Sports,football azerbaijan 0-1 england michael owen head england s winner,Football: Azerbaijan 0-1 England Michael Owen heads England's winner in the World Cup qualifier against Azerbaijan
Business,Sci/Tech,sun settle kodak patent suit sun microsystems say it will,Sun settles Kodak patent suit Sun Microsystems says it will pay Kodak \$92 million to settle a high-profile patent suit involving Sun #39;s Java programming technology
Business,Sci/Tech,nortel downsizes again aug 23 2004 thedeal.com problem-plagued nortel network,Nortel Downsizes Again Aug
World,Sci/Tech,public warning over letter bomb the discovery of 10 letter,Public warning over letter bombs The discovery of 10 letter bombs has prompted a police warning to the public to exercise caution
Sports,Sci/Tech,robby gordon planning to proceed with caution robby gordon plan,"Robby Gordon Planning to Proceed With Caution Robby Gordon plans to join the oil spills, the tire chunks, the sharp pieces of debris and the other typical racetrack hazards on Sunday"
Business,World,putin say russia could be a yukos bidder president vladimir,Putin Says Russia Could Be a Yukos Bidder President Vladimir V
Sci/Tech,Business,net firm do n't tax voip the spanish-american war is,"Net firms: Don't tax VoIP The Spanish-American War is over and a ""temporary"" tax created to pay for it should not be extended to Internet phone calls, industry groups tell the IRS"
World,Business,panel urge n.y to pay 14 billion more for city,Panel Urges N
Sci/Tech,Business,korean and japanese phone maker win survey amsterdam reuters south,"Korean and Japanese Phone Makers Win -Survey  AMSTERDAM (Reuters) - South Korean mobile phone makers  continued a rapid move up the global market rankings during the  third quarter, while growth in the wider mobile phone market  slowed, a survey found on Wednesday"
World,Sports,how deadly are scorpion a malaysian woman ha broken the,How Deadly Are Scorpions? A Malaysian woman has broken the world record for time spent living in a scorpion-filled box
Sci/Tech,Sports,big television remember neo 39 s dilemma in the matrix,"Big Television Remember Neo #39;s dilemma in The Matrix? Morpheus offers him two views of reality, extending a blue pill in his left hand and a red one in his right"
Business,Sci/Tech,cloud darken peoplesoft conference san francisco peoplesoft inc is trying,Clouds darken PeopleSoft conference SAN FRANCISCO -- PeopleSoft Inc
Business,Sci/Tech,microsoft launch new medium center pc microsoft corp msft.o on,Microsoft Launches New Media Center PC Microsoft Corp
World,Sports,football spanish fa apologises the spanish fa apologises to it,Football: Spanish FA apologises The Spanish FA apologises to its English counterparts following racist chanting
World,Sci/Tech,kerry to reverse stem cell policy u presidential candidate john,"Kerry to reverse stem cell policy US presidential candidate John Kerry says he will make stem cell research a priority, dropping George Bush's policy"
World,Sci/Tech,scientist ramanna mourned bombay raja ramanna the scientist who pioneered,"Scientist Ramanna mourned BOMBAY: Raja Ramanna, the scientist who pioneered India #39;s drive to become a nuclear power, died yesterday in Bombay at age 79"
World,Sci/Tech,greenpeace 39 shocked 39 over death of anti-nuclear protestor paris,Greenpeace  #39;shocked #39; over death of anti-nuclear protestor PARIS - The international environment watchdog group Greenpeace said Monday it was  quot;shocked and very saddened quot; by the death of a French protestor who was struck and killed Sunday by a train transporting nuclear waste to Germany
Sports,Business,inside info man utd share drop man united 39 s,INSIDE INFO: Man Utd shares drop MAN UNITED #39;S share price has fallen by just over 2
Business,Sports,fund what make a fund a winner reuters reuters clint,Funds: What Makes a Fund a Winner? (Reuters) Reuters - (Clint Willis is a freelance writer who covers mutual funds\for Reuters
Business,Sci/Tech,amtrak infrastructure on brink dot warns the national passenger rail,"Amtrak Infrastructure On Brink, DOT Warns The national passenger rail service risks a ""major point of failure"" if infrastructure needs remain unaddressed, the U"
World,Sports,cricket nz suffer franklin blow new zealand bowler james franklin,Cricket: NZ suffer Franklin blow New Zealand bowler James Franklin misses the first Test against Australia with  injury
Sci/Tech,Business,xamlon look to beat microsoft to the punch this fourth,Xamlon looks to beat Microsoft to the punch This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half
Sci/Tech,Business,u supreme court to hear file-sharing case washington the u,US Supreme Court To Hear File-Sharing Case WASHINGTON -- The US Supreme Court will take up one of the key arguments about the use of file-sharing services
World,Sports,football azerbaijan 0-1 england michael owen head england s winner,Football: Azerbaijan 0-1 England Michael Owen heads England's winner in the World Cup qualifier against Azerbaijan
Sci/Tech,Business,china s lenovo to buy ibm s pc business tokyo,China's Lenovo to buy IBM's PC business TOKYO - China's Lenovo Group Ltd
Sci/Tech,Business,39 breakthrough 39 on hydrogen fuel u scientist had made,"#39;Breakthrough #39; on hydrogen fuel US scientists had made a breakthrough in their quest to make low-cost hydrogen, a technology key to finding new sources of energy to end US dependence on foreign oil, they said"
World,Sci/Tech,court hears interstate wine sale case ap ap the supreme,"Court Hears Interstate Wine Sales Case (AP) AP - The Supreme Court considered Tuesday whether state alcoholic beverage regulations put in place 70 years ago, after Prohibition was lifted, should remain the law of the land in the Internet age"
Sci/Tech,World,ny school bus driver fired over stem cell talk reuters,"NY School Bus Driver Fired Over Stem Cell Talk (Reuters) Reuters - A school bus driver who chatted about\stem cell research with her pupils was fired for inappropriate\behavior, a local newspaper said on Thursday"
Business,Sci/Tech,movie in a snap netflix and tivo discus downloads bee,Movies in a snap: Netflix and TiVo discuss downloads Bee Staff Writer
World,Business,bbc must keep up bbc bos mark thompson say the,"BBC 'must keep up' BBC boss Mark Thompson says the corporation must keep up with change, after announcing nearly 3,000 job cuts"
Sci/Tech,World,site security get a recount at rock the vote grassroots,Site security gets a recount at Rock the Vote Grassroots movement to register younger voters leaves publishing tools accessible to outsiders
World,Sci/Tech,letter from europe the all-too-human hitler on your big screen,"LETTER FROM EUROPE The All-Too-Human Hitler, on Your Big Screen The release of a major movie about Hitler is, by definition, a remarkable event in Germany, especially if it portrays one of history #39;s great monsters as a human being, given"
Sci/Tech,Business,cisco invests 12 million in japan r amp d center,"Cisco invests \$12 million in Japan R amp;D center On Thursday, the company announced it will invest \$12 million over the next five years in a new research and development center in Tokyo"
Business,Sci/Tech,vz wireless slam national 411 directory washington verizon wireless the,"VZ Wireless Slams National 411 Directory WASHINGTON -- Verizon Wireless, the nation #39;s largest wireless carrier, clashed with other cellular carriers on Tuesday, telling a US Senate committee that a proposal for a national wireless telephone directory is a  quot;terrible idea quot; and that the proposal"
World,Sci/Tech,swede beam poetry into outer space reuters reuters swedish poet,Swedes beam poetry into outer space (Reuters) Reuters - Swedish poets have broadcast their work into outer space by radio to give alien life forms -- if they exist -- a taste\of earthling literature
Sci/Tech,Business,take two tort and call me in the morning the,Take Two Torts and Call Me in the Morning The friction that sometimes strains the patient-doctor relationship when lawyers seek medical care is at an all-time high
Sci/Tech,Business,oracle to acquire peoplesoft oracle corp announced today it ha,Oracle to Acquire PeopleSoft Oracle Corp
Business,World,u rate rise locked in for wednesday afp afp the,"US rate rise locked in for Wednesday (AFP) AFP - The unexpected boom in US job creation in October has locked in an interest rate rise and will likely encourage another tightening in December, analysts said"
Sports,World,florida death blamed on hurricane france state and local official,Florida deaths blamed on Hurricane Frances State and local officials Tuesday said nine people have died in Florida because of Hurricane Frances
Business,Sci/Tech,cisco system 1st-quarter earnings rise reuters reuters cisco system inc,Cisco Systems 1st-Quarter Earnings Rise (Reuters) Reuters - Cisco Systems Inc
Business,Sci/Tech,local group join suit to de-list endangered specie bob briggs,"Local group joins suit to de-list endangered species Bob Briggs wifes family has owned about 1,000 acres of redwood forest off Waddell Creek since 1913"
Business,Sci/Tech,amazon snap up china s largest web retailer newsfactor newsfactor,Amazon Snaps Up China's Largest Web Retailer (NewsFactor) NewsFactor - Amazon
Sports,Sci/Tech,robby gordon planning to proceed with caution robby gordon plan,"Robby Gordon Planning to Proceed With Caution Robby Gordon plans to join the oil spills, the tire chunks, the sharp pieces of debris and the other typical racetrack hazards on Sunday"
Business,Sci/Tech,aol push into internet shopping looking for new way to,"AOL pushes into Internet shopping Looking for new ways to boost its revenue, America Online is launching an online shopping service that won #39;t require an AOL account to access"
Business,World,stock dip on consumer income report news ap ap an,Stocks Dip on Consumer Income Report News (AP) AP - An unsettling report on consumer incomes set off a spate of profit-taking on Wall Street Monday as investors worried that a tepid economy would erode companies' third-quarter earnings
Business,Sci/Tech,aol is said to plan 700 layoff america online the,"AOL Is Said to Plan 700 Layoffs America Online, the country #39;s leading Internet service, is preparing to lay off as many as 700 of its 13,000 employees in the United States, according to an executive knowledgeable about its plans"
World,Business,dow jones agrees to buy marketwatch in 519 million deal,"Dow Jones Agrees to Buy MarketWatch in \$519 Million Deal Dow Jones   Company, the publisher of The Wall Street Journal, has agreed to buy MarketWatch, the parent company of the financial news Web site CBS MarketWatch, for approximately \$519 million, the companies said today"
Business,Sci/Tech,nobel economics prize awarded norwegian-born finn kydland and edward prescott,"Nobel Economics Prize Awarded Norwegian-born Finn Kydland and Edward Prescott of the United States won the 2004 Nobel\economics prize, the Royal Swedish Academy of Sciences said on Monday"
Sci/Tech,Business,e.u regulator approve oracle s peoplesoft bid european union antitrust,E
Business,World,nepal blockade blow to tourism nepal tour operator say tourist,Nepal blockade 'blow to tourism' Nepal tour operators say tourists cancelled millions of  dollars of bookings due to the rebel blockade of Kathmandu
Business,Sci/Tech,northrop grumman get 408 million pact defense contractor northrop grumman,Northrop Grumman Gets \$408 Million Pact Defense contractor Northrop Grumman Corp
Business,Sci/Tech,wi-fi successor is called high-speed hype for now san francisco,"Wi-Fi successor is called high-speed hype -- for now SAN FRANCISCO -- At virtually every turn, Intel Corp"
World,Business,turkey eye 15 billion investment year ankara turkey is hoping,Turkey eyes \$15 billion investment years ANKARA: Turkey is hoping to attract \$15 billion of foreign investment between 2005 and 2007 through reforms designed to overhaul its economy and ease the country #39;s entry into
Business,Sci/Tech,wi-fi successor is called high-speed hype for now san francisco,"Wi-Fi successor is called high-speed hype -- for now SAN FRANCISCO -- At virtually every turn, Intel Corp"
Business,World,nepal blockade blow to tourism nepal tour operator say tourist,Nepal blockade 'blow to tourism' Nepal tour operators say tourists cancelled millions of  dollars of bookings due to the rebel blockade of Kathmandu
Sci/Tech,Business,optimism drive google share to new high reuters reuters stock,Optimism Drives Google Shares to New Highs (Reuters) Reuters - Stock of Google Inc
Sci/Tech,World,kenyan laureate urge rich nation to ratify kyoto reuters reuters,"Kenyan Laureate Urges Rich Nations to Ratify Kyoto (Reuters) Reuters - Kenya's Nobel Peace Prize winner,\Wangari Maathai, on Monday urged wealthy nations to ratify the\Kyoto protocol on climate change to ease the burden of\pollution on poor countries"
World,Sci/Tech,why 2004 wa the year of the blog a u,"Why 2004 was the year of the blog A US dictionary publisher declares ""blog"" as one of the words of the year"
Sci/Tech,Sports,new year new notebook for all t.c williams high school,"New Year, New Notebooks For All T"
World,Business,for many airline pilot the thrill is gone while pilot,"For Many Airline Pilots, the Thrill Is Gone While pilots still feel in command in the air, they increasingly are feeling slighted on the ground, as airlines extract salary and benefits concessions from them"
Sci/Tech,World,iraq s neighbor to get little for environment loss reuters,"Iraq's Neighbors to Get Little for Environment Loss (Reuters) Reuters - Iraq's neighbors want tens of billions\of dollars for environmental damage done in the 1990-1 Gulf\conflict, but are set to get only paltry funds from the United"
Business,Sci/Tech,adv try currency trading risk-free 30 day 24-hour commission-free trading,"ADV: Try Currency Trading Risk-Free 30 Days 24-hour commission-free trading, 100-to-1 leverage of your capital, and Dealbook Fx 2 - our free advanced trading software"
Sports,World,florida death blamed on hurricane france state and local official,Florida deaths blamed on Hurricane Frances State and local officials Tuesday said nine people have died in Florida because of Hurricane Frances
Sports,World,ali give iraq fighting chance the back of his shirt,Ali gives Iraq fighting chance The back of his shirt told the story last night at the Peristeri Olympic Boxing Hall
World,Business,oil export flow a strike woe ease a general strike,"Oil exports flow as strike woes ease A general strike in Nigeria, which has raised fears over oil supply from the world #39;s seventh-largest exporter, will likely end its first phase on Thursday  quot;all going well quot;, union leaders said"
World,Sports,highlight of what congress ha done ap ap highlight of,Highlights of What Congress Has Done (AP) AP - Highlights of what Congress has done  #151; and has not done  #151; this year
Business,World,american economist expected to win nobel ap ap american have,"American Economist Expected to Win Nobel (AP) AP - Americans have dominated the annual Nobel Memorial Prize in Economic Sciences five years running, and it may not surprise Nobel watchers if the trend continues"
Business,Sci/Tech,japan s comic retool the art animation in america once,Japan's comics retool the art Animation in America once meant Mickey Mouse and Winnie the Pooh
World,Business,fcc proposes 1.2m indecency fine for fox washington federal regulator,FCC Proposes \$1
World,Sci/Tech,letter from europe the all-too-human hitler on your big screen,"LETTER FROM EUROPE The All-Too-Human Hitler, on Your Big Screen The release of a major movie about Hitler is, by definition, a remarkable event in Germany, especially if it portrays one of history #39;s great monsters as a human being, given"
Sci/Tech,World,govt to test new air passenger screening program the u,Govt
World,Sci/Tech,google lower it ipo price range san jose calif in,"Google Lowers Its IPO Price Range SAN JOSE, Calif"
World,Sports,at last success on the road for lion the detroit,"At Last, Success on the Road for Lions The Detroit Lions went three full seasons without winning an away game, setting an NFL record for road futility"
Business,Sci/Tech,intel to delay product aimed for high-definition tv san francisco,"Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp"
Sci/Tech,World,island press govt to reverse phone call decision diplomat from,Islands press Govt to reverse phone call decision Diplomats from a number of islands in the South Pacific are reported to be pressing the Government to reverse a decision to block all phone calls made to the islands
Business,Sci/Tech,big merger could box qwest in qwest communication may not,"Big merger could box Qwest in Qwest Communications may not be immediately affected by a Sprint-Nextel merger, but its options could become more limited"
World,Business,oil export flow a strike woe ease a general strike,"Oil exports flow as strike woes ease A general strike in Nigeria, which has raised fears over oil supply from the world #39;s seventh-largest exporter, will likely end its first phase on Thursday  quot;all going well quot;, union leaders said"
Sports,Business,robby gordon planning to proceed with caution robby gordon plan,"Robby Gordon Planning to Proceed With Caution Robby Gordon plans to join the oil spills, the tire chunks, the sharp pieces of debris and the other typical racetrack hazards on Sunday"
World,Sci/Tech,ancient fungus revived in lab fungus from a deep-sea sediment,"Ancient fungus 'revived' in lab Fungus from a deep-sea sediment core that is hundreds of thousands of years old will grow when placed in culture, scientists discover"
World,Sci/Tech,senate panel give nasa extra money ap ap nasa would,Senate Panel Gives NASA Extra Money (AP) AP - NASA would get  #36;16
Business,World,face from the 1929 crash new york the people who,"Faces From The 1929 Crash NEW YORK - The people who will forever be associated with the Great Crash of 1929 were all white, male and wealthy, but their occupations and ethics varied considerably"
Sci/Tech,Business,nextel sprint talk merger nextel communication inc and sprint corp,"Nextel, Sprint Talk Merger Nextel Communications Inc"
Business,World,post-olympic greece tightens purse sell family silver to fill budget,"Post-Olympic Greece tightens purse, sells family silver to fill budget holes (AFP) AFP - Squeezed by a swelling public deficit and debt following last month's costly Athens Olympics, the Greek government said it would cut defence spending and boost revenue by 1"
World,Business,ivory coast violence deal economic blow burned looted shop dot,"Ivory Coast violence deals economic blow Burned, looted shops dot the commercial capital"
World,Sports,world s oldest man dy aged 113 the world s,"World's oldest man dies aged 113 The world's oldest man, who gave up  driving at 108 because ""slow drivers annoyed him"", dies at 113"
Sci/Tech,Business,make hotel just like home hotel operator take note today,"Make hotels just like home HOTEL operators, take note: Todays hotel guests are making a nonsense of room-pricing strategies with their aggressive, Internet-aided discount-hunting"
World,Sports,u.s men s hoop team finally get a rout athens,U
Sci/Tech,Business,gateway can party like it 39 s 1999 those were,"Gateway Can Party Like It #39;s 1999 Those were heady days, they were, back in 1999"
World,Sports,munro morris face off in nlcs game 2 st louis,"Munro, Morris Face Off in NLCS Game 2 ST"
Business,Sci/Tech,google put desktop search privacy up front google ha announced,"Google puts desktop search privacy up front Google has announced a new desktop search application that enables users to search their e-mail, files, web history, and chats"
World,Business,turkey eye 15 billion investment year ankara turkey is hoping,Turkey eyes \$15 billion investment years ANKARA: Turkey is hoping to attract \$15 billion of foreign investment between 2005 and 2007 through reforms designed to overhaul its economy and ease the country #39;s entry into
Sci/Tech,Sports,the bahamas the real medal winner of the athens olympics,The Bahamas - the real medal winner of the Athens Olympics A different way of calculating the medal standings brings some interesting results
Business,Sci/Tech,let a thousand idea flower china is a new hotbed,"Let a Thousand Ideas Flower: China Is a New Hotbed of Research In recent years, hundreds of multinational companies have set up research laboratories in China"
World,Business,german investor confidence slumped in september berlin german investor confidence,"German investor confidence slumped in September BERLIN - German investor confidence dropped sharply in September, a key economic indicator released Tuesday showed amid concerns about the impact of high oil prices on consumer demand and the outlook for the global economy"
World,Sci/Tech,britain s not-so-civil war hunter outfoxed if hunting is banned,"Britain's Not-So-Civil War: Hunters Outfoxed? If hunting is banned in Britain, the pro-hunt lobby says its supporters will continue to hunt illegally"
World,Sports,england humble sprinboks charlie hodgson score 27 point a england,England humble Sprinboks Charlie Hodgson scores 27 points as England overwhelm the Springboks at Twickenham
Sci/Tech,Business,gateway report smaller quarterly loss gateway inc reported a narrowed,Gateway Reports Smaller Quarterly Loss Gateway Inc
Business,Sci/Tech,flu shot shortage highlight u.s crisis washington reuters concerned health,Flu Shot Shortage Highlights U
World,Sci/Tech,cellphone industry hit snag a it woos untapped market the,Cellphone Industry Hits Snag as It Woos Untapped Market The mobile phone industry is turning its attention to the last untapped demographic - people over 65
Business,Sci/Tech,halo 2 score record sale of 125 million in first,Halo 2 scores record sales of \$125 million in first 24 hours Halo 2 broke entertainment retail records in its first 24 hours
Sci/Tech,World,serial hiv assault verdict expected mon ap ap a verdict,Serial HIV Assault Verdict Expected Mon
World,Sci/Tech,bangkok animal trade talk open the rule controlling the trade,Bangkok animal trade talks open The rules controlling the trade in many at-risk wildlife species may change at a Bangkok meeting starting on Saturday
Business,Sci/Tech,amazon snap up china s largest web retailer newsfactor newsfactor,Amazon Snaps Up China's Largest Web Retailer (NewsFactor) NewsFactor - Amazon
Sci/Tech,Business,microstrategy turnover draw analyst scrutiny microstrategy inc said yesterday that,MicroStrategy Turnover Draws Analyst Scrutiny MicroStrategy Inc
Business,Sci/Tech,alaska 39 s summer tourism pegged at 1.4 million visitor,Alaska #39;s summer tourism pegged at 1
Business,World,four hurricane hurting florida economy ap ap normally at this,"Four Hurricanes Hurting Florida Economy (AP) AP - Normally at this time of the year, labor contractor Jose Luis Avalos would be assembling a crew of workers who could each earn  #36;1,500 to  #36;2,000 a week in the area's abundant citrus groves"
Sci/Tech,Business,report intel log big gain in flash market intel 39,Report: Intel Logs Big Gains In Flash Market Intel #39;s share of the booming flash market jumped 40
Sci/Tech,Business,former dot-com commerce one eye closure commerce one inc an,Former Dot-Com Commerce One Eyes Closure Commerce One Inc
World,Sci/Tech,"broadcaster donates 36 325,000 to gop ap ap one of","Broadcaster Donates  #36;325,000 to GOP (AP) AP - One of the state's biggest broadcasters has given 13 Republican county committees  #36;325,000 worth of free air time to promote candidates on its radio and television stations throughout California"
Sci/Tech,Business,travelocity say speed is the ticket for growth sam gilliand,"Travelocity Says Speed Is the Ticket For Growth Sam Gilliand, the chief executive of Travelocity, talks about the online travel industry, the Cendant-Orbitz merger and the woes of the airline industry"
World,Sports,cowboy defeat redskin 21-18 landover md bill parcells celebrated the,"Cowboys Defeat Redskins 21-18 LANDOVER, Md"
World,Sports,glazer stake in man utd nears 30 u tycoon malcolm,Glazer stake in Man Utd nears 30 US tycoon Malcolm Glazer lifts his stake in Manchester Utd to 28
Sports,Business,world awaits chinese grand prix a quarter of a billion,World awaits Chinese Grand Prix A quarter of a billion dollars to build the track
World,Business,producer price surge fuel inflation fear producer price surged 1.7,Producer Price Surge Fuels Inflation Fears Producer prices surged 1
Business,Sci/Tech,deal ha s2io champing at the gigabit ottawa a local,Deal has S2io champing at the gigabit OTTAWA -- A local firm that says it can help shrink backup times at large data centres is growing its business thanks to an alliance with Sun Microsystems Inc
Business,Sci/Tech,guilty plea seen in computer associate case steven woghin the,"Guilty Plea Seen in Computer Associates Case Steven Woghin, the former general counsel of Computer Associates, will plead guilty to criminal charges"
Sci/Tech,World,australia in grip of water crisis there is a warning,Australia in grip of water crisis There is a warning that some of Australia's major cities could run out of drinking water
Business,Sci/Tech,online advertising up 43pc in u new york u internet,Online advertising up 43pc in US NEW YORK - US internet ad revenue jumped to a record US\$2
Business,Sci/Tech,selling houston wart and all especially wart description of urban,"Selling Houston Warts and All, Especially Warts Descriptions of urban afflictions and images of giant mosquitoes and cockroaches to convey a sense of how Houston is nevertheless beloved by many residents"
Business,Sci/Tech,microsoft launch new medium center pc microsoft corp msft.o on,Microsoft Launches New Media Center PC Microsoft Corp
Business,Sci/Tech,software service aim to outfox caller id a new computerized,Software Service Aims to Outfox Caller ID A new computerized service enables customers to create phony outbound phone numbers in order to mask their telephone identities
Sci/Tech,Business,ibm blue gene supercomputer for sale fresh after taking the,"IBM: Blue Gene Supercomputer For Sale Fresh after taking the performance crown and capping a five-year, \$100 million R amp;D effort, IBM today announced that Blue Gene is officially going on sale with a starting price of \$1"
World,Sports,soweto township mark centenary south africa s historic soweto township,Soweto township marks centenary South Africa's historic Soweto township marks its 100th birthday on Tuesday in a mood of optimism
World,Sci/Tech,kerry widens lead in california poll find reuters reuters democratic,"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found"
World,Business,plant a tree at easter urge nobel laureate world to,Plant a tree at Easter urges Nobel laureate world to plant trees at Easter as a symbol of renewal and to protect the planet
Business,Sports,will hutton there were two story last week that will,Will Hutton There were two stories last week that will have world-shaping implications
World,Sports,colt lead pat early in third quarter foxboro mass peyton,"Colts Lead Pats Early in Third Quarter FOXBORO, Mass"
Sci/Tech,Business,a 39 plan b 39 for peoplesoft customer com september,"A  #39;Plan B #39; for PeopleSoft customers com September 20, 2004, 6:13 PM PT"
Business,Sci/Tech,clicking on profit the latest data from the u department,Clicking on Profits The latest data from the US Department of Commerce further bolsters what we have all suspected: E-commerce sales are increasing
World,Sports,live olympics day four richard fauld and stephen parry are,Live: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens
Business,World,belarus bank denies money laundering charge a bank in belarus,Belarus Bank Denies Money Laundering Charge A bank in Belarus has denied US charges that it laundered money for former Iraqi leader Saddam Hussein
Sci/Tech,Business,a fair tax some say a fair tax that remove,"A Fair Tax Some say a ""fair tax"" that removes the need to file tax returns from the vast majority of the citizenry is a national sales tax"
