Actual Class,Predicted Class,Cleaned_Text,Raw_Text
Business,Sci/Tech,plane repos ready to take flight at the airport you,"Plane repos ready to take flight At the airport, you hear all of the usual explanations: bad weather, mechanical difficulties, no crew available"
Business,Sci/Tech,china argentina sign 5 cooperation document china and argentina signed,"China, Argentina sign 5 cooperation documents China and Argentina signed five agreements in Buenos Aires Tuesday that will allow them to expand cooperation in the areas of trade, space, education, tourism and railways"
World,Sports,schrder adopts russian orphan three-year-old victoria from st petersburg ha,"Schrder adopts Russian orphan Three-year-old Victoria, from St Petersburg, has been living at the Schrders #39; family home in Hanover in northern Germany for several weeks"
Sci/Tech,Sports,the bahamas the real medal winner of the athens olympics,The Bahamas - the real medal winner of the Athens Olympics A different way of calculating the medal standings brings some interesting results
Business,Sci/Tech,telephone tag forbes.com forbes.com arris group 5 arrs saw it,Telephone Tag (Forbes
World,Sci/Tech,finnish watchdog rap tv game operator reuters reuters finland s,Finnish Watchdog Raps TV Game Operators (Reuters) Reuters - Finland's consumer watchdog said on\Monday it had reprimanded broadcasters for causing children to\run up huge mobile phone bills with interactive television game\and chat programs
Sports,Sci/Tech,ailton weighs rising sun offer schalke 04 striker ailton ha,Ailton Weighs Rising Sun Offer Schalke 04 striker Ailton has revealed that he has a big bucks contract waiting for him in Japan
Sci/Tech,Business,cendant near deal to buy orbitz for 36 1.2 bln-source,Cendant Near Deal to Buy Orbitz for  #36;1
Sci/Tech,Business,eu accuses microsoft of paternal view microsoft corp said friday,EU Accuses Microsoft of Paternal View Microsoft Corp
World,Sci/Tech,storm batter cornish coastline flooding cause chaos for homeowner all,Storms batter Cornish coastline \Flooding causes chaos for homeowners all along Cornwall's south coast as 80mph winds hit land
Business,World,france join germany japan in economic slide afp afp the,"France joins Germany, Japan in economic slide (AFP) AFP - The French economy hit a rough patch in the third quarter, throwing the government's full-year growth target into question amid signs of an economic slowdown in the 12-nation eurozone"
Sci/Tech,Business,tivo loss widens san francisco cbs.mw tivo said it second-quarter,TiVo loss widens SAN FRANCISCO (CBS
Sports,World,three jockey one trainer arrested london british police arrested 16,"Three jockeys, one trainer arrested LONDON -- British police arrested 16 people, including three jockeys and a trainer, Wednesday as part of a major crackdown on corruption in horse racing"
Business,Sci/Tech,samsung say it will expand chip factory the samsung electronics,"Samsung Says It Will Expand Chip Factories The Samsung Electronics Company, the Korean electronics giant, said Monday that it would invest \$23"
World,Sci/Tech,study few american buy drug online new york only 4,"Study: Few Americans Buy Drugs Online NEW YORK - Only 4 percent of Americans have ever used the Internet to buy prescription drugs - and even fewer do so through foreign pharmacies - despite Web sites maintained by a handful of states to help citizens import medicines more cheaply from Canada, a new study finds"
World,Business,india s low-cost airline eye business travel afp afp india,"India's low-cost airline eyes business travel (AFP) AFP - India's pioneer low-cost carrier Air Deccan plans to raise 50 million dollars in private equity by shedding a 26 percent stake and also aims to enter the corporate business jet segment, its chairman said"
Sports,World,racing jockey club abandon inquiry into fallon kieren fallon can,"Racing: Jockey Club abandons inquiry into Fallon Kieren Fallon can now look forward to a Christmas of giggling children, mince pies and roaring log fires following the announcement that the Jockey Club have abandoned their inquiry into"
World,Sports,argentina basketball coach magnano quits ruben magnano who coached argentina,"Argentina Basketball Coach Magnano Quits Ruben Magnano, who coached Argentina to the Olympic basketball gold medal in Athens, resigned Thursday to accept a coaching job in Italy"
World,Sports,"maddux win no 302 baker win no 1,000 greg maddux",Maddux Wins No
Business,Sci/Tech,web-based kidney match raise ethic question a colorado man who,Web-based kidney match raises ethics questions A Colorado man who placed a  quot;transplant wanted quot; ad on a Massachusetts-based Internet site is expected today to receive a kidney donated by a total stranger who simply wanted to do  quot;something big
Business,Sci/Tech,210m fine in aol probe washington cbs america online ha,"\$210M Fine In AOL Probe WASHINGTON (CBS) America Online has agreed to pay a \$210 million fine to settle a Justice Department investigation of securities fraud, a department official tells CBS News"
Sports,World,a greek tragedy for fab three paris greece 39 s,A Greek tragedy for Fab Three PARIS: Greece #39;s shock Euro 2004 triumph in July has had unexpected consequences with three European Players of the Year calling time on their national sides
Business,Sports,mining concern name outside manager sydney son of gwalia the,"Mining concern names outside managers SYDNEY Sons of Gwalia, the world #39;s leading supplier of tantalum, appointed outside managers on Monday after failing to reach agreement with creditors"
World,Sci/Tech,hynix s 3q profit more than triple ap ap south,Hynix's 3Q Profit More Than Triples (AP) AP - South Korea's Hynix Semiconductor Inc
Sports,World,miss peru take miss world crown twenty-year-old miss peru ha,"Miss Peru takes Miss World crown Twenty-year-old Miss Peru has been crowned Miss World in a southern Chinese resort town, as China looks to become the regular host of an event that would have once been deemed heretical by its Communist leaders"
Business,Sci/Tech,chavez reject cd a opposition venezuela 39 s president hugo,Chavez rejects CD as opposition Venezuela #39;s President Hugo Chavez has announced that he will no longer recognize the Democratic Coordination or CD as the opposition coalition
Business,World,jury call wtc attack two event silverstein had hoped the,Jury calls WTC attack two events Silverstein had hoped the 11-member jury would determine that the language of the insurance policy treated the attacks as two occurrences
Sci/Tech,Business,gateway report smaller quarterly loss gateway inc reported a narrowed,Gateway Reports Smaller Quarterly Loss Gateway Inc
Business,Sports,wall st s nest egg the housing sector new york,Wall St
Sci/Tech,Business,gas price up 5 cent after hurricane ivan camarillo calif,"Gas prices up 5 cents after Hurricane Ivan CAMARILLO, Calif"
World,Business,india s tata make powerful debut share in indian software,"India's Tata makes powerful debut Shares  in Indian software services giant Tata Consultancy close 16 higher on their market debut, raising \$1"
Business,Sci/Tech,u bell do video on path blazed by small telco,US Bells Do Video on Path Blazed by Small Telcos The three largest US local telephone corporations made a splash this summer with plans to sell video services on their voice and data lines in a few years
World,Business,stock drop after greenspan testimony new york investor were unmoved,"Stocks Drop After Greenspan Testimony NEW YORK - Investors were unmoved by Federal Reserve Chairman Alan Greenspan's improved assessment of the economy, with stocks falling narrowly Wednesday in light trading"
Sci/Tech,Business,plan b proposes it own alternative donnie down president and,"Plan B Proposes Its Own Alternatives Donnie Downs, president and chief executive of Plan B Technologies Inc"
Sci/Tech,Business,forecaster more hurricane may be on way ivan france and,"Forecasters: More Hurricanes May Be on Way Ivan, Frances and Charley delivered three staggering blows to the Gulf Coast and Florida, as well as Caribbean island nations, all in just five weeks"
Sci/Tech,Business,ibm aim new db2 at rival ibm quote chart announced,"IBM Aims New DB2 at Rivals IBM (Quote, Chart) announced its first major database refresh in almost two years with new features from the company #39;s autonomic computing vault"
Sci/Tech,World,fda order strong antidepressant warning label by diedtra henderson washington,"FDA Orders Strong Antidepressant Warning Labels By DIEDTRA HENDERSON    WASHINGTON (AP) -- The Food and Drug Administration on Friday ordered that all antidepressants carry ""black box"" warnings that they ""increase the risk of suicidal thinking and behavior"" in children who take them"
Business,Sci/Tech,prized fossil just a rock with positive and negative result,"Prized Fossil Just a Rock? With positive and negative results, it remains to be seen what type of Fossil this company really is"
Business,Sci/Tech,judge asked to penalize microsoft over e-mail burst.com asked a,Judge asked to penalize Microsoft over e-mails Burst
Business,Sci/Tech,is this the end of it a we know it,"Is this the end of IT as we know it? Halsey Minor, CEO of hosted integration provider grand central Communications, has a powerful message for IT: In four years,"
Sci/Tech,Business,rival try to turn table on charles schwab by michael,"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp"
Business,World,will high oil price lead to recession ap ap high,"Will High Oil Prices Lead to Recession? (AP) AP - High oil prices, which have been a factor in virtually all U"
Sci/Tech,World,summary box breast cancer surgery refined ap ap new approach,Summary Box: Breast Cancer Surgery Refined (AP) AP - NEW APPROACH: A study says that removing just one to three key lymph nodes can spare women lifelong arm problems and reliably indicate whether breast cancer has spread
Business,Sci/Tech,new siebel chief outline chapter 2 for crm vendor after,"New Siebel Chief Outlines Chapter 2 For CRM Vendor After 10 years of focusing on product development and delivery, CEO Michael Lawrie says Siebel had to recognize that technology is only one part of the CRM equation"
Business,Sports,apology refund from cruise line in a move almost unheard,"Apology, refund from cruise line In a move almost unheard of in its industry, Norwegian Cruise Line has apologized for service problems during the Pride of Aloha #39;s first two months of sailing around Hawaii, and is refunding a portion of the service charge to everyone who has cruised on"
Sci/Tech,Business,rival try to turn table on charles schwab by michael,"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp"
Sci/Tech,Business,eu to probe microsoft-time warner buy the decision is a,"EU to probe Microsoft-Time Warner buy The decision is a setback for the two companies and their plan to acquire ContentGuard, a digital rights management firm"
Business,World,stock dip on consumer income report news ap ap an,Stocks Dip on Consumer Income Report News (AP) AP - An unsettling report on consumer incomes set off a spate of profit-taking on Wall Street Monday as investors worried that a tepid economy would erode companies' third-quarter earnings
Business,Sci/Tech,google 39 s new pc search tool pose risk new,Google #39;s New PC Search Tool Poses Risks NEW YORK Oct
World,Business,a founding father give the guy some credit tung chee-hwa,A Founding Father? Give the guy some credit
Business,Sci/Tech,microsoft sign two indian deal the announcement came a microsoft,Microsoft signs two Indian deals The announcement came as Microsoft chief executive Steve Ballmer opened the group #39;s new Indian headquarters in the city of Hyderabad
Sci/Tech,Business,when wireless network merge now that it 41 billion takeover,"When Wireless Networks Merge Now that its \$41 billion takeover of AT T Wireless has been completed, Cingular will spend hundreds of millions of dollars in coming weeks on its advertising campaign"
Business,World,lego carrefour in french price-fix probe ap ap french competition,"Lego, Carrefour in French Price-Fix Probe (AP) AP - French competition authorities are investigating Danish toy maker Lego Systems AS and supermarket retailer Carrefour SA as part of a probe into alleged price fixing in the French toy market in 2002 and early 2003"
Sports,Business,time to scrap broadsheet edition the time is to scrap,"Times to Scrap Broadsheet Edition The Times is to scrap its broadsheet edition and go tabloid from Monday, it was confirmed today"
Sci/Tech,Business,dreamworks animation ipo set at 29m share underwriter for dreamworks,DreamWorks Animation IPO Set at 29M Shares Underwriters for DreamWorks Animation SKG Inc
Business,Sports,san diego fiscally sound mayor say san diego in the,"San Diego fiscally sound, mayor says SAN DIEGO - In the wake of another downgrading of San Diego #39;s credit rating, Mayor Dick Murphy today reassured the public that the city is fiscally sound"
Business,Sci/Tech,cingular to upgrade wireless data network december 01 2004 reuters,"Cingular to upgrade wireless data network DECEMBER 01, 2004 (REUTERS) - Cingular Wireless LLC, the largest US wireless telephone company, said yesterday that it would upgrade its network next year to handle high-speed data transmissions"
Business,World,donor seek clarity on pa finance donor to the palestinian,Donors seek clarity on PA finances Donors to the Palestinians are asking  whether the change of leadership can let more light into Palestinian finances
Business,Sci/Tech,symantec said to be in talk for veritas symantec which,"Symantec Said to Be in Talks for Veritas Symantec, which produces the Norton line of computer products, is in talks to acquire Veritas Software, a maker of data backup programs"
Sports,World,calvin murphy removed a rocket broadcaster murphy will go to,Calvin Murphy removed as Rockets broadcaster Murphy will go to trial Nov
Sci/Tech,Business,avis blame it for multimillion-dollar loss the car rental company,"Avis blames IT for multimillion-dollar loss The car rental company takes a major hit because of problems with IT, including high costs associated with an ERP project"
World,Sci/Tech,swede beam poetry into outer space reuters reuters swedish poet,Swedes beam poetry into outer space (Reuters) Reuters - Swedish poets have broadcast their work into outer space by radio to give alien life forms -- if they exist -- a taste\of earthling literature
World,Business,expansion may lead to division the asia-europe meeting asem will,"Expansion may lead to division The Asia-Europe Meeting, ASEM, will hold its fifth summit in Hanoi in October amidst a recent crisis over the inclusion of Myanmar"
World,Business,stock drop after greenspan testimony new york investor were unmoved,"Stocks Drop After Greenspan Testimony NEW YORK - Investors were unmoved by Federal Reserve Chairman Alan Greenspan's improved assessment of the economy, with stocks falling narrowly Wednesday in light trading"
World,Sports,legendary all-rounder miller dy keith miller arguably australia s greatest,"Legendary all-rounder Miller dies Keith Miller, arguably Australia's greatest  all-rounder in Test cricket, has died in Melbourne aged 84"
Business,Sci/Tech,realnetworks end download 49-cent promo seattle reuters realnetworks inc rnwk.o,RealNetworks Ends Download 49-Cent Promo  SEATTLE (Reuters) - RealNetworks Inc
Business,Sci/Tech,microsoft launch new medium center pc microsoft corp msft.o on,Microsoft Launches New Media Center PC Microsoft Corp
World,Sci/Tech,cellphone industry hit snag a it woos untapped market the,Cellphone Industry Hits Snag as It Woos Untapped Market The mobile phone industry is turning its attention to the last untapped demographic - people over 65
Sci/Tech,World,thailand show no easy war against wildlife crime reuters reuters,"Thailand Shows No Easy War Against Wildlife Crime (Reuters) Reuters - With an AK-47 assault rifle slung over\his shoulder, Sompong Prajobjan roamed one of Thailand's lush\national parks for more than a decade"
Business,Sci/Tech,microsoft settle novell antitrust suit reuters reuters microsoft corp said\on,Microsoft Settles Novell Antitrust Suit (Reuters) Reuters - Microsoft Corp
Sports,Business,tyncastle sale get official go ahead of the vote received,"Tyncastle sale gets official go ahead Of the votes received by proxy and from shareholders in the room at a stormy extraordinary general meeting last night, 62"
Sci/Tech,Business,update peoplesoft board wo n't negotiate oracle takeover peoplesoft executive,Update: PeopleSoft board won't negotiate Oracle takeover PeopleSoft executives said over the weekend that they won't discuss a sale to Oracle at a price of \$24 per share but would consider an offer at a higher price
Sci/Tech,Business,approval expected for big cellphone deal federal regulator will formally,"Approval Expected for Big Cellphone Deal Federal regulators will formally approve Cingular Wireless #39;s \$41 billion purchase of AT amp;T Wireless today, company officials briefed on the matter said over the weekend"
Business,Sci/Tech,"fastrak toll bridge discount end monday about 70,000 motorist signed","FasTrak Toll Bridge Discounts End Monday About 70,000 motorists signed up for FasTrak, the electronic toll collection system, since July 1, when tolls went up from \$2 to \$3"
World,Sci/Tech,atomic power station halted in russia no radiation moscow reuters,"Atomic Power Station Halted in Russia, No Radiation  MOSCOW (Reuters) - One reactor at a Russian nuclear power  station was closed down after a malfunction, but there was no  leak of radiation at the site near the city of Saratov on the  Volga river, Russian news agencies reported on Friday"
Business,Sports,bank look to block glazer bid the financial time claim,"Bank 'looks to block Glazer bid' The Financial Times claims Nomura, the Japanese bank, is involved in a plan to raise 200m to block a takeover of Man Utd by Malcolm Glazer"
Business,Sci/Tech,new siebel chief outline chapter 2 for crm vendor after,"New Siebel Chief Outlines Chapter 2 For CRM Vendor After 10 years of focusing on product development and delivery, CEO Michael Lawrie says Siebel had to recognize that technology is only one part of the CRM equation"
Business,Sci/Tech,software service aim to outfox caller id a new computerized,Software Service Aims to Outfox Caller ID A new computerized service enables customers to create phony outbound phone numbers in order to mask their telephone identities
Business,Sci/Tech,intel in new chip breakthrough intel creates a more powerful,"Intel in new chip breakthrough Intel creates a more powerful memory chip without increasing its size, confounding the firm's critics"
Sci/Tech,Business,sun post narrower quarterly loss october 14 2004 reuters san,"Sun posts narrower quarterly loss OCTOBER 14, 2004 (REUTERS) - SAN FRANCISCO -- Sun Microsystems Inc"
Business,Sci/Tech,prized fossil just a rock with positive and negative result,"Prized Fossil Just a Rock? With positive and negative results, it remains to be seen what type of Fossil this company really is"
Business,World,france join germany japan in economic slide afp afp the,"France joins Germany, Japan in economic slide (AFP) AFP - The French economy hit a rough patch in the third quarter, throwing the government's full-year growth target into question amid signs of an economic slowdown in the 12-nation eurozone"
Sports,Sci/Tech,time to scrap broadsheet edition the time is to scrap,"Times to Scrap Broadsheet Edition The Times is to scrap its broadsheet edition and go tabloid from Monday, it was confirmed today"
World,Business,bush kerry economic budget exceed 1t washington president bush and,"Bush, Kerry Economic Budgets Exceed \$1T WASHINGTON - President Bush and Democratic Sen"
Business,Sports,miller slam transit funding public transit in toronto will not,"Miller slams transit funding Public transit in Toronto will not improve next year despite \$81-million in provincial gas tax funding announced yesterday, according to Mayor David Miller"
World,Sports,"maddux win no 302 baker win no 1,000 greg maddux",Maddux Wins No
Sci/Tech,Business,august chip sale growth slows on high inventory san francisco,"August Chip Sales Growth Slows on High Inventory  SAN FRANCISCO (Reuters) - Global semiconductor sales growth  slowed to 1 percent in August as electronics makers reacted to  growing inventories in Asia by limiting orders of chips, an  industry trade group said on Thursday"
Business,Sci/Tech,judge asked to penalize microsoft over e-mail burst.com asked a,Judge asked to penalize Microsoft over e-mails Burst
Sci/Tech,World,australia in grip of water crisis there is a warning,Australia in grip of water crisis There is a warning that some of Australia's major cities could run out of drinking water
World,Business,google lower it ipo price range san jose calif in,"Google Lowers Its IPO Price Range SAN JOSE, Calif"
Sci/Tech,Business,report consumer tuning in to plasma tv first-quarter shipment of,"Report: Consumers tuning in to plasma TVs First-quarter shipments of plasma televisions in the United States more than doubled from the previous year, according to research firm iSuppli"
Sci/Tech,World,meet uk 39 s 39 dr dolittle 39 of animal,"Meet UK #39;s  #39;Dr Dolittle #39; of animal behaviour London - Lincoln University in the east of England has appointed Britain #39;s first professor of animal psychiatry, a report said on Tuesday"
Business,Sci/Tech,software service aim to outfox caller id a new computerized,Software Service Aims to Outfox Caller ID A new computerized service enables customers to create phony outbound phone numbers in order to mask their telephone identities
Sci/Tech,Business,streamlined cable tv in a card an innovation called the,"Streamlined Cable TV in a Card An innovation called the CableCard, which slides into a slot on the back of many new TV sets, is meant to eliminate the cable box"
World,Business,is more aid needed to solve africa s woe reuters,Is More Aid Needed to Solve Africa's Woes? (Reuters) Reuters - American economist Jeffrey Sachs\has a novel way to tackle African poverty: Shower more aid on\the world's poorest continent
Sci/Tech,Business,report intel log big gain in flash market intel 39,Report: Intel Logs Big Gains In Flash Market Intel #39;s share of the booming flash market jumped 40
World,Business,lackluster job report push stock down new york investor pushed,Lackluster Jobs Report Pushes Stocks Down NEW YORK - Investors pushed stocks lower Friday as a surprisingly lackluster job creation report deepened Wall Street's pessimism over the health of the economy
World,Sports,schrder adopts russian orphan three-year-old victoria from st petersburg ha,"Schrder adopts Russian orphan Three-year-old Victoria, from St Petersburg, has been living at the Schrders #39; family home in Hanover in northern Germany for several weeks"
Sci/Tech,World,man arrested for fatally stabbing elderly parent saitama a middle-aged,"Man arrested for fatally stabbing elderly parents SAITAMA -- A middle-aged man who fatally stabbed his parents has been arrested, police said"
World,Business,u.s seek reconciliation with oil-rich venezuela sao paulo brazil reuters,U
Business,Sci/Tech,scansoft to acquire 3 software firm scansoft inc said it,ScanSoft to acquire 3 software firms ScanSoft Inc
Sports,Business,cut offered issue remains tax or cap the union 39,"Cuts offered, issue remains tax or cap The union #39;s proposal to end the lockout, made Thursday at the league #39;s Canadian headquarters, calls for a tax that would penalize -- and perhaps deter -- high-end payrolls"
World,Sports,davenport advance at u.s open new york lindsay davenport s,Davenport Advances at U
Sci/Tech,Business,avis blame it for multimillion-dollar loss the car rental company,"Avis blames IT for multimillion-dollar loss The car rental company takes a major hit because of problems with IT, including high costs associated with an ERP project"
Business,Sci/Tech,webcrawler a9.com is cool now here something else thats off,webcrawler: A9
Business,Sci/Tech,gleaning insight from berkshire other than comcast and servicemaster addition,"Gleaning Insights From Berkshire Other than Comcast and ServiceMaster additions, it's been a quiet quarter of trading for this portfolio"
Sci/Tech,Business,va biotech look to md for inspiration business and education,Va
Sports,World,glory come amid empty seat and closed shutter here in,"Glory Comes Amid Empty Seats and Closed Shutters HERE in Old Europe, people install shutters outside their windows to keep out the heat, the pollution, the daylight, the noise"
Sci/Tech,Business,august chip sale growth slows on high inventory san francisco,"August Chip Sales Growth Slows on High Inventory  SAN FRANCISCO (Reuters) - Global semiconductor sales growth  slowed to 1 percent in August as electronics makers reacted to  growing inventories in Asia by limiting orders of chips, an  industry trade group said on Thursday"
World,Business,spilled oil gas ignite in iraq s south rumaila field,"Spilled Oil, Gas Ignite in Iraq's South Rumaila Field  BASRA, Iraq (Reuters) - Oil and gas spilled during recent  sabotage attacks on Iraq's southern oil pipelines ignited  Sunday and firefighters battled to douse the flames"
Sci/Tech,Business,promoting a shared vision a michael kaleko kept running into,"Promoting a Shared Vision As Michael Kaleko kept running into people who were getting older and having more vision problems, he realized he could do something about it"
Business,Sci/Tech,pc sale hot for 2004 but will soon cool off,"PC Sales Hot For 2004, But Will Soon Cool Off PC shipments in the second quarter grew faster than any three-month period since 1999, IDC said Monday, citing the continued pent-up demand for replacement systems as the driving force behind the sales surge"
Business,Sci/Tech,realnetworks end download 49-cent promo seattle reuters realnetworks inc rnwk.o,RealNetworks Ends Download 49-Cent Promo  SEATTLE (Reuters) - RealNetworks Inc
Sports,World,florida death blamed on hurricane france state and local official,Florida deaths blamed on Hurricane Frances State and local officials Tuesday said nine people have died in Florida because of Hurricane Frances
Business,World,german finance professional grow sharply ap ap german finance professional,"German Finance Professionals Grow Sharply (AP) AP - German finance professionals grew sharply more pessimistic about the country's economic growth outlook, fearing that the euro's record highs against the U"
Business,Sci/Tech,easymobile launch set for march denmark 39 s leading telecom,EasyMobile launch set for March Denmark #39;s leading telecoms operator TDC says it will launch a low-budget mobile telephone operator dubbed  quot;easyMobile quot; with mobile network operator T-Mobile in Britain in March 2005
Sports,Business,sixers-wizards matinee doesn 39 t disappoint still home in philly,"Sixers-Wizards matinee doesn #39;t disappoint Still home in Philly for the Thanksgiving holiday, we decided to hit the Sixers/Wizards matinee yesterday"
World,Sci/Tech,walking link to low dementia risk walking may protect the,"Walking link to low dementia risk Walking may protect the elderly from developing dementia, research suggests"
Sci/Tech,Business,appeal court fault oracle in shareholder suit judge send case,"Appeals court faults Oracle in shareholder suit Judges send case back to lower court to sort out allegations of improper bookkeeping and ""suspicious"" stock sales"
Business,Sci/Tech,bae included in sfo investigation bae system say it ha,BAE included in SFO investigation BAE Systems says it has found out that it is being investigated by the UK's Serious Fraud Office
Business,Sci/Tech,time warner in 600m setttlement time warner is to announce,"Time warner in \$600m setttlement Time Warner is to announce today that it will pay between \$500 and \$600 million to settle federal investigations into irregularities at America Online, according to reports in the American press"
Business,World,saudi arabia qatar kuwait still risky investment study afp afp,"Saudi Arabia, Qatar, Kuwait still risky investments: study (AFP) AFP - Investing remains risky in Saudi Arabia, Qatar and Kuwait, notably because the presence of US forces in the region makes these countries vulnerable to terrorist attacks, a security consulting firm said"
Sci/Tech,Business,fda order strong antidepressant warning label by diedtra henderson washington,"FDA Orders Strong Antidepressant Warning Labels By DIEDTRA HENDERSON    WASHINGTON (AP) -- The Food and Drug Administration on Friday ordered that all antidepressants carry ""black box"" warnings that they ""increase the risk of suicidal thinking and behavior"" in children who take them"
Business,Sci/Tech,microsoft launch new medium center pc microsoft corp msft.o on,Microsoft Launches New Media Center PC Microsoft Corp
Sci/Tech,Business,amazon to buy chinese retailer joyo.com internet retailer amazon.com inc,Amazon to Buy Chinese Retailer Joyo
Business,Sci/Tech,infineon to pay a fine in the fixing of chip,Infineon to Pay a Fine in the Fixing Of Chip Prices Federal prosecutors announced on Wednesday that they had cracked a global cartel that had illegally fixed prices of memory chips in personal computers and servers for
Sports,Sci/Tech,robby gordon planning to proceed with caution robby gordon plan,"Robby Gordon Planning to Proceed With Caution Robby Gordon plans to join the oil spills, the tire chunks, the sharp pieces of debris and the other typical racetrack hazards on Sunday"
Business,Sci/Tech,study 39 million american in working poor family washington a,Study: 39 Million Americans In Working Poor Families WASHINGTON -- A new report indicates that one in every five US jobs pays less than a poverty-level wage for a family of four
World,Sports,term of endearment seems that the bush administration unlike previous,"Terms of Endearment   Seems that the Bush administration, unlike previous White Houses, is not necessarily averse to allowing its ambassadors to have second tours"
Business,Sci/Tech,amazon 39 s uk dvd rental might presage war with,Amazon #39;s UK DVD Rentals Might Presage War with Netflix Analysts said Amazon #39;s launch of the DVD rental service in the UK might be to test its approach and streamline the logistically difficult process of handling DVDs through the mail
World,Business,bskyb see profit rise after strong subscriber growth afp afp,BSkyB sees profits rise after strong subscriber growth (AFP) AFP - British satellite broadcaster BSkyB said profit rose by 16 percent in the first quarter as the group enjoyed strong subscriber growth in the run-up to the key Christmas trading period
Business,Sci/Tech,product preview palmoneupgrades treo with faster chip better display\with more,"Product Previews palmOneUpgrades Treo With Faster Chip, Better Display\With more than 600,000 units shipped, the Treo 600 is one of the big smartphone success stories"
Business,Sci/Tech,yahoo debut mobile search san francisco yahoo quote chart expanded,"Yahoo Debuts Mobile Search SAN FRANCISCO -- Yahoo (Quote, Chart) expanded its search empire to the mobile arena with the launch of some additional services"
Sci/Tech,Business,amazon.com net sale jump 29 google report 52m in net,Amazon
Business,World,del monte need 9lives the leading private and branded food,Del Monte Needs 9Lives The leading private and branded food and pet products marketer is spending to revamp its image
Business,Sci/Tech,where have all the people gone while medium and political,"Where have all the people gone? While media and political attention is on the threat of outsourcing, the reality is that outsourcing is a sideshow in a much larger event"
