Actual Class,Predicted Class,Cleaned_Text,Raw_Text
Business,Sci/Tech,ubs pay 265 million dollar for schwab capital market business afp afp swiss banking group ubs said that it had paid 265 million dollar 219 million euro to buy soundview the capital market division of online broker charles schwab to strengthen it position on the u nasdaq market,"UBS pays 265 million dollars for Schwab capital markets business (AFP) AFP - Swiss banking group UBS said that it had paid 265 million dollars (219 million euros) to buy SoundView, the capital markets division of online broker Charles Schwab to strengthen its position on the US Nasdaq market."
Sci/Tech,Business,oracle v peoplesoft lie and lying ceo who tell them peoplesoft 39 s board knew that ceo craig conway had erred in his comment so it filed a corrected version of the meeting transcript with the security and exchange commission,"Oracle vs. PeopleSoft: Lies and Lying CEOs Who Tell Them PeopleSoft #39;s board knew that CEO Craig Conway had erred in his comments, so it filed a corrected version of the meeting transcript with the Securities and Exchange Commission."
Sci/Tech,World,china s lenovo in talk with major it firm for acquisition afp afp china s largest manufacturer of personal computer lenovo group said it is in negotiation with a major information technology company believed to be us-based ibm,"China's Lenovo in talks with 'major IT firm' for acquisition (AFP) AFP - China's largest manufacturer of personal computers Lenovo Group said it is in negotiations with a major information technology company, believed to be US-based IBM."
Business,Sci/Tech,motorola buy wireless network developer eye defense contract chicago motorola inc is acquiring meshnetworks inc developer of a wi-fi based technology that is expected to help land more contract for it growing government contracting business,"Motorola buys wireless network developer, eyes defense contracts CHICAGO - Motorola Inc. is acquiring MeshNetworks Inc., developer of a Wi-Fi based technology that is expected to help land more contracts for its growing government contracting business."
Sci/Tech,Business,kyocera battery recall kyocera battery recall by guest contributor josh pereira kyocera a leading manufacturer of cdma phone ha announced a voluntary and precautionary recall of the battery found in their ke/kx 400 series 3200 series and slider series phone,"Kyocera Battery Recall Kyocera Battery Recall By guest contributor Josh Pereira. Kyocera, a leading manufacturer of CDMA phones, has announced a voluntary and precautionary recall of the batteries found in their KE/KX 400 Series, 3200 Series, and Slider Series phones."
Business,Sci/Tech,oracle chairman say can close gap with sap report oracle corp can close the gap with sap the world 39 s biggest software company after buying u rival peoplesoft oracle 39 s chairman jeff henley said in an interview published on wednesday,"Oracle chairman says can close gap with SAP - report Oracle Corp can close the gap with SAP, the world #39;s biggest software company, after buying US rival PeopleSoft, Oracle #39;s Chairman Jeff Henley said in an interview published on Wednesday."
Sci/Tech,World,court whale have no standing to sue ap ap a federal appeal court decided wednesday that marine mammal have no standing to sue to stop the u.s navy from using sonar,Court: Whales Have No Standing to Sue (AP) AP - A federal appeals court decided Wednesday that marine mammals have no standing to sue to stop the U.S. Navy from using sonar.
Business,World,nigerian senate approves 1.5 bln claim on shell lagos nigeria 39 s senate ha passed a resolution asking shell 39 s nigerian unit to pay 1.5 billion in compensation to oilfield community for pollution a senate spokesman said,"Nigerian Senate approves \$1.5 bln claim on Shell LAGOS - Nigeria #39;s Senate has passed a resolution asking Shell #39;s Nigerian unit to pay \$1.5 billion in compensation to oilfield communities for pollution, a Senate spokesman said."
Business,Sci/Tech,fcc mull airborne mobile phone use although there may have been technical limitation at the time the cell phone ban wa established according to idc 39 s shiv bakhshi it is unclear why the ban ha remained in place given that,"FCC Mulls Airborne Mobile Phone Use Although there may have been technical limitations at the time the cell phone ban was established, according to IDC #39;s Shiv Bakhshi, it is unclear why the ban has remained in place, given that "
World,Sci/Tech,mar water top science honour the discovery that salty acidic water once flowed across the surface of mar ha topped a list of the 10 key scientific advance of 2004,"Mars water tops science honours The discovery that salty, acidic water once flowed across the surface of Mars has topped a list of the 10 key scientific advances of 2004."
Sci/Tech,Business,china s lenovo to buy ibm s pc business tokyo china s lenovo group ltd signed a definitive agreement on wednesday to acquire ibm corp s personal computing division lenovo will pay u 1.25 billion in cash for the business which is expected to transform it into the world s number three pc maker the company announced,"China's Lenovo to buy IBM's PC business TOKYO - China's Lenovo Group Ltd. signed a definitive agreement on Wednesday to acquire IBM Corp.'s personal computing division. Lenovo will pay US\$1.25 billion in cash for the business, which is expected to transform it into the world's number three PC maker, the companies announced."
Business,Sports,without batting an eyelash a very french welcome for a new that night it seemed a if three or four party were going on at once in cosmo manille wrong palanggas actually there were five in makati alone and one of them had a stream of traffic,"Without Batting An Eyelash : A very French welcome for a new &lt;b&gt;...&lt;/b&gt; THAT night, it seemed as if three or four parties were going on at once in Cosmo Manille. Wrong, palanggas. Actually, there were five in Makati alone, and one of them had a stream of traffic "
World,Sci/Tech,"stability control system can save life ap ap stability control system could save up to 7,000 life each year if they were standard equipment on all vehicle according to a study by the insurance industry","Stability Control Systems Can Save Lives (AP) AP - Stability control systems could save up to 7,000 lives each year if they were standard equipment on all vehicles, according to a study by the insurance industry."
Business,Sports,boxer begs bush to back bum bill member of california s congressional team make one last effort to look good for the tech industry back home,Boxer Begs Bush to Back Bum Bill Members of California's congressional team make one last effort to look good for the tech industry back home.
Business,Sci/Tech,vz wireless slam national 411 directory washington verizon wireless the nation 39 s largest wireless carrier clashed with other cellular carrier on tuesday telling a u senate committee that a proposal for a national wireless telephone directory is a quot terrible idea quot and that the proposal,"VZ Wireless Slams National 411 Directory WASHINGTON -- Verizon Wireless, the nation #39;s largest wireless carrier, clashed with other cellular carriers on Tuesday, telling a US Senate committee that a proposal for a national wireless telephone directory is a  quot;terrible idea quot; and that the proposal "
Business,Sci/Tech,time warner in 600m setttlement time warner is to announce today that it will pay between 500 and 600 million to settle federal investigation into irregularity at america online according to report in the american press,"Time warner in \$600m setttlement Time Warner is to announce today that it will pay between \$500 and \$600 million to settle federal investigations into irregularities at America Online, according to reports in the American press."
Business,World,cao executive hand over passport executive at the collapsed china aviation oil singapore have voluntarily handed over their passport to singapore 39 s police a spokesman said tuesday,"CAO executives hand over passports Executives at the collapsed China Aviation Oil Singapore have voluntarily handed over their passports to Singapore #39;s police, a spokesman said Tuesday."
World,Sci/Tech,finnish watchdog rap tv game operator reuters reuters finland s consumer watchdog said on\monday it had reprimanded broadcaster for causing child to\run up huge mobile phone bill with interactive television game\and chat program,Finnish Watchdog Raps TV Game Operators (Reuters) Reuters - Finland's consumer watchdog said on\Monday it had reprimanded broadcasters for causing children to\run up huge mobile phone bills with interactive television game\and chat programs.
Business,Sci/Tech,bass moving headquarters to florida the bass angler sportsman society is moving it headquarters to central florida the bass fishing organization based in montgomery since it inception in 1967 announced monday,"BASS moving headquarters to Florida The Bass Anglers Sportsman Society is moving its headquarters to Central Florida. The bass fishing organization, based in Montgomery since its inception in 1967, announced Monday "
World,Business,howard stern say he plan to jump to satellite radio after heavy f.c.c fine howard stern expects to deliver my show my way in the mostly unregulated medium,"Howard Stern Says He Plans to Jump to Satellite Radio After heavy F.C.C. fines, Howard Stern expects to deliver ""my show my way"" in the mostly unregulated medium."
World,Sports,"how deadly are scorpion a malaysian woman ha broken the world record for time spent living in a scorpion-filled box nur malena hassan 27 ha so far endured 32 day in a glass case with 6,069 scorpion she","How Deadly Are Scorpions? A Malaysian woman has broken the world record for time spent living in a scorpion-filled box. Nur Malena Hassan, 27, has so far endured 32 days in a glass case with 6,069 scorpions; she "
Sci/Tech,Business,"u ponders 250,000 bounty on spammer authority in the u are considering a 250,000 bounty on spammer in an attempt to close them down the u federal trade commission ftc ha suggested reward of anything from 100,000 to 250,000 for information","US ponders \$250,000 bounty on spammers Authorities in the US are considering a \$250,000 bounty on spammers in an attempt to close them down. The US Federal Trade Commission (FTC) has suggested rewards of anything from \$100,000 to \$250,000 for information."
Sci/Tech,World,summary box breast cancer surgery refined ap ap new approach a study say that removing just one to three key lymph node can spare woman lifelong arm problem and reliably indicate whether breast cancer ha spread,Summary Box: Breast Cancer Surgery Refined (AP) AP - NEW APPROACH: A study says that removing just one to three key lymph nodes can spare women lifelong arm problems and reliably indicate whether breast cancer has spread.
World,Business,nikkei open higher reuters reuters the nikkei average rose 1.37 percent at\the opening on monday a a recovery in u.s stock encouraged\investors to seek bargain among lagging issue including\canon inc and other high-tech issue,"Nikkei Opens Higher (Reuters) Reuters - The Nikkei average rose 1.37 percent at\the opening on Monday as a recovery in U.S. stocks encouraged\investors to seek bargains among lagging issues, including\Canon Inc. and other high-tech issues."
World,Sports,mich elephant get therapy for arthritis royal oak mich like any patient wanda need positive reinforcement to wrestle through her physical therapy,"Mich. Elephant Gets Therapy for Arthritis ROYAL OAK, Mich. - Like any patient, Wanda needs positive reinforcement to wrestle through her physical therapy..."
World,Sports,the bag of aeolus quot aeolus wa keeper of the wind he gave a bag of evil wind to odysseus instructing him to keep it closed while a good breeze wafted him home,"The Bag of Aeolus  quot;Aeolus was keeper of the winds. He gave a bag of evil winds to Odysseus, instructing him to keep it closed while a good breeze wafted him home."
World,Business,australia wallet trump war a majority of australian oppose the iraq war but they turned out to be more concerned about the economy,"Australia: Wallets trump war A majority of Australians oppose the Iraq war, but they turned out to be more concerned about the economy."
Sports,World,florida death blamed on hurricane france state and local official tuesday said nine people have died in florida because of hurricane france the following describes those death a 15-year-old grandson and a former son,Florida deaths blamed on Hurricane Frances State and local officials Tuesday said nine people have died in Florida because of Hurricane Frances. The following describes those deaths: - A 15-year-old grandson and a former son 
Sci/Tech,Business,peoplesoft revise third-quarter profit oracle target add 2.6 million to bottom line after tax adjustment related to ex-ceo s severance package,PeopleSoft revises third-quarter profit Oracle target adds \$2.6 million to bottom line after tax adjustment related to ex-CEO's severance package.
Sci/Tech,Business,update peoplesoft board wo n't negotiate oracle takeover peoplesoft executive said over the weekend that they wo n't discus a sale to oracle at a price of 24 per share but would consider an offer at a higher price,Update: PeopleSoft board won't negotiate Oracle takeover PeopleSoft executives said over the weekend that they won't discuss a sale to Oracle at a price of \$24 per share but would consider an offer at a higher price.
World,Business,bush kerry economic budget exceed 1t washington president bush and democratic sen john kerry have starkly different economic priority with a common thread price tag exceeding 1 trillion that could pump already huge deficit skyward over the next decade,"Bush, Kerry Economic Budgets Exceed \$1T WASHINGTON - President Bush and Democratic Sen. John Kerry have starkly different economic priorities with a common thread: price tags exceeding \$1 trillion that could pump already huge deficits skyward over the next decade..."
Sci/Tech,Business,first look intuit s quickbooks for newbie new simple start edition accounting software target small business still using pencil and paper,First Look: Intuit's QuickBooks for Newbies New Simple Start Edition accounting software targets small businesses still using pencil and paper.
Sci/Tech,Business,ballmer strike big rival from microsoft shopping list lisbon customer watching for microsoft corp to make a headline-grabbing buy in the business application market faced disappointment tuesday a company chief executive officer steven ballmer ruled out acquisition of peoplesoft inc oracle corp and sap ag,"Ballmer strikes big rivals from Microsoft shopping list LISBON - Customers watching for Microsoft Corp. to make a headline-grabbing buy in the business applications market faced disappointment Tuesday as company Chief Executive Officer Steven Ballmer ruled out acquisitions of PeopleSoft Inc., Oracle Corp. and SAP AG."
Sci/Tech,Business,hyundai sign deal for china truck plant hyundai motor co said yesterday that it ha signed an agreement with a chinese company jianghuai automobile corp to build a commercial vehicle and engine plant in china 39 s anhui province,"Hyundai signs deal for China truck plant Hyundai Motor Co. said yesterday that it has signed an agreement with a Chinese company, Jianghuai Automobile Corp., to build a commercial vehicle and engine plant in China #39;s Anhui province."
World,Sci/Tech,britain s not-so-civil war hunter outfoxed if hunting is banned in britain the pro-hunt lobby say it supporter will continue to hunt illegally,"Britain's Not-So-Civil War: Hunters Outfoxed? If hunting is banned in Britain, the pro-hunt lobby says its supporters will continue to hunt illegally."
World,Business,senate resolve corporate tax bill delay washington the senate late sunday resolved a dispute delaying passage of a sweeping corporate tax bill and two spending bill for disaster relief and homeland security clearing the way for senator to adjourn monday to hit the campaign trail the agreement removed parliamentary roadblock thrown up by sen,"Senate Resolves Corporate Tax Bill Delay WASHINGTON - The Senate late Sunday resolved a dispute delaying passage of a sweeping corporate tax bill and two spending bills for disaster relief and homeland security, clearing the way for senators to adjourn Monday to hit the campaign trail.    The agreement removed parliamentary roadblocks thrown up by Sen..."
World,Sci/Tech,toshiba claim hollywood backing in war for next dvd standard afp afp toshiba said four major hollywood studio had thrown their crucial weight behind high definition dvd hd-dvd one of two disc format contending to be the standard in next-generation dvd,"Toshiba claims Hollywood backing in war for next DVD standard (AFP) AFP - Toshiba said four major Hollywood studios had thrown their crucial weight behind High Definition DVD (HD-DVD), one of two disc formats contending to be the standard in next-generation DVDs."
Sci/Tech,Sports,toughest athlete is female and unknown you probably have n't heard about one of the toughest endurance sport around the deca-ironman that s 38 km swimming immediately followed by an 1800 km bicycle ride and a 420 km run currently the world record stand at about 187 hour held by a german housewife nobody else ha ever finished the course below 192 hour,"Toughest athlete is female and unknown You probably haven't heard about one of the toughest endurance sports around: the deca-ironman. That's 38 km swimming, immediately followed by an 1800 km bicycle ride and a 420 km run. Currently, the world record stands at about 187 hours, held by a German housewife. Nobody else has ever finished the course below 192 hours.  "
Sci/Tech,Business,i.b.m agrees to settle part of giant pension case i.b.m said that it had agreed to pay 320 million to it employee to settle in part a class-action lawsuit over it pension plan,I.B.M. Agrees to Settle Part of Giant Pension Case I.B.M. said that it had agreed to pay \$320 million to its employees to settle in part a class-action lawsuit over its pension plan.
Sci/Tech,Business,broadcom tap ex-philips executive a ceo scott mcgregor former head of royal philip electronics semiconductor division will replace alan ross who plan to retire,"Broadcom taps ex-Philips executive as CEO Scott McGregor, former head of Royal Philips Electronics' semiconductor division, will replace Alan Ross, who plans to retire."
Business,World,start of ebbers trial delayed new york a federal judge ha delayed the trial of former worldcom chief bernard ebbers until january 17th the trial had been set to start november ninth,Start of Ebbers Trial Delayed NEW YORK -- A federal judge has delayed the trial of former WorldCom chief Bernard Ebbers until January 17th. The trial had been set to start November Ninth.
World,Business,fcc proposes 1.2m indecency fine for fox washington federal regulator proposed a record indecency fine of nearly 1.2 million tuesday against fox broadcasting co for an episode of it reality series married by america that included graphic scene from bachelor and bachelorette party,"FCC Proposes \$1.2M Indecency Fine for Fox WASHINGTON - Federal regulators proposed a record indecency fine of nearly \$1.2 million Tuesday against Fox Broadcasting Co. for an episode of its reality series ""Married by America"" that included graphic scenes from bachelor and bachelorette parties..."
Sports,Sci/Tech,another controversial man utd-arsenal game mount st helen 39 s in oregon ha been active these last few month but that is nothing compared to the eruption at old trafford on sunday,Another controversial Man Utd-Arsenal game Mount St. Helen #39;s in Oregon has been active these last few months but that is nothing compared to the eruption at Old Trafford on Sunday.
Business,Sci/Tech,research is definitely in motion the blackberry wireless device maker is straining to exceed expectation,Research Is Definitely in Motion The Blackberry wireless device maker is straining to exceed expectations.
Sci/Tech,Business,number of kid on antidepressant drop dramatically new york ap the number of child taking antidepressant ha dropped dramatically since the food and drug administration cautioned that the drug can provoke suicidal behavior according to a study pharmacy benefit manager medco health solution found that the number of child taking antidepressant fell 18 percent in the first quarter and an additional 5 percent in the second quarter,"Number of Kids on Antidepressants Drops Dramatically NEW YORK (AP) -- The number of children taking antidepressants has dropped dramatically since the Food and Drug Administration cautioned that the drugs can provoke suicidal behavior, according to a study.    Pharmacy benefit manager Medco Health Solutions found that the number of children taking antidepressants fell 18 percent in the first quarter and an additional 5 percent in the second quarter..."
Sci/Tech,Business,microsoft and dell get air force pact microsoft corp on friday said that together with dell inc it will provide the air force with software and related support service to simplify the acquisition process in an agreement worth up to 500 million over six year,Microsoft and Dell Get Air Force Pact Microsoft Corp. on Friday said that together with Dell Inc. it will provide the Air Force with software and related support services to simplify the acquisition process in an agreement worth up to \$500 million over six years.
Business,Sci/Tech,web-based kidney match raise ethic question a colorado man who placed a quot transplant wanted quot ad on a massachusetts-based internet site is expected today to receive a kidney donated by a total stranger who simply wanted to do quot something big quot the transaction mark the first time an organ transplant ha been brokered by a commercial web company,Web-based kidney match raises ethics questions A Colorado man who placed a  quot;transplant wanted quot; ad on a Massachusetts-based Internet site is expected today to receive a kidney donated by a total stranger who simply wanted to do  quot;something big. quot; The transaction marks the first time an organ transplant has been brokered by a commercial web company.
Business,Sci/Tech,amazon 39 s uk dvd rental might presage war with netflix analyst said amazon 39 s launch of the dvd rental service in the uk might be to test it approach and streamline the logistically difficult process of handling dvd through the mail,Amazon #39;s UK DVD Rentals Might Presage War with Netflix Analysts said Amazon #39;s launch of the DVD rental service in the UK might be to test its approach and streamline the logistically difficult process of handling DVDs through the mail.
Sports,Sci/Tech,logjam at the point doc river doe not subscribe to the mad scientist mix-and-match method when it come to selecting a backup point guard he doe not want a rotation of marcus bank jiri welsch and delonte west picking up the minute gary payton leaf behind he doe not want the trio of young inexperienced guard wondering about playing time in addition,"Logjam at the point Doc Rivers does not subscribe to the mad scientist, mix-and-match method when it comes to selecting a backup point guard. He does not want a rotation of Marcus Banks, Jiri Welsch, and Delonte West picking up the minutes Gary Payton leaves behind. He does not want the trio of young, inexperienced guards wondering about playing time in addition ..."
Business,Sci/Tech,ibm reported to be exiting pc business ibm 39 s possible exit from the personal-computer business would be the latest move in what amount to a long goodbye from a field it pioneered and revolutionized,IBM reported to be exiting PC business IBM #39;s possible exit from the personal-computer business would be the latest move in what amounts to a long goodbye from a field it pioneered and revolutionized.
Business,World,israel to close erez industrial zone before march israel would start liquidating the erez industrial zone in the northern gaza strip before launching the first stage of the disengagement plan in march 2005 local newspaper ha 39 aretz reported on tuesday,"Israel to close Erez industrial zone before March Israel would start liquidating the Erez industrial zone in the northern Gaza Strip before launching the first stage of the disengagement plan in March 2005,local newspaper Ha #39;aretz reported on Tuesday."
Sports,Sci/Tech,another controversial man utd-arsenal game mount st helen 39 s in oregon ha been active these last few month but that is nothing compared to the eruption at old trafford on sunday,Another controversial Man Utd-Arsenal game Mount St. Helen #39;s in Oregon has been active these last few months but that is nothing compared to the eruption at Old Trafford on Sunday.
Business,Sci/Tech,software service aim to outfox caller id a new computerized service enables customer to create phony outbound phone number in order to mask their telephone identity,Software Service Aims to Outfox Caller ID A new computerized service enables customers to create phony outbound phone numbers in order to mask their telephone identities.
Business,Sci/Tech,bluegene sneak past earth simulator the earth simulator an nec supercomputer is surpassed at last ibm announced yesterday that it blue gene/l supercomputer had achieved a sustained performance of 36,"BlueGene sneaks past Earth Simulator The Earth Simulator, an NEC supercomputer, is surpassed, at last. IBM announced yesterday that its Blue Gene/L supercomputer had achieved a sustained performance of 36."
World,Sci/Tech,kerry to reverse stem cell policy u presidential candidate john kerry say he will make stem cell research a priority dropping george bush s policy,"Kerry to reverse stem cell policy US presidential candidate John Kerry says he will make stem cell research a priority, dropping George Bush's policy."
World,Sci/Tech,epa may conduct human test for chemical ap ap in setting limit on chemical in food and water the environmental protection agency may rely on industry test that expose people to poison and raise ethical question,"EPA May Conduct Human Tests for Chemicals (AP) AP - In setting limits on chemicals in food and water, the Environmental Protection Agency may rely on industry tests that expose people to poisons and raise ethical questions."
World,Sci/Tech,election chaos u.s news world report u.s news world report michael cadigan s day job is practicing commercial law in albuquerque but over egg at the trendy gold street caffe in the heart of downtown he and a dozen other lawyer are immersing themselves in the intricacy of election law on election day they plan to be out in force for democrat john kerry at polling place across new mexico where al gore won in 2000 by just 366 vote quot we know there wa a lot of monkey business with counting ballot before quot say cadigan quot we want to make sure that doe n't happen again,"Election chaos? (U.S. News   World Report) U.S. News   World Report - Michael Cadigan's day job is practicing commercial law in Albuquerque. But over eggs at the trendy Gold Street Caffe in the heart of downtown, he and a dozen other lawyers are immersing themselves in the intricacies of election law. On Election Day, they plan to be out in force for Democrat John Kerry at polling places across New Mexico, where Al Gore won in 2000 by just 366 votes.  quot;We know there was a lot of monkey business with counting ballots before, quot; says Cadigan.  quot;We want to make sure that doesn't happen again. ..."
World,Sci/Tech,spear fiance to star in her new video new york britney spear former backup dancer and current fiance kevin federline can add another title to his resume co-star on wednesday a jive record publicist confirmed federline is featured in spear upcoming my prerogative video set to debut in mid-september,"Spears' Fiance to Star in Her New Video NEW YORK - Britney Spears' former backup dancer and current fiance Kevin Federline can add another title to his resume: co-star.    On Wednesday, a Jive Records publicist confirmed Federline is featured in Spears' upcoming ""My Prerogative"" video, set to debut in mid-September..."
Business,Sci/Tech,fcc exempts fiber-to-curb from sharing requirement the federal communication commission thursday voted to allow incumbent telephone carrier from sharing fiber-to-the-curb deployment from competitor prompting one incumbent to announce an accelerated fiber rollout,"FCC exempts fiber-to-curb from sharing requirements The Federal Communications Commission Thursday voted to allow incumbent telephone carriers from sharing fiber-to-the-curb deployments from competitors, prompting one incumbent to announce an accelerated fiber rollout."
World,Business,mich elephant get therapy for arthritis royal oak mich like any patient wanda need positive reinforcement to wrestle through her physical therapy,"Mich. Elephant Gets Therapy for Arthritis ROYAL OAK, Mich. - Like any patient, Wanda needs positive reinforcement to wrestle through her physical therapy..."
World,Business,hurricane watch issued for gaston off s.c columbia s.c a hurricane watch wa issued for the south carolina coast saturday a forecaster predicted tropical storm gaston would make landfall near charleston on sunday night,"Hurricane Watch Issued for Gaston Off S.C. COLUMBIA, S.C. - A hurricane watch was issued for the South Carolina coast Saturday as forecasters predicted Tropical Storm Gaston would make landfall near Charleston on Sunday night..."
World,Sports,dodger nip giant 3-2 in crucial series san francisco shawn green can sit out saturday knowing he wa a huge help to the dodger during their crucial series against san francisco green hit a two-run homer in los angeles 3-2 victory over the giant on friday night a day before the first baseman will miss a game to observe the jewish holiday yom kippur,"Dodgers Nip Giants 3-2 in Crucial Series SAN FRANCISCO - Shawn Green can sit out Saturday knowing he was a huge help to the Dodgers during their crucial series against San Francisco. Green hit a two-run homer in Los Angeles' 3-2 victory over the Giants on Friday night, a day before the first baseman will miss a game to observe the Jewish holiday Yom Kippur..."
World,Business,dow jones agrees to buy marketwatch in 519 million deal dow jones company the publisher of the wall street journal ha agreed to buy marketwatch the parent company of the financial news web site cbs marketwatch for approximately 519 million the company said today,"Dow Jones Agrees to Buy MarketWatch in \$519 Million Deal Dow Jones   Company, the publisher of The Wall Street Journal, has agreed to buy MarketWatch, the parent company of the financial news Web site CBS MarketWatch, for approximately \$519 million, the companies said today."
World,Sci/Tech,bush blame poorly made shirt for bulge ap ap president bush see the value 151 and the humor 151 in the idea that aide could secretly feed him advice through a radio receiver hidden on his back,Bush Blames Poorly Made Shirt for Bulge (AP) AP - President Bush sees the value  #151; and the humor  #151; in the idea that aides could secretly feed him advice through a radio receiver hidden on his back.
Sci/Tech,Business,"card fraud unit net 36,000 card in it first two year the uk s dedicated card fraud unit ha recovered 36,000 stolen card and 171 arrest and estimate it saved 65m","Card fraud unit nets 36,000 cards In its first two years, the UK's dedicated card fraud unit, has recovered 36,000 stolen cards and 171 arrests - and estimates it saved 65m."
World,Sports,cowboy defeat redskin 21-18 landover md bill parcells celebrated the touchdown with a big smile and his fist thrust high in the air,"Cowboys Defeat Redskins 21-18 LANDOVER, Md. - Bill Parcells celebrated the touchdown with a big smile and his fist thrust high in the air..."
Business,Sci/Tech,ellison data hub could 39 ve prevented 9/11 san francisco oracle ceo larry ellison is convinced that had the intelligence community used a unified database from oracle the terrorist attack on 9/11 would never have happened,"Ellison: Data Hubs Could #39;ve Prevented 9/11 SAN FRANCISCO -- Oracle CEO Larry Ellison is convinced that had the intelligence community used a unified database from Oracle, the terrorist attacks on 9/11 would never have happened."
Business,Sci/Tech,ca partner move on a kumar face charge concern over the fate of former computer associate international chairman and ceo sanjay kumar accompanied the collective sigh of relief felt by ca partner last week when federal prosecutor settled a two-year-old accounting fraud investigation with the,"CA, Partners Move On As Kumar Faces Charges Concern over the fate of former Computer Associates International chairman and CEO Sanjay Kumar accompanied the collective sigh of relief felt by CA partners last week when federal prosecutors settled a two-year-old accounting fraud investigation with the "
Business,Sci/Tech,i.b.m sought a china partnership not just a sale inside i.b.m the issue of whether to stay in the personal computer business ha been debated for a decade the issue wa put to rest last week,"I.B.M. Sought a China Partnership, Not Just a Sale Inside I.B.M., the issue of whether to stay in the personal computer business has been debated for a decade. The issue was put to rest last week."
Sci/Tech,Business,source sprint nextel closing in on 36b deal sprint corp is in advanced talk to buy nextel communication inc for more than 36 billion in a mostly stock deal source familiar with the situation said today,"Sources: Sprint, Nextel closing in on \$36B deal Sprint Corp. is in advanced talks to buy Nextel Communications Inc. for more than \$36 billion in a mostly stock deal, sources familiar with the situation said today."
Sci/Tech,Business,peoplesoft revenue to beat expectation newsfactor newsfactor peoplesoft nasdaq psft said on monday that quarterly revenue would beat wall street s expectation due to an increase in the number of customer making large order for it enterprise-application software,"Peoplesoft Revenues To Beat Expectations (NewsFactor) NewsFactor - PeopleSoft (Nasdaq: PSFT) said on Monday that quarterly revenues would beat Wall Street's expectations, due to an increase in the number of customers making large orders for its enterprise-application software."
