Actual Class,Predicted Class,Cleaned_Text,Raw_Text
Business,Sci/Tech,"ibm claim it bluegene supercomputer is the fastest ibm corp on wednesday said it ha developed the world 39 s fastest computer a 16,000-processor version of it bluegene/l supercomputer","IBM Claims Its BlueGene Supercomputer Is the Fastest IBM Corp. on Wednesday said it has developed the world #39;s fastest computer - a 16,000-processor version of its BlueGene/L supercomputer."
World,Sports,usc miami top bcs standing not okla southern california took the top spot monday in the season s first bowl championship series standing and surprisingly miami is ahead of oklahoma in a close race for the second spot oklahoma is no,"USC, Miami Top BCS Standings, Not Okla. Southern California took the top spot Monday in the season's first Bowl Championship Series standings, and surprisingly Miami is ahead of Oklahoma in a close race for the second spot.    Oklahoma is No..."
Business,World,sony-led group to acquire mgm for 3b los angeles sept 13 2004 a consortium led by sony corp ha agreed in principle to acquire famed hollywood studio metro-goldwyn-mayer inc,"Sony-Led Group to Acquire MGM for \$3B LOS ANGELES Sept. 13, 2004 - A consortium led by Sony Corp. has agreed in principle to acquire famed Hollywood studio Metro-Goldwyn-Mayer Inc."
World,Sports,henman sail at the swiss indoors by mark ledsom basel reuters britain s world number four tim henmanwon his opening match at the swiss indoors tennis tournamentwith little difficulty on wednesday beating frenchman antonydupuis 6-3 6-4,"Henman Sails at the Swiss Indoors &lt;p&gt;&lt;/p&gt;&lt;p&gt; By Mark Ledsom&lt;/p&gt;&lt;p&gt; BASEL (Reuters) - Britain's world number four Tim Henmanwon his opening match at the Swiss Indoors tennis tournamentwith little difficulty on Wednesday, beating Frenchman AntonyDupuis 6-3, 6-4.&lt;/p&gt;"
World,Business,fcc proposes 1.2m indecency fine for fox washington federal regulator proposed a record indecency fine of nearly 1.2 million tuesday against fox broadcasting co for an episode of it reality series married by america that included graphic scene from bachelor and bachelorette party,"FCC Proposes \$1.2M Indecency Fine for Fox WASHINGTON - Federal regulators proposed a record indecency fine of nearly \$1.2 million Tuesday against Fox Broadcasting Co. for an episode of its reality series ""Married by America"" that included graphic scenes from bachelor and bachelorette parties..."
Business,Sports,will hutton there were two story last week that will have world-shaping implication the first wa in a paris hospital and a compound in ramallah,Will Hutton There were two stories last week that will have world-shaping implications. The first was in a Paris hospital and a compound in Ramallah.
Sci/Tech,Business,exeter uni can chemistry department in a move that ha been dubbed a 39 disastrous 39 by the royal society of chemistry exeter university is to drop the teaching of chemistry a a subject,"Exeter uni cans chemistry department In a move that has been dubbed as  #39;disastrous #39; by the Royal Society of Chemistry, Exeter University is to drop the teaching of chemistry as a subject."
Business,Sci/Tech,oracle v peoplesoft the joke is on opinion i thought it wa a joke when oracle first announced that it wa going to try to buy peoplesoft or at best a spoiling tactic over peoplesoft 39 s acquisition of jd edward,"Oracle v. Peoplesoft: the joke is on... Opinion I thought it was a joke when Oracle first announced that it was going to try to buy PeopleSoft; or, at best, a spoiling tactic over PeopleSoft #39;s acquisition of JD Edwards."
World,Sports,football azerbaijan 0-1 england michael owen head england s winner in the world cup qualifier against azerbaijan,Football: Azerbaijan 0-1 England Michael Owen heads England's winner in the World Cup qualifier against Azerbaijan.
Sci/Tech,Business,blockbuster cut online price challenge netflix reuters reuters video chain blockbuster inc on\friday said it would lower the price of it online dvd rentals\to undercut a similar move by netflix inc that sparked a stock\a sell-off of both company share,"Blockbuster Cuts Online Price, Challenges Netflix (Reuters) Reuters - Video chain Blockbuster Inc on\Friday said it would lower the price of its online DVD rentals\to undercut a similar move by Netflix Inc. that sparked a stock\a sell-off of both companies' shares."
Business,World,study 39 million american in working poor family washington a new report indicates that one in every five u job pay less than a poverty-level wage for a family of four a a result nearly 39 million american including 20 million child are member,"Study: 39 Million Americans In Working Poor Families WASHINGTON -- A new report indicates that one in every five US jobs pays less than a poverty-level wage for a family of four. As a result, nearly 39 million Americans, including 20 million children, are members "
Business,World,china at g-7 meeting for first time china made it debut last night in the club of the world s leading economic power asinternational pressure mount to change a decade-old currency peg that critic accuse of giving chinese product an unfair competitive edge,"China at G-7 Meeting for First Time China made its debut last night in the club of the world's leading economic powers, asinternational pressure mounts to change a decade-old currency peg that critics accuse of giving Chinese products an unfair competitive edge."
World,Sports,conn man 70 oldest to swim channel london a retired connecticut pilot ha become the oldest person to swim the english channel george brunstad 70 left dover england saturday morning heading for the french coast,"Conn. Man, 70, Oldest to Swim Channel LONDON - A retired Connecticut pilot has become the oldest person to swim the English Channel. George Brunstad, 70, left Dover, England, Saturday morning heading for the French Coast..."
Business,Sci/Tech,guilty plea seen in computer associate case steven woghin the former general counsel of computer associate will plead guilty to criminal charge,"Guilty Plea Seen in Computer Associates Case Steven Woghin, the former general counsel of Computer Associates, will plead guilty to criminal charges."
World,Sci/Tech,washington post come clean on party ap ap the washington post s executive editor say his paper should have told reader up front that it had helped arrange a republican debate-watching party it covered paid for food and carried a photograph that wa not a spontaneous a the story suggested,"Washington Post Comes Clean on Party (AP) AP - The Washington Post's executive editor says his paper should have told readers up front that it had helped arrange a Republican debate-watching party it covered, paid for food and carried a photograph that was not as spontaneous as the story suggested."
Business,Sports,florida 39 s prepaid tuition program thriving already the biggest of it kind in the country florida 39 s popular prepaid-tuition program expects to count it millionth customer during a sign-up period that run monday through jan 31,"Florida #39;s prepaid tuition program thriving Already the biggest of its kind in the country, Florida #39;s popular prepaid-tuition program expects to count its millionth customer during a sign-up period that runs Monday through Jan. 31."
World,Sports,men set for sizzling duel in 100 meter athens greece the preliminary in the 100 meter were perhaps just a sample of what s to come sunday when a talented group of qualifier including american shawn crawford justin gatlin and defending champion maurice greene will try to turn their competition into the fastest show at the athens game five men broke 10 second in qualifying saturday led by crawford s time of 9.89,"Men Set for Sizzling Duel in 100 Meters ATHENS, Greece - The preliminaries in the 100 meters were perhaps just a sample of what's to come Sunday, when a talented group of qualifiers - including Americans Shawn Crawford, Justin Gatlin and defending champion Maurice Greene - will try to turn their competition into the fastest show at the Athens Games.    Five men broke 10 seconds in qualifying Saturday, led by Crawford's time of 9.89..."
World,Business,"bbc must keep up bbc bos mark thompson say the corporation must keep up with change after announcing nearly 3,000 job cut","BBC 'must keep up' BBC boss Mark Thompson says the corporation must keep up with change, after announcing nearly 3,000 job cuts."
Sci/Tech,World,iraq s neighbor to get little for environment loss reuters reuters iraq s neighbor want ten of billions\of dollar for environmental damage done in the 1990-1 gulf\conflict but are set to get only paltry fund from the united,"Iraq's Neighbors to Get Little for Environment Loss (Reuters) Reuters - Iraq's neighbors want tens of billions\of dollars for environmental damage done in the 1990-1 Gulf\conflict, but are set to get only paltry funds from the United"
World,Sci/Tech,hynix s 3q profit more than triple ap ap south korea s hynix semiconductor inc said monday it third-quarter net profit more than tripled from same period last year thanks to steady global price for memory chip,Hynix's 3Q Profit More Than Triples (AP) AP - South Korea's Hynix Semiconductor Inc. said Monday its third-quarter net profit more than tripled from same period last year thanks to steady global prices for memory chips.
Business,Sci/Tech,u consumer unaware of spyware the finding come in a report from the newly formed consumer spyware initiative a joint effort by dell and the non-profit internet education foundation that aim to increase awareness of spyware,"US consumers unaware of spyware The findings come in a report from the newly formed Consumer Spyware Initiative, a joint effort by Dell and the non-profit Internet Education Foundation that aims to increase awareness of spyware."
Business,Sci/Tech,chip and pc stock mixed on warning semiconductor stock were mixed tuesday after advanced micro device inc warned quarterly revenue would be lower than expected due to sluggish sale of flash memory chip used in mobile phone and other device,Chip and PC Stocks Mixed on Warnings Semiconductor stocks were mixed Tuesday after Advanced Micro Devices Inc. warned quarterly revenue would be lower than expected due to sluggish sales of flash memory chips used in mobile phones and other devices.
Sci/Tech,World,nevada implement 1st touch-screen voting machine with paper-trail by rachel konrad carson city nev ap in what could become a model for other state nevada voter on tuesday became the first in the nation to cast ballot in a statewide election on computer that printed paper record of electronic ballot,"Nevada Implements 1st Touch-Screen Voting Machines With Paper-Trail By RACHEL KONRAD     CARSON CITY, Nev. (AP) -- In what could become a model for other states, Nevada voters on Tuesday became the first in the nation to cast ballots in a statewide election on computers that printed paper records of electronic ballots..."
Business,World,lego carrefour in french price-fix probe ap ap french competition authority are investigating danish toy maker lego system a and supermarket retailer carrefour sa a part of a probe into alleged price fixing in the french toy market in 2002 and early 2003,"Lego, Carrefour in French Price-Fix Probe (AP) AP - French competition authorities are investigating Danish toy maker Lego Systems AS and supermarket retailer Carrefour SA as part of a probe into alleged price fixing in the French toy market in 2002 and early 2003."
World,Sci/Tech,cellphone industry hit snag a it woos untapped market the mobile phone industry is turning it attention to the last untapped demographic people over 65,Cellphone Industry Hits Snag as It Woos Untapped Market The mobile phone industry is turning its attention to the last untapped demographic - people over 65.
World,Business,ban for former ahold executive dutch retailer ahold s former chairman and it ex-finance officer are barred from executive post a part of a u fraud case settlement,Ban for former Ahold executives Dutch  retailer Ahold's former chairman and its ex-finance officer are barred from executive posts as part of a US fraud case settlement.
Business,Sci/Tech,lazarus-like virus hit computer a new computer virus is catching people out by coming back from the dead,Lazarus-like virus hits computers A new computer virus is catching people out by coming back from the dead.
Sci/Tech,Business,ibm post broad q3 revenue growth new york ibm corp posted quarterly result on monday showing 9 percent revenue growth from last year and slight earnings growth despite a 320 million charge it took during the quarter to settle some claim in a lawsuit over it pension plan,"IBM posts broad Q3 revenue growth NEW YORK - IBM Corp. posted quarterly results on Monday showing 9 percent revenue growth from last year and slight earnings growth, despite a \$320 million charge it took during the quarter to settle some claims in a lawsuit over its pension plan."
Sci/Tech,Business,supreme court hears wine sale case winemaker who want to ship directly to consumer across state line got a sympathetic hearing at the supreme court today a the justice heard oral argument in a case that could have a dramatic effect on internet commerce and state power to regulate the alcohol trade,"Supreme Court Hears Wine Sales Case Winemakers who want to ship directly to consumers across state lines got a sympathetic hearing at the Supreme Court today, as the justices heard oral arguments in a case that could have a dramatic effect on Internet commerce and states' power to regulate the alcohol trade."
Business,Sci/Tech,web-based kidney match raise ethic question a colorado man who placed a quot transplant wanted quot ad on a massachusetts-based internet site is expected today to receive a kidney donated by a total stranger who simply wanted to do quot something big quot the transaction mark the first time an organ transplant ha been brokered by a commercial web company,Web-based kidney match raises ethics questions A Colorado man who placed a  quot;transplant wanted quot; ad on a Massachusetts-based Internet site is expected today to receive a kidney donated by a total stranger who simply wanted to do  quot;something big. quot; The transaction marks the first time an organ transplant has been brokered by a commercial web company.
Sci/Tech,Business,conversion rate between ppc paid and organic free result conversion rate between ppc paid and organic free results\\in a thread over at cre8asite forum named organic v paid traffic roi there is a discussion going on about the different conversion rate and roi seen between the pay per click traffic paid traffic and organic traffic free traffic i have,"Conversion Rates Between PPC (Paid) and Organic (Free) Results Conversion Rates Between PPC (Paid) and Organic (Free) Results\\In a thread over at Cre8asite Forums named Organic vs Paid traffic ROI?, there is a discussion going on about the different conversion rates and ROI seen between the pay per click traffic (paid traffic) and organic traffic (free traffic). I have ..."
World,Business,dow jones agrees to buy marketwatch in 519 million deal dow jones company the publisher of the wall street journal ha agreed to buy marketwatch the parent company of the financial news web site cbs marketwatch for approximately 519 million the company said today,"Dow Jones Agrees to Buy MarketWatch in \$519 Million Deal Dow Jones   Company, the publisher of The Wall Street Journal, has agreed to buy MarketWatch, the parent company of the financial news Web site CBS MarketWatch, for approximately \$519 million, the companies said today."
World,Sci/Tech,"broadcaster donates 36 325,000 to gop ap ap one of the state s biggest broadcaster ha given 13 republican county committee 36 325,000 worth of free air time to promote candidate on it radio and television station throughout california","Broadcaster Donates  #36;325,000 to GOP (AP) AP - One of the state's biggest broadcasters has given 13 Republican county committees  #36;325,000 worth of free air time to promote candidates on its radio and television stations throughout California."
Business,Sci/Tech,tsa 39 pat-downs 39 cross the line for some flier million of holiday traveler nationwide are experiencing an all-too-intimate form of security screening that some say amount to sexual groping a quot pat-down quot by government official,TSA  #39;pat-downs #39; cross the line for some fliers Millions of holiday travelers nationwide are experiencing an all-too-intimate form of security screening that some say amounts to sexual groping - a  quot;pat-down quot; by government officials.
Business,Sci/Tech,justice to debate mail-order wine being freelance wine critic may sound like a sweet gig but ray and eleanor heald have soured on it because their home state michigan block direct shipment from out-of-state,"Justices to debate mail-order wine Being freelance wine critics may sound like a sweet gig, but Ray and Eleanor Heald have soured on it. Because their home state, Michigan, blocks direct shipments from out-of-state "
Business,Sci/Tech,spyware opponent win another battle the federal trade commission won an important victory last week in it fight to protect consumer from spyware the software that track unsuspecting web surfer bombard them with advertisement and sometimes even steal login information and password,"Spyware opponents win another battle The Federal Trade Commission won an important victory last week in its fight to protect consumers from spyware, the software that tracks unsuspecting Web surfers, bombards them with advertisements and sometimes even steal login information and passwords."
Business,Sci/Tech,august chip sale up global semiconductor sale rose 1.1 percent to 18.2 billion in august from the previous month and it appears a though chip inventory are declining an industry trade group said thursday,"August chip sales up Global semiconductor sales rose 1.1 percent to \$18.2 billion in August from the previous month and it appears as though chip inventories are declining, an industry trade group said Thursday."
World,Sci/Tech,calif mental health service may expand ap ap a pressure increase on california s mental health system it worker and advocate say they are forced to do more with a supply of money that seems to shrink each year,"Calif. Mental Health Services May Expand (AP) AP - As pressures increase on California's mental health system, its workers and advocates say they are forced to do more with a supply of money that seems to shrink each year."
Business,Sci/Tech,ibm lg electronics to end joint venture international business machine corp and lg electronics inc will end an eight-year alliance that helped expand the u computer maker 39 s presence in the booming south korean pc market,"IBM, LG Electronics to End Joint Venture International Business Machines Corp. and LG Electronics Inc. will end an eight-year alliance that helped expand the US computer maker #39;s presence in the booming South Korean PC market."
Business,Sports,san diego fiscally sound mayor say san diego in the wake of another downgrading of san diego 39 s credit rating mayor dick murphy today reassured the public that the city is fiscally sound,"San Diego fiscally sound, mayor says SAN DIEGO - In the wake of another downgrading of San Diego #39;s credit rating, Mayor Dick Murphy today reassured the public that the city is fiscally sound."
World,Sports,ken caminiti 1996 nl mvp dy at age 41 new york ken caminiti the 1996 national league mvp who later admitted using steroid during his major league career died sunday he wa 41,"Ken Caminiti, 1996 NL MVP, Dies at Age 41 NEW YORK - Ken Caminiti, the 1996 National League MVP who later admitted using steroids during his major league career, died Sunday. He was 41..."
World,Sci/Tech,fda approves lens implant to sharpen sight washington there s a new option for people who suffer from extreme nearsightedness whose world loses it crisp edge just a few inch from their nose the first implantable lens for nearsightedness wa approved monday by the food and drug administration,"FDA Approves Lens Implant to Sharpen Sight WASHINGTON - There's a new option for people who suffer from extreme nearsightedness, whose world loses its crisp edge just a few inches from their noses. The first implantable lens for nearsightedness was approved Monday by the Food and Drug Administration..."
Sci/Tech,World,old rumor of gay sex prove powerful on web va gop member chose del thelma drake norfolk to replace rep edward l schrock after he resigned amidst allegation schrock indulged in or solicited gay sex,Old Rumors of Gay Sex Prove Powerful on Web Va. GOP members chose Del. Thelma Drake (Norfolk) to replace Rep. Edward L. Schrock after he resigned amidst allegations Schrock indulged in or solicited gay sex.
Business,Sci/Tech,sia chip sale to hit record flatten worldwide semiconductor sale will hit an all-time high in 2004 but stay relatively flat in 2005 before climbing again over the next two year according to the semiconductor industry association,"SIA: Chip sales to hit record, flatten Worldwide semiconductor sales will hit an all-time high in 2004 but stay relatively flat in 2005 before climbing again over the next two years, according to the Semiconductor Industry Association."
Business,World,setback for asbestos settlement at abb abb said it wa aware of the ruling but remained confident that a settlement would be reached abb is naturally surprised and disappointed at today decision but remains confident that it can resolve,"Setback for asbestos settlement at ABB ABB said it was aware of the ruling, but remained confident that a settlement would be reached. ABB is naturally surprised and disappointed at todays decision, but remains confident that it can resolve."
Business,Sci/Tech,ip proposal ameren is offering some union worker at illinois power the chance to walk away from new management the saint louis based utility company announced a voluntary separation opportunity for certain ameren ip employee,IP Proposal Ameren is offering some union workers at Illinois Power the chance to walk away from new management. The Saint Louis based utility company announced a voluntary separation opportunity for certain Ameren IP employees.
Business,Sci/Tech,is this the end of it a we know it halsey minor ceo of hosted integration provider grand central communication ha a powerful message for it in four year basically the whole notion of enterprise application software is going to be dead he belief application functionality will instead be available a hosted pay-per-use service delivered by company such a salesforce.com putting his money where his mouth is minor ha recently launched a 50 million venture capital fund with his own money to fuel on-demand startup for it part grand central will handle data and process integration between enterprise and multiple on-demand service,"Is this the end of IT as we know it? Halsey Minor, CEO of hosted integration provider grand central Communications, has a powerful message for IT: In four years, ... basically the whole notion of enterprise application software is going to be dead. He believes application functionality will instead be available as hosted, pay-per-use services delivered by companies such as Salesforce.com. Putting his money where his mouth is, Minor has recently launched a \$50 million venture capital fund with his own money to fuel on-demand startups. For its part, Grand Central will handle data and process integration between enterprises and multiple on-demand services."
Business,Sci/Tech,rumour surround google browser the search giant google is rumoured to be working on it own web browser,Rumours surround Google browser The search giant Google is rumoured to be working on its own web browser.
Sports,World,cast-aside candidate grab onto sox coattail by raphael lewis and benjamin gedan globe staff and globe correspondent october 31 2004 republican state senate candidate rod jane of westborough woke up yesterday with a plan to grab some attention from,"Cast-aside candidates grab onto Sox coattails By Raphael Lewis and Benjamin Gedan, Globe Staff and Globe Correspondent  October 31, 2004. Republican state Senate candidate Rod Jane of Westborough woke up yesterday with a plan to grab some attention from "
World,Business,taiwan acknowledges minister 39 s improper wording 39 on singapore taiwan foreign minister chen tan sun who dismissed singapore a a country the size of a booger 39 39 regretted his improper wording 39 39 said foreign ministry spokesman michel lu,"Taiwan Acknowledges Minister #39;s Improper Wording #39; on Singapore Taiwan Foreign Minister Chen Tan- sun, who dismissed Singapore as a country the size of a booger, #39; #39; regretted his improper wording, #39; #39; said Foreign Ministry spokesman Michel Lu."
Business,Sci/Tech,u bell do video on path blazed by small telco the three largest u local telephone corporation made a splash this summer with plan to sell video service on their voice and data line in a few year,US Bells Do Video on Path Blazed by Small Telcos The three largest US local telephone corporations made a splash this summer with plans to sell video services on their voice and data lines in a few years.
Business,Sci/Tech,nobel economics prize awarded norwegian-born finn kydland and edward prescott of the united state won the 2004 nobel\economics prize the royal swedish academy of science said on monday,"Nobel Economics Prize Awarded Norwegian-born Finn Kydland and Edward Prescott of the United States won the 2004 Nobel\economics prize, the Royal Swedish Academy of Sciences said on Monday."
Sci/Tech,Business,orange tell customer to talk now european carrier orange is rolling out it own push to talk service ahead of effort to create a standardized ptt system european mobile carrier orange ha announced,Orange tells customers to Talk Now European carrier Orange is rolling out its own Push To Talk service ahead of efforts to create a standardized PTT system. European mobile carrier Orange has announced 
Sci/Tech,Business,u supreme court to hear file-sharing case washington the u supreme court will take up one of the key argument about the use of file-sharing service the justice will consider whether peer-to-peer internet file-sharing service can be held responsible,US Supreme Court To Hear File-Sharing Case WASHINGTON -- The US Supreme Court will take up one of the key arguments about the use of file-sharing services. The justices will consider whether peer-to-peer Internet file-sharing services can be held responsible 
Business,Sci/Tech,"study 400k fewer tech job since 2001 the u information tech sector lost 403,300 job between march 2001 and this past april and the market for tech worker remains bleak according to a new report","Study: 400K Fewer Tech Jobs Since 2001 The US information tech sector lost 403,300 jobs between March 2001 and this past April, and the market for tech workers remains bleak, according to a new report."
Sci/Tech,Business,so long xmlhack it s been a lot of fun writing xmlhack since 1999 but it s time for u to take\a rest xmlhack ha always been run by volunteer writing in their spare time and now\most of u have so little of that precious commodity it s infeasible to keep the\site going at anything like the rate we want it to be a editor i d like to extend my grateful thanks to all the contributor over\time a list of whom you can see on the contributor page my special thanks go\to simon st.laurent my co-conspirator from the start so long guy i ve been a subscriber to xmlhack for probably 3 year now they were one of\the earlier blog-like site to have rss in what i d call a modern and rich\f,"So Long XMLHack! \\""It's been a lot of fun writing XMLhack since 1999, but it's time for us to take\a rest.""\\""XMLhack has always been run by volunteers writing in their spare time, and now\most of us have so little of that precious commodity it's infeasible to keep the\site going at anything like the rate we want it to be.""\\""As editor, I'd like to extend my grateful thanks to all the contributors over\time, a list of whom you can see on the contributors page. My special thanks go\to Simon St.Laurent, my co-conspirator from the start.""\\So long guys!\\I've been a subscriber to XMLHack for probably &gt; 3 years now.  They were one of\the earlier blog-like sites to have RSS in what I'd call a 'modern' and rich\f ...\\"
Business,World,nepal blockade blow to tourism nepal tour operator say tourist cancelled million of dollar of booking due to the rebel blockade of kathmandu,Nepal blockade 'blow to tourism' Nepal tour operators say tourists cancelled millions of  dollars of bookings due to the rebel blockade of Kathmandu.
World,Business,bskyb see profit rise after strong subscriber growth afp afp british satellite broadcaster bskyb said profit rose by 16 percent in the first quarter a the group enjoyed strong subscriber growth in the run-up to the key christmas trading period,BSkyB sees profits rise after strong subscriber growth (AFP) AFP - British satellite broadcaster BSkyB said profit rose by 16 percent in the first quarter as the group enjoyed strong subscriber growth in the run-up to the key Christmas trading period.
Sci/Tech,Business,the c.e.o vanishes and other mystery why did peoplesoft in the midst of a takeover fight with oracle fire it chief executive and president who know and that s a problem,"The C.E.O. Vanishes, and Other Mysteries Why did PeopleSoft, in the midst of a takeover fight with Oracle, fire its chief executive and president? Who knows? And that's a problem."
Sci/Tech,Business,working long hour take a massage break courtesy of your bos company across the country are offering yoga and meditation class to help employee relax reduce stress and recharge,"Working Long Hours? Take a Massage Break, Courtesy of Your Boss Companies across the country are offering yoga and meditation classes to help employees relax, reduce stress and recharge."
Business,Sci/Tech,red hat replaces cfo red hat on thursday named charles peter jr a executive vice president and chief financial officer peter replaces kevin thompson who unexpectedly announced his resignation in june a few day before the,"Red Hat replaces CFO Red Hat on Thursday named Charles Peters Jr. as executive vice president and chief financial officer. Peters replaces Kevin Thompson, who unexpectedly announced his resignation in June, a few days before the "
Business,Sci/Tech,northrop grumman get 408 million pact defense contractor northrop grumman corp on monday said it received a 10-year 408 million army contract to provide simulated battle command training support to army corp commander the latest award in,"Northrop Grumman Gets \$408 Million Pact Defense contractor Northrop Grumman Corp. on Monday said it received a 10-year, \$408 million Army contract to provide simulated battle command training support to Army corps commanders - the latest award in "
Sci/Tech,Business,immunity in ebbers case opposed in u.s filing new york sept 29 federal prosecutor told a judge in a filing late tuesday night that they have evidence that former worldcom inc chief executive bernard j ebbers knew company official had improperly tinkered with the telecommunication firm s accounting to boost it publicly reported profit,"Immunity in Ebbers Case Opposed in U.S. Filing NEW YORK, Sept. 29 -- Federal prosecutors told a judge in a filing late Tuesday night that they have evidence that former WorldCom Inc. chief executive Bernard J. Ebbers knew company officials had improperly tinkered with the telecommunications firm's accounting to boost its publicly reported profits."
Sci/Tech,Business,peoplesoft down on testimony forecast investor react to a disappointing earnings projection and to testimony that dampens hope of negotiation with oracle,"PeopleSoft down on testimony, forecast Investors react to a disappointing earnings projection and to testimony that dampens hopes of negotiations with Oracle."
Sci/Tech,World,study wreck jump 3 day after terrorism fatal traffic accident increase sharply in israel on the third day after a terrorist attack and researcher are searching for an explanation why,"Study: Wrecks Jump 3 Days After Terrorism Fatal traffic accidents increase sharply in Israel on the third day after a terrorist attack, and researchers are searching for an explanation why."
Sci/Tech,Sports,how to take the perfect penalty a sport psychologist say how footballer should prepare themselves for the high-pressure penalty,How to take the perfect penalty A sports psychologist says how footballers should prepare themselves for the high-pressure penalties.
Business,Sci/Tech,hp to tempt holiday shopper with sight and sound the computer-hardware giant best known for product such a pc and printer on friday laid out it plan to become a brand-name in consumer electronics product such a flat-screen tv music player and the device that move content between them,"HP to tempt holiday shoppers with sights and sounds The computer-hardware giant, best known for products such as PCs and printers, on Friday laid out its plan to become a brand-name in consumer electronics products such as flat-screen TVs, music players and the devices that move content between them."
Sci/Tech,Business,florida start to recover in the wake of hurricane france president bush will travel to florida wednesday to survey damage from hurricane france he sent a letter to congress asking for 2 billion to help with recovery effort,Florida Starts To Recover in the Wake of Hurricane Frances President Bush will travel to Florida Wednesday to survey damage from Hurricane Frances. He sent a letter to Congress asking for \$2 billion to help with recovery efforts.
Business,Sci/Tech,for now unwired mean unlisted that may change in october most major cellphone carrier plan to start compiling a publicly accessible listing of wireless phone number,"For Now, Unwired Means Unlisted. That May Change. In October, most major cellphone carriers plan to start compiling a publicly accessible listing of wireless phone numbers."
World,Sports,u edge out brazil for gold the united state beat brazil 2-1 in extra time to win the woman s olympic football tournament,US edge out Brazil for gold The United States beat Brazil 2-1 in extra time to win the women's Olympic football tournament.
World,Sci/Tech,bangkok animal trade talk open the rule controlling the trade in many at-risk wildlife specie may change at a bangkok meeting starting on saturday the 166 member state of the convention on international trade in endangered specie of,Bangkok animal trade talks open The rules controlling the trade in many at-risk wildlife species may change at a Bangkok meeting starting on Saturday. The 166 member states of the Convention on International Trade in Endangered Species of 
World,Sports,at last success on the road for lion the detroit lion went three full season without winning an away game setting an nfl record for road futility they ended that ignominious streak sunday in their first opportunity of the season beating the chicago bear 20-16 at soldier field,"At Last, Success on the Road for Lions The Detroit Lions went three full seasons without winning an away game, setting an NFL record for road futility. They ended that ignominious streak Sunday in their first opportunity of the season, beating the Chicago Bears 20-16 at Soldier Field..."
