Actual Class,Predicted Class,Cleaned_Text,Raw_Text
Sci/Tech,Sports,next gen game prove a challenge making game for the future console is going to take a lot of time and money a game conference is told,"Next gen games prove a challenge Making games for the future consoles is going to take a lot of time and money, a games conference is told."
Business,World,pm welcome eu partnership prime minister manmohan singh arrived in the hague last night to participate in the india-european summit quot in recognition of india growing stature and influence the eu ha proposed a strategic partnership with india,"PM welcomes EU partnership Prime Minister Manmohan Singh arrived in the Hague last night to participate in the India-European summit.  quot;In recognition of Indias growing stature and influence, the EU has proposed a strategic partnership with India."
World,Sports,davenport advance at u.s open new york lindsay davenport s summer of success stayed on course thursday when the fifth-seeded former u.s open champion defeated arantxa parra santonja 6-4 6-2 and advanced to the third round of the season s final grand slam event,"Davenport Advances at U.S. Open NEW YORK - Lindsay Davenport's summer of success stayed on course Thursday when the fifth-seeded former U.S. Open champion defeated Arantxa Parra Santonja 6-4, 6-2 and advanced to the third round of the season's final Grand Slam event..."
Sci/Tech,Business,working long hour take a massage break courtesy of your bos company across the country are offering yoga and meditation class to help employee relax reduce stress and recharge,"Working Long Hours? Take a Massage Break, Courtesy of Your Boss Companies across the country are offering yoga and meditation classes to help employees relax, reduce stress and recharge."
World,Business,crude price spike may send gas higher ap ap amid soaring crude oil price gasoline cost have been dropping but do n't expect that to last economist say,"Crude Price Spike May Send Gas Higher (AP) AP - Amid soaring crude oil prices, gasoline costs have been dropping. But don't expect that to last, economists say."
World,Sci/Tech,paris tourist search for key to da vinci code reuters reuters a funny thing happened on the way to the\mona lisa visitor to the louvre museum in paris home of the\world s most famous painting started quizzing tour guides\about dan brown s best-selling novel the da vinci code,"Paris Tourists Search for Key to 'Da Vinci Code' (Reuters) Reuters - A funny thing happened on the way to the\Mona Lisa. Visitors to the Louvre museum in Paris, home of the\world's most famous painting, started quizzing tour guides\about Dan Brown's best-selling novel ""The Da Vinci Code."""
Sci/Tech,Business,govt to test new air passenger screening program the u government unveiled plan on thursday for a revised computer-based program using personal information to identify airline passenger who may pose a threat to air travel,Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.
Business,Sci/Tech,cingular to upgrade wireless data network december 01 2004 reuters cingular wireless llc the largest u wireless telephone company said yesterday that it would upgrade it network next year to handle high-speed data transmission,"Cingular to upgrade wireless data network DECEMBER 01, 2004 (REUTERS) - Cingular Wireless LLC, the largest US wireless telephone company, said yesterday that it would upgrade its network next year to handle high-speed data transmissions."
Sci/Tech,World,hurricane ivan slam u.s gulf coast hurricane ivan roared into the gulf coast near mobile alabama early this morning with peak wind exceeding 125 mile an hour 200 kilometer an hour,"Hurricane Ivan Slams U.S. Gulf Coast Hurricane Ivan roared into the Gulf Coast near Mobile, Alabama, early this morning with peak winds exceeding 125 miles an hour (200 kilometers an hour)."
Business,Sports,special to espn.com it 39 s the age old question quot what do you give to the man who 39 s been everything quot only time will tell whether phil knight 39 s retirement will be a long-lived a so many player he paid to endorse nike,Special to ESPN.com It #39;s the age old question:  quot;What do you give to the man who #39;s been everything? quot;. Only time will tell whether Phil Knight #39;s retirement will be as long-lived as so many players he paid to endorse Nike.
Sci/Tech,Business,gas price up 5 cent after hurricane ivan camarillo calif gas price jumped more than 5 cent a gallon in the past two week largely because of supply problem related to hurricane ivan an industry analyst said,"Gas prices up 5 cents after Hurricane Ivan CAMARILLO, Calif. - Gas prices jumped more than 5 cents a gallon in the past two weeks, largely because of supply problems related to Hurricane Ivan, an industry analyst said."
Business,Sports,wall st s nest egg the housing sector new york reuters if there were any doubt that we re still living in the era of the stay-at-home economy the row of empty seat at the athens olympics should help erase them,"Wall St.'s Nest Egg - the Housing Sector  NEW YORK (Reuters) - If there were any doubts that we're  still living in the era of the stay-at-home economy, the rows  of empty seats at the Athens Olympics should help erase them."
Sci/Tech,Business,"ebay expands paypal buyer protection up to 1,000 paypal ebay inc 39 s ebay.o quote profile research online payment service will expand it u buyer protection program to cover up to 1,000 for qualified transaction the company said on thursday","EBay Expands PayPal Buyer Protection Up to \$1,000 PayPal, eBay Inc. #39;s (EBAY.O: Quote, Profile, Research) online payment service, will expand its US buyer protection program to cover up to \$1,000 for qualified transactions, the company said on Thursday."
Sci/Tech,Business,peoplesoft revise third-quarter profit oracle target add 2.6 million to bottom line after tax adjustment related to ex-ceo s severance package,PeopleSoft revises third-quarter profit Oracle target adds \$2.6 million to bottom line after tax adjustment related to ex-CEO's severance package.
Sci/Tech,World,hurricane center 39 s projection on charley not far off data show fort lauderdale fla krt despite criticism that it should have better anticipated hurricane charley 39 s rapid intensification and quick turn the national hurricane center 39 s forecast wasn 39 t that far off a preliminary post-mortem show,"Hurricane center #39;s projection on Charley not far off, data show FORT LAUDERDALE, Fla. - (KRT) - Despite criticism that it should have better anticipated Hurricane Charley #39;s rapid intensification and quick turn, the National Hurricane Center #39;s forecast wasn #39;t that far off, a preliminary post-mortem shows. "
Business,Sci/Tech,new pension would help million britain s pension system could easily be replaced by a new payment that would make million better off a report say,"New pension 'would help millions' Britain's pension system could easily be replaced by a new payment that would make millions better off, a report says."
Business,World,u airway holding pattern a decision on labor relief may be the difference between survival and liquidation,US Airways' Holding Pattern A decision on labor relief may be the difference between survival and liquidation.
Sci/Tech,Business,"opportunity ring forbes.com forbes.com this past summer 25,000 consumer aged 18 to 24 received short text message on their cell phone alerting them to number on 225 million bottle cap of snapple iced tea pink lemonade and the like people holding a winning number announced by text message and traditional medium landed overseas trip and walk-on part on tv show","Opportunity Rings (Forbes.com) Forbes.com - This past summer 25,000 consumers, aged 18 to 24, received short text messages on their cell phones alerting them to numbers on 225 million bottle caps of Snapple iced tea, pink lemonade and the like. People holding a winning number, announced by text message and traditional media, landed overseas trips and walk-on parts on TV shows."
Sports,Sci/Tech,cast-aside candidate grab onto sox coattail by raphael lewis and benjamin gedan globe staff and globe correspondent october 31 2004 republican state senate candidate rod jane of westborough woke up yesterday with a plan to grab some attention from,"Cast-aside candidates grab onto Sox coattails By Raphael Lewis and Benjamin Gedan, Globe Staff and Globe Correspondent  October 31, 2004. Republican state Senate candidate Rod Jane of Westborough woke up yesterday with a plan to grab some attention from "
Business,Sci/Tech,lucent s history a case study in wild ride if you ve ever wondered what ignited america s late-1990s obsession with telecom and tech stock you could well argue it all started with lucent technology,"Lucent's history a case study in wild rides If you've ever wondered what ignited America's late-1990s obsession with telecom and tech stocks, you could well argue it all started with Lucent Technologies ."
Business,World,japan govt body to call for 5.7 billion dollar aid to daiei afp afp a japanese government-backed organization will ask financial institution to provide troubled retailer daiei with 600 billion yen 5.7 billion dollar in financial assistance,Japan govt body to call for 5.7 billion dollar aid to Daiei (AFP) AFP - A Japanese government-backed organization will ask financial institutions to provide troubled retailer Daiei with 600 billion yen (5.7 billion dollars) in financial assistance.
World,Business,new eu executive chief announces revamped team the incoming head of the european union 39 s executive body ha announced change to his group of commissioner and say he is ready to go to the european parliament to seek it approval of his team,New EU Executive Chief Announces Revamped Team The incoming head of the European Union #39;s executive body has announced changes to his group of commissioners and says he is ready to go to the European Parliament to seek its approval of his team.
Sci/Tech,Business,red hat replaces cfo charles peter jr is taking over a the company deal with the aftereffect of restating it earnings for the past three fiscal year,Red Hat replaces CFO Charles Peters Jr. is taking over as the company deals with the aftereffects of restating its earnings for the past three fiscal years.
Sci/Tech,Business,pharma group work on epc issue sept 30 2004reacting to call from pharmaceutical retailer distributor and manufacturer epcglobal ha added a new action group to specifically study the pharmaceutical industry,"Pharma Groups Work on EPC Issues Sept. 30, 2004Reacting to calls from pharmaceutical retailers, distributors and manufacturers, EPCglobal has added a new action group to specifically study the pharmaceutical industry "
Sci/Tech,Business,conversion rate between ppc paid and organic free result conversion rate between ppc paid and organic free results\\in a thread over at cre8asite forum named organic v paid traffic roi there is a discussion going on about the different conversion rate and roi seen between the pay per click traffic paid traffic and organic traffic free traffic i have,"Conversion Rates Between PPC (Paid) and Organic (Free) Results Conversion Rates Between PPC (Paid) and Organic (Free) Results\\In a thread over at Cre8asite Forums named Organic vs Paid traffic ROI?, there is a discussion going on about the different conversion rates and ROI seen between the pay per click traffic (paid traffic) and organic traffic (free traffic). I have ..."
Sci/Tech,World,fusion reactor decision must wait six nation planning to build the world s biggest nuclear fusion reactor fail to agree where to site the facility,Fusion reactor decision must wait Six nations planning to build the world's biggest nuclear fusion reactor fail to agree where to site the facility.
Business,World,will hutton there were two story last week that will have world-shaping implication the first wa in a paris hospital and a compound in ramallah,Will Hutton There were two stories last week that will have world-shaping implications. The first was in a Paris hospital and a compound in Ramallah.
Sci/Tech,Business,bush sign internet access tax ban state and local government will be barred from taxing connection that link people to the internet for the next three year under legislation signed friday by president bush,Bush Signs Internet Access Tax Ban State and local governments will be barred from taxing connections that link people to the Internet for the next three years under legislation signed Friday by President Bush.
World,Sports,bangladesh bos slam detractor bangladesh s coach say they still deserve test status after their 30th defeat to india,"Bangladesh boss slams detractors Bangladesh's coach says they still deserve Test status after their 30th defeat, to India."
World,Business,argentina get china investment china is to invest nearly 20bn 11bn in argentina over the next 10 year argentine official say,"Argentina gets China investment China is to invest nearly \$20bn (11bn) in Argentina over the next 10 years, Argentine officials say."
Business,Sports,gm pull guy ritchie car ad after protest protest from seven safety group have prompted general motor to pull a television ad that show a young boy driving a corvette sport car so recklessly that it go airborne official of the automaker say,"GM pulls Guy Ritchie car ad after protest Protests from seven safety groups have prompted General Motors to pull a television ad that shows a young boy driving a Corvette sports car so recklessly that it goes airborne, officials of the automaker say."
Sci/Tech,Business,"ibm buy two danish service firm ibm said tuesday it ha acquired a pair of danish it service firm a part of it effort to broaden it presence in scandinavia a a result of the move ibm will add about 3,700 it staffer to it global head count financial term of","IBM Buys Two Danish Services Firms IBM said Tuesday it has acquired a pair of Danish IT services firms as part of its effort to broaden its presence in Scandinavia. As a result of the moves, IBM will add about 3,700 IT staffers to its global head count. Financial terms of ..."
World,Sports,bryant prosecutor say some data tainted denver crucial dna evidence tested by defense expert in the kobe bryant sexual assault case might have been contaminated prosecutor said in a court filing released wednesday just two day before jury selection is to begin prosecutor said they had found contamination in dna control sample intended to ensure testing wa accurate,"Bryant Prosecutors Say Some Data Tainted DENVER - Crucial DNA evidence tested by defense experts in the Kobe Bryant sexual assault case might have been contaminated, prosecutors said in a court filing released Wednesday, just two days before jury selection is to begin.    Prosecutors said they had found contamination in DNA ""control"" samples intended to ensure testing was accurate..."
Business,Sci/Tech,"aol is said to plan 700 layoff america online the country 39 s leading internet service is preparing to lay off a many a 700 of it 13,000 employee in the united state according to an executive knowledgeable about it plan","AOL Is Said to Plan 700 Layoffs America Online, the country #39;s leading Internet service, is preparing to lay off as many as 700 of its 13,000 employees in the United States, according to an executive knowledgeable about its plans."
Sci/Tech,Business,is peoplesoft waiting for the right price a company board member testifies in trial that a sale would be possible if oracle ups it offer,Is PeopleSoft waiting for the right price? A company board member testifies in trial that a sale would be possible if Oracle ups its offer.
Sci/Tech,Business,mamma search is buying copernic mamma search is buying copernic\\mamma.com inc the paid search company and copernic technology inc announced that mamma ha signed a letter of intent where they will acquire all of the share of copernic technology for a combination of cash and share of mamma.com inc the closing of the acquisition will,"Mamma Search is Buying Copernic Mamma Search is Buying Copernic\\Mamma.com Inc., the paid search company, and Copernic Technologies Inc. announced that Mamma has signed a letter of intent where they will acquire all of the shares of Copernic Technologies for a combination of cash and shares of Mamma.com Inc. The closing of the acquisition will ..."
Sports,Sci/Tech,minuteman ko d by duke harrisonburg va opposing running back are beginning to enjoy playing against the university of massachusetts,"Minutemen KO'd by Dukes HARRISONBURG, Va. -- Opposing running backs are beginning to enjoy playing against the University of Massachusetts."
Business,World,lego carrefour in french price-fix probe ap ap french competition authority are investigating danish toy maker lego system a and supermarket retailer carrefour sa a part of a probe into alleged price fixing in the french toy market in 2002 and early 2003,"Lego, Carrefour in French Price-Fix Probe (AP) AP - French competition authorities are investigating Danish toy maker Lego Systems AS and supermarket retailer Carrefour SA as part of a probe into alleged price fixing in the French toy market in 2002 and early 2003."
Sci/Tech,Business,will your phone become your credit card motorola is working with mastercard to introduce a lifestyle changing credit card phone by year s end,"Will your phone become your credit card? Motorola is working with MasterCard to introduce a ""lifestyle changing"" credit card phone by year's end."
World,Business,oil price bubble to record high the price of oil ha continued it sharp rise overnight closing at a record high the main contract in new york light sweet crude for delivery next month ha closed at a record us46.75 a barrel up 70 cent on yesterday 39 s close,"Oil prices bubble to record high The price of oil has continued its sharp rise overnight, closing at a record high. The main contract in New York, light sweet crude for delivery next month, has closed at a record \$US46.75 a barrel - up 70 cents on yesterday #39;s close. "
Sci/Tech,Business,"cingular to cut about 7,000 job reuters reuters cingular wireless will cut about 7,000\jobs or 10 percent of it work force to cut cost a it\integrates recently purchased at t wireless the company said\on tuesday","Cingular to Cut About 7,000 Jobs (Reuters) Reuters - Cingular Wireless will cut about 7,000\jobs, or 10 percent of its work force, to cut costs as it\integrates recently purchased AT T Wireless, the company said\on Tuesday."
World,Sci/Tech,dog said to smell cancer sign london it ha long been suspected that man s best friend ha a special ability to sense when something is wrong with u now the first experiment to verify that scientifically ha demonstrated that dog are able to smell cancer,"Dogs said to smell cancer signs  LONDON -- It has long been suspected that man's best friend has a special ability to sense when something is wrong with us. Now, the first experiment to verify that scientifically has demonstrated that dogs are able to smell cancer."
World,Business,it s inauguration time again and access still ha it price president bush s inaugural committee seeking to raise more than 40 million a record sent out hundred of solicitation,"It's Inauguration Time Again, and Access Still Has Its Price President Bush's inaugural committee, seeking to raise more than \$40 million, a record, sent out hundreds of solicitations."
Business,Sci/Tech,ellison data hub could 39 ve prevented 9/11 san francisco oracle ceo larry ellison is convinced that had the intelligence community used a unified database from oracle the terrorist attack on 9/11 would never have happened,"Ellison: Data Hubs Could #39;ve Prevented 9/11 SAN FRANCISCO -- Oracle CEO Larry Ellison is convinced that had the intelligence community used a unified database from Oracle, the terrorist attacks on 9/11 would never have happened."
Business,World,oil price down a iraq fear ease the price of oil ha fallen a fear about interruption to supply being pumped out of iraq eased slightly,Oil price down as Iraq fears ease The price of oil has fallen as fears about interruptions to supplies being pumped out of Iraq eased slightly.
Sci/Tech,Business,approval expected for big cellphone deal federal regulator will formally approve cingular wireless 39 s 41 billion purchase of at amp t wireless today company official briefed on the matter said over the weekend,"Approval Expected for Big Cellphone Deal Federal regulators will formally approve Cingular Wireless #39;s \$41 billion purchase of AT amp;T Wireless today, company officials briefed on the matter said over the weekend."
Business,Sci/Tech,nintendo to unveil handheld upgrade facing it biggest threat ever from the arrival of sony corp in the portable video-game machine market japanese game-maker nintendo co,"Nintendo to Unveil Handheld Upgrade Facing its biggest threat ever from the arrival of Sony Corp. in the portable video-game machine market, Japanese game-maker Nintendo Co."
World,Business,india s tata expands regional footprint via natsteel buyout afp afp india s tata iron and steel company ltd took a strategic step to expand it asian footprint with the announcement it will buy the asia-pacific steel operation of singapore s natsteel ltd,India's Tata expands regional footprint via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement it will buy the Asia-Pacific steel operations of Singapore's NatSteel Ltd.
Sci/Tech,World,meet uk 39 s 39 dr dolittle 39 of animal behaviour london lincoln university in the east of england ha appointed britain 39 s first professor of animal psychiatry a report said on tuesday,"Meet UK #39;s  #39;Dr Dolittle #39; of animal behaviour London - Lincoln University in the east of England has appointed Britain #39;s first professor of animal psychiatry, a report said on Tuesday."
Business,Sci/Tech,retailer looking to move plasma tv s ap ap hanging stocking by the chimney with care retailer hope that st nicholas soon will be there 151 to hang a 42-inch plasma-screen tv,Retailers Looking to Move Plasma TV's (AP) AP - Hanging stockings by the chimney with care? Retailers hope that St. Nicholas soon will be there  #151; to hang a 42-inch plasma-screen TV.
Business,Sci/Tech,rumor suggest photo ability to be added to ipod quot apple ha invested heavily in technology to edit picture not having a portable device to show them seemed an obvious oversight that would be corrected once the price of the display,Rumors Suggest Photo Ability To Be Added to iPod  quot;Apple has invested heavily in technology to edit pictures. Not having a portable device to show them seemed an obvious oversight that would be corrected once the price of the displays 
Business,World,face from the 1929 crash new york the people who will forever be associated with the great crash of 1929 were all white male and wealthy but their occupation and ethic varied considerably,"Faces From The 1929 Crash NEW YORK - The people who will forever be associated with the Great Crash of 1929 were all white, male and wealthy, but their occupations and ethics varied considerably."
World,Sci/Tech,toshiba claim hollywood backing in war for next dvd standard afp afp toshiba said four major hollywood studio had thrown their crucial weight behind high definition dvd hd-dvd one of two disc format contending to be the standard in next-generation dvd,"Toshiba claims Hollywood backing in war for next DVD standard (AFP) AFP - Toshiba said four major Hollywood studios had thrown their crucial weight behind High Definition DVD (HD-DVD), one of two disc formats contending to be the standard in next-generation DVDs."
Sci/Tech,Business,well fargo computer stolen identity thief may have obtained information on thousand of well fargo mortgage and student loan customer,Wells Fargo computers stolen Identity thieves may have obtained information on thousands of Wells Fargo mortgage and student loan customers.
Business,Sci/Tech,peoplesofts big bash see you next year in la vega proclaimed a marquee at the peoplesoft user conference in san francisco in late september it wa one of many not-so-subtle attempt by the company to reassure it customer,"PeopleSofts big bash See you next year in Las Vegas , proclaimed a marquee at the PeopleSoft user conference in San Francisco in late September. It was one of many not-so-subtle attempts by the company to reassure its customers "
Business,World,oil price down a iraq fear ease the price of oil ha fallen a fear about interruption to supply being pumped out of iraq eased slightly,Oil price down as Iraq fears ease The price of oil has fallen as fears about interruptions to supplies being pumped out of Iraq eased slightly.
Business,Sci/Tech,"phoney ebay bidder fined eight ebay seller were ordered to pay nearly us90,000 118,000 in restitution and fine after admitting they had bid on product to inflate the price","Phoney eBay bidders fined EIGHT eBay sellers were ordered to pay nearly \$US90,000 (\$118,000) in restitution and fines after admitting they had bid on products to inflate the prices."
World,Sports,the bag of aeolus quot aeolus wa keeper of the wind he gave a bag of evil wind to odysseus instructing him to keep it closed while a good breeze wafted him home,"The Bag of Aeolus  quot;Aeolus was keeper of the winds. He gave a bag of evil winds to Odysseus, instructing him to keep it closed while a good breeze wafted him home."
World,Sports,men set for sizzling duel in 100 meter athens greece the preliminary in the 100 meter were perhaps just a sample of what s to come sunday when a talented group of qualifier including american shawn crawford justin gatlin and defending champion maurice greene will try to turn their competition into the fastest show at the athens game five men broke 10 second in qualifying saturday led by crawford s time of 9.89,"Men Set for Sizzling Duel in 100 Meters ATHENS, Greece - The preliminaries in the 100 meters were perhaps just a sample of what's to come Sunday, when a talented group of qualifiers - including Americans Shawn Crawford, Justin Gatlin and defending champion Maurice Greene - will try to turn their competition into the fastest show at the Athens Games.    Five men broke 10 seconds in qualifying Saturday, led by Crawford's time of 9.89..."
World,Sports,official mlb to move expo to washington washington major league baseball will announce wednesday that washington will be the new home of the montreal expo bringing the national pastime back to the nation s capital for the first time in 33 year the associated press ha learned a city official speaking on condition of anonymity said washington ha been notified by major league baseball of the impending announcement,"Official: MLB to Move Expos to Washington WASHINGTON - Major League Baseball will announce Wednesday that Washington will be the new home of the Montreal Expos, bringing the national pastime back to the nation's capital for the first time in 33 years, The Associated Press has learned.    A city official, speaking on condition of anonymity, said Washington has been notified by Major League Baseball of the impending announcement..."
World,Sci/Tech,english world language forecast a third of people on the planet will be learning english in the next decade say a report,"English 'world language' forecast A third of people on the planet will be learning English in the next decade, \says a report."
Sci/Tech,Business,"opportunity ring forbes.com forbes.com this past summer 25,000 consumer aged 18 to 24 received short text message on their cell phone alerting them to number on 225 million bottle cap of snapple iced tea pink lemonade and the like people holding a winning number announced by text message and traditional medium landed overseas trip and walk-on part on tv show","Opportunity Rings (Forbes.com) Forbes.com - This past summer 25,000 consumers, aged 18 to 24, received short text messages on their cell phones alerting them to numbers on 225 million bottle caps of Snapple iced tea, pink lemonade and the like. People holding a winning number, announced by text message and traditional media, landed overseas trips and walk-on parts on TV shows."
Sci/Tech,Business,immunity in ebbers case opposed in u.s filing new york sept 29 federal prosecutor told a judge in a filing late tuesday night that they have evidence that former worldcom inc chief executive bernard j ebbers knew company official had improperly tinkered with the telecommunication firm s accounting to boost it publicly reported profit,"Immunity in Ebbers Case Opposed in U.S. Filing NEW YORK, Sept. 29 -- Federal prosecutors told a judge in a filing late Tuesday night that they have evidence that former WorldCom Inc. chief executive Bernard J. Ebbers knew company officials had improperly tinkered with the telecommunications firm's accounting to boost its publicly reported profits."
Sci/Tech,World,russia may ratify kyoto protocol in oct minister reuters reuters the russian government expects\parliament to ratify the kyoto protocol this month in a move\allowing the long-delayed climate change treaty to come into\force worldwide a senior minister said monday,"Russia May Ratify Kyoto Protocol in Oct. -- Minister (Reuters) Reuters - The Russian government expects\parliament to ratify the Kyoto Protocol this month in a move\allowing the long-delayed climate change treaty to come into\force worldwide, a senior minister said Monday."
Business,Sci/Tech,google 39 s new pc search tool pose risk new york oct 18 2004 people who use public or workplace computer for e-mail instant messaging and web searching have a new privacy risk to worry about google 39 s free new tool that index a pc 39 s content for quickly locating data,"Google #39;s New PC Search Tool Poses Risks NEW YORK Oct. 18, 2004 - People who use public or workplace computers for e-mail, instant messaging and Web searching have a new privacy risk to worry about: Google #39;s free new tool that indexes a PC #39;s contents for quickly locating data."
World,Sports,hayley mick hayley mick is a journalist currently based in vancouver she ha broadcast experience with cbc radio 39 s quirk and quark and ha reported for the vancouver sun cbc online and the canadian press 39 s ontario and vancouver bureau,"HAYLEY MICK: Hayley Mick is a journalist currently based in Vancouver. She has broadcast experience with CBC Radio #39;s Quirks and Quarks and has reported for the Vancouver Sun, CBC Online, and the Canadian Press #39;s Ontario and Vancouver bureaus."
World,Sci/Tech,scientist ramanna mourned bombay raja ramanna the scientist who pioneered india 39 s drive to become a nuclear power died yesterday in bombay at age 79,"Scientist Ramanna mourned BOMBAY: Raja Ramanna, the scientist who pioneered India #39;s drive to become a nuclear power, died yesterday in Bombay at age 79."
Business,World,american economist expected to win nobel ap ap american have dominated the annual nobel memorial prize in economic science five year running and it may not surprise nobel watcher if the trend continues,"American Economist Expected to Win Nobel (AP) AP - Americans have dominated the annual Nobel Memorial Prize in Economic Sciences five years running, and it may not surprise Nobel watchers if the trend continues."
World,Sports,term of endearment seems that the bush administration unlike previous white house is not necessarily averse to allowing it ambassador to have second tour for example word is that john thomas tom schieffer the texas oilman who brought president bush into the texas ranger baseball club partnership and who is now ambassador to australia is to hang out in the pacific a while longer this time a ambassador to japan,"Terms of Endearment   Seems that the Bush administration, unlike previous White Houses, is not necessarily averse to allowing its ambassadors to have second tours. For example, word is that    John     Thomas ""Tom    "" Schieffer , the Texas oilman who brought    President Bush  into the Texas Rangers baseball club partnership and who is now ambassador to Australia, is to hang out in the Pacific a while longer, this time as ambassador to Japan."
Sports,Sci/Tech,subplots abound in rich alcs the two eastern division rival a consumed with each other a ahab wa with his whale now and forever tonight it 39 s mike mussina v,"Subplots abound in rich ALCS the two Eastern Division rivals as consumed with each other as Ahab was with his whale, now and forever. Tonight, it #39;s Mike Mussina vs."
Business,Sci/Tech,big merger could box qwest in qwest communication may not be immediately affected by a sprint-nextel merger but it option could become more limited at one time qwest and sprint were viewed a possible merger partner,"Big merger could box Qwest in Qwest Communications may not be immediately affected by a Sprint-Nextel merger, but its options could become more limited. At one time, Qwest and Sprint were viewed as possible merger partners."
Sci/Tech,Business,oracle v peoplesoft lie and lying ceo who tell them peoplesoft 39 s board knew that ceo craig conway had erred in his comment so it filed a corrected version of the meeting transcript with the security and exchange commission,"Oracle vs. PeopleSoft: Lies and Lying CEOs Who Tell Them PeopleSoft #39;s board knew that CEO Craig Conway had erred in his comments, so it filed a corrected version of the meeting transcript with the Securities and Exchange Commission."
