Actual Class,Predicted Class,Cleaned_Text,Raw_Text
1,3,google lower it ipo price range san jose calif in a sign that google inc s initial public offering is n't a popular a expected the company lowered it estimated price range to between 85 and 95 per share down from the earlier prediction of 108 and 135 per share,"Google Lowers Its IPO Price Range SAN JOSE, Calif. - In a sign that Google Inc.'s initial public offering isn't as popular as expected, the company lowered its estimated price range to between \$85 and \$95 per share, down from the earlier prediction of \$108 and \$135 per share..."
1,4,future doctor crossing border student at the mount sinai school of medicine learn that diet and culture shape health in east harlem,"Future Doctors, Crossing Borders Students at the Mount Sinai School of Medicine learn that diet and culture shape health in East Harlem."
1,3,"stock price climb ahead of google ipo new york investor shrugged off rising crude future wednesday to capture well-priced share sending the nasdaq composite index up 1.6 percent ahead of google inc s much-anticipated initial public offering of stock in afternoon trading the dow jones industrial average gained 67.10 or 0.7 percent to 10,039.93","Stock Prices Climb Ahead of Google IPO NEW YORK - Investors shrugged off rising crude futures Wednesday to capture well-priced shares, sending the Nasdaq composite index up 1.6 percent ahead of Google Inc.'s much-anticipated initial public offering of stock.    In afternoon trading, the Dow Jones industrial average gained 67.10, or 0.7 percent, to 10,039.93..."
4,3,intuit post wider loss after charge reuters reuters intuit inc intu.o maker of\the no 1 u.s tax presentation software turbotax on wednesday\posted a wider quarterly loss after taking a goodwill\impairment charge during it seasonally weaker fourth quarter,"Intuit Posts Wider Loss After Charge (Reuters) Reuters - Intuit Inc. (INTU.O), maker of\the No. 1 U.S. tax presentation software TurboTax, on Wednesday\posted a wider quarterly loss after taking a goodwill\impairment charge during its seasonally weaker fourth quarter."
4,3,hurricane center 39 s projection on charley not far off data show fort lauderdale fla krt despite criticism that it should have better anticipated hurricane charley 39 s rapid intensification and quick turn the national hurricane center 39 s forecast wasn 39 t that far off a preliminary post-mortem show,"Hurricane center #39;s projection on Charley not far off, data show FORT LAUDERDALE, Fla. - (KRT) - Despite criticism that it should have better anticipated Hurricane Charley #39;s rapid intensification and quick turn, the National Hurricane Center #39;s forecast wasn #39;t that far off, a preliminary post-mortem shows. "
4,3,ciena post a loss forecast flat sale by deborah cohen chicago reuters telecommunication equipment makerciena corp on thursday reported a wider loss for thefiscal third quarter due to slack demand and forecast sale inthe current quarter would be little changed from the thirdquarter,"Ciena Posts a Loss, Forecasts Flat Sales &lt;p&gt;&lt;/p&gt;&lt;p&gt; By Deborah Cohen&lt;/p&gt;&lt;p&gt; CHICAGO (Reuters) - Telecommunications equipment makerCiena Corp. &lt;CIEN.O&gt; on Thursday reported a wider loss for thefiscal third quarter due to slack demand and forecast sales inthe current quarter would be little changed from the thirdquarter.&lt;/p&gt;"
4,3,ecuadorean lawsuit v texaco boil down to science reuters reuters after a decade\of court battle lawyer on wednesday took a lawsuit by\ecuadorean indian accusing u.s oil firm chevrontexaco corp of polluting the amazon jungle into the field,"Ecuadorean Lawsuit Vs Texaco Boils Down to Science (Reuters) Reuters - After a decade\of court battles, lawyers on Wednesday took a lawsuit by\Ecuadorean Indians accusing U.S. oil firm ChevronTexaco Corp..\of polluting the Amazon jungle into the field."
4,1,atlantis evidence found in spain ireland in 360 b.c the greek philosopher plato described an island he called atlantis now contradicting new evidence claim the fabled city-state wa based on a real place,"Atlantis ""Evidence"" Found in Spain, Ireland In 360 B.C. the Greek philosopher Plato described an island he called Atlantis. Now contradicting new evidence claims the fabled city-state was based on a real place."
1,3,iraq oil export still halved after basra hq attack baghdad reuters iraq continued to export oil at one million barrel per day on friday after an attack on the south oil company headquarters took sabotage operation to a new level an official at the state-owned entity said,"Iraq Oil Exports Still Halved After Basra HQ Attack  BAGHDAD (Reuters) - Iraq continued to export oil at one  million barrels per day on Friday after an attack on the South  Oil Company headquarters took sabotage operations to a new  level, an official at the state-owned entity said."
1,3,producer sue for ring profit hollywood producer saul zaentz sue the producer of the lord of the ring for 20m in royalty,Producer sues for Rings profits Hollywood producer Saul Zaentz sues the producers of The Lord of the Rings for \$20m in royalties.
3,4,clicking on profit the latest data from the u department of commerce further bolster what we have all suspected e-commerce sale are increasing not only might one suspect that consumer confidence ha been bolstered since last year there,"Clicking on Profits The latest data from the US Department of Commerce further bolsters what we have all suspected: E-commerce sales are increasing. Not only might one suspect that consumer confidence has been bolstered since last year, there ..."
1,3,crude price spike may send gas higher ap ap amid soaring crude oil price gasoline cost have been dropping but do n't expect that to last economist say,"Crude Price Spike May Send Gas Higher (AP) AP - Amid soaring crude oil prices, gasoline costs have been dropping. But don't expect that to last, economists say."
3,4,amazon snap up china s largest web retailer newsfactor newsfactor amazon.com nasdaq amzn ha said it will buy joyo.com limited a british virgin island company that operates the largest internet retail web site in china for u 36 75 million,Amazon Snaps Up China's Largest Web Retailer (NewsFactor) NewsFactor - Amazon.com (Nasdaq: AMZN) has said it will buy Joyo.com Limited -- a British Virgin Islands company that operates the largest Internet retail Web site in China -- for US #36;75 million.
1,3,italian pm 39 s transplant confirmed after day of speculation sparked by the white bandanna worn by mr berlusconi on holiday in sardinia piero rosati said the result of the operation would show in a couple of month,"Italian PM #39;s transplant confirmed After days of speculation sparked by the white bandanna worn by Mr Berlusconi on holiday in Sardinia, Piero Rosati said the results of the operation would show in a couple of months."
2,4,glory come amid empty seat and closed shutter here in old europe people install shutter outside their window to keep out the heat the pollution the daylight the noise they also lock the shutter tight when they go away on holiday,"Glory Comes Amid Empty Seats and Closed Shutters HERE in Old Europe, people install shutters outside their windows to keep out the heat, the pollution, the daylight, the noise. They also lock the shutters tight when they go away on holiday."
1,2,unknown nesterenko make world headline reuters reuters belarus yuliya nesterenko won the top\women s athletics gold medal at the olympics on saturday triumphing over a field stripped of many big name because of\doping woe to win the 100 meter,"Unknown Nesterenko Makes World Headlines (Reuters) Reuters - Belarus' Yuliya Nesterenko won the top\women's athletics gold medal at the Olympics on Saturday,\triumphing over a field stripped of many big names because of\doping woes to win the 100 meters."
1,2,greek weightlifter awaits verdict greek weightlifter leonidas sampanis will find out on sunday if he is to be stripped of his medal,Greek weightlifter awaits verdict Greek weightlifter Leonidas Sampanis will find out on Sunday if he is to be stripped of his medal.
1,3,a founding father give the guy some credit tung chee-hwa hong kong 39 s embattled chief executive get precious little of it from his people these daysand heap of,"A Founding Father? Give the guy some credit. Tung Chee-hwa, Hong Kong #39;s embattled Chief Executive, gets precious little of it from his people these daysand heaps of "
4,2,press start for nostalgia like led zeppelin 39 s 39 39 stairway to heaven 39 39 and lynyrd skynyrd 39 s 39 39 freebird 39 39 classic video game like frogger and pong can bring back an entire era,"PRESS START FOR NOSTALGIA Like Led Zeppelin #39;s  #39; #39;Stairway to Heaven #39; #39; and Lynyrd Skynyrd #39;s  #39; #39;Freebird, #39; #39; classic video games like Frogger and Pong can bring back an entire era."
1,2,u.s softball team win close in on gold athens greece right now the american are n't just a dream team they re more like the perfect team lisa fernandez pitched a three-hitter sunday and crystl bustos drove in two run a the american rolled to their eighth shutout in eight day 5-0 over australia putting them into the gold medal game,"U.S. Softball Team Wins, Closes in on Gold ATHENS, Greece - Right now, the Americans aren't just a Dream Team - they're more like the Perfect Team. Lisa Fernandez pitched a three-hitter Sunday and Crystl Bustos drove in two runs as the Americans rolled to their eighth shutout in eight days, 5-0 over Australia, putting them into the gold medal game..."
1,2,men set for sizzling duel in 100 meter athens greece the preliminary in the 100 meter were perhaps just a sample of what s to come sunday when a talented group of qualifier including american shawn crawford justin gatlin and defending champion maurice greene will try to turn their competition into the fastest show at the athens game five men broke 10 second in qualifying saturday led by crawford s time of 9.89,"Men Set for Sizzling Duel in 100 Meters ATHENS, Greece - The preliminaries in the 100 meters were perhaps just a sample of what's to come Sunday, when a talented group of qualifiers - including Americans Shawn Crawford, Justin Gatlin and defending champion Maurice Greene - will try to turn their competition into the fastest show at the Athens Games.    Five men broke 10 seconds in qualifying Saturday, led by Crawford's time of 9.89..."
4,3,wiretapping on the net who pay new york at first glance it might seem like the simple extension of a standard tool in the fight against the bad guy but in fact wiretapping internet phone to monitor criminal and terrorist is costly,"Wiretapping on the Net: Who pays? NEW YORK At first glance, it might seem like the simple extension of a standard tool in the fight against the bad guys. But in fact, wiretapping Internet phones to monitor criminals and terrorists is costly "
4,3,prototype copter-cam here there everywhere it can only remain aloft for three minute but weighs less than an empty soft drink can and it can take and transmit picture in flight,"Prototype copter-cam: Here, there, everywhere It can only remain aloft for three minutes but weighs less than an empty soft drink can -- and it can take and transmit pictures in flight."
3,1,chavez reject cd a opposition venezuela 39 s president hugo chavez ha announced that he will no longer recognize the democratic coordination or cd a the opposition coalition,Chavez rejects CD as opposition Venezuela #39;s President Hugo Chavez has announced that he will no longer recognize the Democratic Coordination or CD as the opposition coalition.
2,4,hamm should support yang paul hamm need a new marketing strategy either that or he need a clue one harmless gesture separate him from lionization in america and canonization in south korea and,"Hamm should support Yang Paul Hamm needs a new marketing strategy. Either that, or he needs a clue. One harmless gesture separates him from lionization in America and canonization in South Korea, and "
4,3,doe nick carr matter strategybusiness concludes that a controversial new book on the strategic value of information technology is flawed but correct,Does Nick Carr matter? Strategybusiness concludes that a controversial new book on the strategic value of information technology is flawed--but correct.\
3,2,leeds student figure high on working curve undergraduate in the city earn more than 90 a week on average just behind glasgow cambridge and cardiff their hard-earned cash is likely to be spent on looking good and socialising the,"Leeds students figure high on working curve Undergraduates in the city earn more than 90 a week on average, just behind Glasgow, Cambridge and Cardiff. Their hard-earned cash is likely to be spent on looking good and socialising, the "
3,4,northrop grumman get 408 million pact defense contractor northrop grumman corp on monday said it received a 10-year 408 million army contract to provide simulated battle command training support to army corp commander the latest award in,"Northrop Grumman Gets \$408 Million Pact Defense contractor Northrop Grumman Corp. on Monday said it received a 10-year, \$408 million Army contract to provide simulated battle command training support to Army corps commanders - the latest award in "
1,2,u.s men s hoop team finally get a rout athens greece the american got a taste of what it wa like in the good ol day they finally played an opponent they were able to beat easily routing angola 89-53 monday in their final preliminary game of the olympic men s basketball tournament,"U.S. Men's Hoops Team Finally Gets a Rout ATHENS, Greece - The Americans got a taste of what it was like in the good ol' days. They finally played an opponent they were able to beat easily, routing Angola 89-53 Monday in their final preliminary game of the Olympic men's basketball tournament..."
3,4,deal ha s2io champing at the gigabit ottawa a local firm that say it can help shrink backup time at large data centre is growing it business thanks to an alliance with sun microsystems inc,Deal has S2io champing at the gigabit OTTAWA -- A local firm that says it can help shrink backup times at large data centres is growing its business thanks to an alliance with Sun Microsystems Inc.
4,1,iran shuts reformist website website close to iran 39 s leading reformist party have been blocked by religious hardliner in the police bureau of public moral,Iran shuts reformist websites WEBSITES CLOSE to Iran #39;s leading reformist party have been blocked by religious hardliners in the police bureau of public morals.
1,4,mich elephant get therapy for arthritis royal oak mich like any patient wanda need positive reinforcement to wrestle through her physical therapy,"Mich. Elephant Gets Therapy for Arthritis ROYAL OAK, Mich. - Like any patient, Wanda needs positive reinforcement to wrestle through her physical therapy..."
1,2,39 somebody please save my dad 39 nick du toit 39 s wife and stepdaughter are distraught that there is nothing they can do to help him on monday his stepdaughter marilise bezuidenhout wa forced to convey the news of his possible death sentence," #39;Somebody please save my dad #39; Nick du Toit #39;s wife and stepdaughter are distraught that there is nothing they can do to help him. On Monday his stepdaughter, Marilise Bezuidenhout, was forced to convey the news of his possible death sentence "
3,4,branson virgin billionaire eye china telecom deal can you hear him now virgin group chairman richard branson said in hong kong that his company ha earmarked 300 million for a cell phone joint venture in china,Branson: Virgin Billionaire Eyes China Telecom Deal Can you hear him now: Virgin Group Chairman Richard Branson said in Hong Kong that his company has earmarked \$300 million for a cell phone joint venture in China.
2,1,careening indian fall slumping cleveland lost a three-run lead while derek jeter homered and stole two ninth-inning base a new york sent the indian to their ninth consecutive loss 5-4 tuesday,"Careening Indians Fall Slumping Cleveland lost a three-run lead while Derek Jeter homered and stole two ninth-inning bases as New York sent the Indians to their ninth consecutive loss, 5-4, Tuesday."
1,3,india s tata make powerful debut share in indian software service giant tata consultancy close 16 higher on their market debut raising 1.2bn for the company,"India's Tata makes powerful debut Shares  in Indian software services giant Tata Consultancy close 16 higher on their market debut, raising \$1.2bn for the company."
4,3,eu to probe microsoft-time warner buy the decision is a setback for the two company and their plan to acquire contentguard a digital right management firm,"EU to probe Microsoft-Time Warner buy The decision is a setback for the two companies and their plan to acquire ContentGuard, a digital rights management firm."
1,2,bryant prosecutor say some data tainted denver crucial dna evidence tested by defense expert in the kobe bryant sexual assault case might have been contaminated prosecutor said in a court filing released wednesday just two day before jury selection is to begin prosecutor said they had found contamination in dna control sample intended to ensure testing wa accurate,"Bryant Prosecutors Say Some Data Tainted DENVER - Crucial DNA evidence tested by defense experts in the Kobe Bryant sexual assault case might have been contaminated, prosecutors said in a court filing released Wednesday, just two days before jury selection is to begin.    Prosecutors said they had found contamination in DNA ""control"" samples intended to ensure testing was accurate..."
3,4,mom 2005 released to manufacturing microsoft on wednesday announced the release to manufacturing of microsoft operation manager mom 2005 and mom 2005 workgroup edition a new edition that the company previously called mom 2005 express,"MOM 2005 Released to Manufacturing Microsoft on Wednesday announced the release to manufacturing of Microsoft Operations Manager (MOM) 2005 and MOM 2005 Workgroup Edition, a new edition that the company previously called MOM 2005 Express."
1,2,jones advance in long jump johnson out athens greece marion jones made her athens debut in virtual anonymity quietly advancing to the long jump final allen johnson had the attention of everyone in the stadium for all the wrong reason,"Jones Advances in Long Jump; Johnson Out ATHENS, Greece - Marion Jones made her Athens debut in virtual anonymity, quietly advancing to the long jump final. Allen Johnson had the attention of everyone in the stadium, for all the wrong reasons..."
3,1,belarus bank denies money laundering charge a bank in belarus ha denied u charge that it laundered money for former iraqi leader saddam hussein infobank in a statement said it ha strictly followed international agreement related to the fight against illegal transaction,"Belarus Bank Denies Money Laundering Charge A bank in Belarus has denied US charges that it laundered money for former Iraqi leader Saddam Hussein. Infobank, in a statement, said it has strictly followed international agreements related to the fight against illegal transactions."
1,2,rain threatens triangular final afp afp organiser were left banking on the dutch weather to spare saturday s final of the triangular cricket tournament after deciding against altering the fixture schedule in a bid to beat the rain that ha marred this warm-up event for next month s icc champion trophy in england,Rain threatens triangular final (AFP) AFP - Organisers were left banking on the Dutch weather to spare Saturday's final of the triangular cricket tournament after deciding against altering the fixture schedule in a bid to beat the rain that has marred this warm-up event for next month's ICC Champions Trophy in England.
1,2,dream team lead spain 44-42 at halftime athens greece a expected the u.s men s basketball team had it hand full in a quarterfinal game against spain on thursday,"Dream Team Leads Spain 44-42 at Halftime ATHENS, Greece - As expected, the U.S. men's basketball team had its hands full in a quarterfinal game against Spain on Thursday..."
3,1,nepal blockade blow to tourism nepal tour operator say tourist cancelled million of dollar of booking due to the rebel blockade of kathmandu,Nepal blockade 'blow to tourism' Nepal tour operators say tourists cancelled millions of  dollars of bookings due to the rebel blockade of Kathmandu.
1,4,spear fiance to star in her new video new york britney spear former backup dancer and current fiance kevin federline can add another title to his resume co-star on wednesday a jive record publicist confirmed federline is featured in spear upcoming my prerogative video set to debut in mid-september,"Spears' Fiance to Star in Her New Video NEW YORK - Britney Spears' former backup dancer and current fiance Kevin Federline can add another title to his resume: co-star.    On Wednesday, a Jive Records publicist confirmed Federline is featured in Spears' upcoming ""My Prerogative"" video, set to debut in mid-September..."
4,2,olympics high-flying holm aim to defy science reuters reuters sweden s gold medal-winning high\jumper stefan holm reckons he can leap even higher but\scientists say he and other athlete were already close to the\limit of what they can achieve,Olympics: High-Flying Holm Aims to Defy Science (Reuters) Reuters - Sweden's gold medal-winning high\jumper Stefan Holm reckons he can leap even higher but\scientists say he and other athletes were already close to the\limit of what they can achieve.
1,3,japan wo n't have u.s beef anytime soon reuters reuters japan s lucrative market for u.s.\beef ruptured by mad cow disease worry is likely to remain\closed for the rest of this year u.s meat industry officials\said on thursday,"Japan Won't Have U.S. Beef Anytime Soon (Reuters) Reuters - Japan's lucrative market for U.S.\beef, ruptured by mad cow disease worries, is likely to remain\closed for the rest of this year, U.S. meat industry officials\said on Thursday."
4,3,tivo loss widens san francisco cbs.mw tivo said it second-quarter loss widened from a year earlier on higher customer acquisition cost free,TiVo loss widens SAN FRANCISCO (CBS.MW) - TiVo said its second-quarter loss widened from a year earlier on higher customer acquisition costs. Free!
3,1,nigerian senate approves 1.5 bln claim on shell lagos nigeria 39 s senate ha passed a resolution asking shell 39 s nigerian unit to pay 1.5 billion in compensation to oilfield community for pollution a senate spokesman said,"Nigerian Senate approves \$1.5 bln claim on Shell LAGOS - Nigeria #39;s Senate has passed a resolution asking Shell #39;s Nigerian unit to pay \$1.5 billion in compensation to oilfield communities for pollution, a Senate spokesman said."
1,2,u edge out brazil for gold the united state beat brazil 2-1 in extra time to win the woman s olympic football tournament,US edge out Brazil for gold The United States beat Brazil 2-1 in extra time to win the women's Olympic football tournament.
1,4,breast scan fail in some woman some woman with breast cancer are less likely to have their tumour picked up by scan say expert,"Breast scans 'fail' in some women Some women with breast cancer are less likely to have their tumours picked up by scans, say experts."
4,3,govt to test new air passenger screening program the u government unveiled plan on thursday for a revised computer-based program using personal information to identify airline passenger who may pose a threat to air travel,Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.
3,4,peoplesoft customer reassured oracle corp president charles phillips on monday said peoplesoft inc customer have become more comfortable with the prospect of a merger between the two software firm even a the proposed transaction awaits a critical ruling from a delaware court,PeopleSoft customers reassured Oracle Corp. President Charles Phillips on Monday said PeopleSoft Inc. customers have become more comfortable with the prospect of a merger between the two software firms even as the proposed transaction awaits a critical ruling from a Delaware court.
1,4,vote 2004 a guide to the primary get ready for the primary with the herald-tribunes special news section profiling all the federal state and local candidate in race in tuesday election,"Vote 2004 - a guide to the primary Get ready for the primary with the Herald-Tribunes special news section profiling all the federal, state and local candidates in races in Tuesdays election."
3,1,dominican swift step into crisis santo domingo dominican republic when sandro batista smashed his banana truck into a tree in april leaving him with two hideously shattered leg and a broken arm his orthopedic surgeon sent his sister shopping,"Dominicans' Swift Step Into Crisis SANTO DOMINGO, Dominican Republic -- When Sandro Batista smashed his banana truck into a tree in April, leaving him with two hideously shattered legs and a broken arm, his orthopedic surgeon sent his sister shopping."
1,3,u economic growth slip to 2.8 annual u economic growth fell to 2.8 in the second quarter of 2004 marking a slowdown from the 3 estimated a month ago,"US economic growth slips to 2.8 Annual US economic growth fell to 2.8 in the second quarter of 2004, marking a slowdown from the 3 estimated a month ago."
1,3,japanese utility plan ipo in october ap ap electric power development co a former state-run utility said friday it is planning an initial public offering on the tokyo stock exchange in october a deal that could be the country s biggest new stock listing in six year,"Japanese Utility Plans IPO in October (AP) AP - Electric Power Development Co., a former state-run utility, said Friday it is planning an initial public offering on the Tokyo Stock Exchange in October, a deal that could be the country's biggest new stock listing in six years."
3,4,bon-ton s succession success the transition atop the department store company look like a pleasant non-story,Bon-Ton's Succession Success The transition atop the department store company looks like a pleasant non-story.
3,4,hp to tempt holiday shopper with sight and sound the computer-hardware giant best known for product such a pc and printer on friday laid out it plan to become a brand-name in consumer electronics product such a flat-screen tv music player and the device that move content between them,"HP to tempt holiday shoppers with sights and sounds The computer-hardware giant, best known for products such as PCs and printers, on Friday laid out its plan to become a brand-name in consumer electronics products such as flat-screen TVs, music players and the devices that move content between them."
1,2,argentina beat u.s men s basketball team argentina defeated the united state team of national basketball association star 89-81 here friday in the olympic semi-finals dethroning the three-time defending champion,"Argentina Beats U.S. Men's Basketball Team Argentina defeated the United States team of National Basketball Association stars 89-81 here Friday in the Olympic semi-finals, dethroning the three-time defending champions."
3,1,a canadian invasion a few week ago in a story on nortel nyse nt i asked people to submit a canadian joke to me this is a good a place a any to reveal the winner,"A Canadian Invasion A few weeks ago, in a story on Nortel (NYSE: NT), I asked people to submit a Canadian joke to me. This is as good a place as any to reveal the winner."
3,4,siemens say cellphone flaw may hurt user and it profit siemens the world 39 s fourth-largest maker of mobile phone said friday that a software flaw that can create a piercing ring in it newest phone model might hurt earnings in it handset division,"Siemens Says Cellphone Flaw May Hurt Users and Its Profit Siemens, the world #39;s fourth-largest maker of mobile phones, said Friday that a software flaw that can create a piercing ring in its newest phone models might hurt earnings in its handset division."
4,1,bea arthur for president bea arthur sparked a security scare at logan airport in boston this week when she tried to board a cape air flight with a pocketknife in her handbag the golden girl star now 81 wa flagged by a transportation security administration agent who discovered the knife a strict no-no following 9/11 she started yelling that it wa n't hers and said the terrorist put it there a fellow passenger said she kept yelling about the terrorist the terrorist the terrorist after the blade wa confiscated arthur took a keyring from her bag and told the agent it belonged to the terrorist before throwing it at them via philly.com,"Bea Arthur for President Bea Arthur sparked a security scare at Logan Airport in Boston this week when she tried to board a Cape Air flight with a pocketknife in her handbag.    The ""Golden Girls"" star, now 81, was flagged by a Transportation Security Administration agent, who discovered the knife - a strict no-no following 9/11.    ""She started yelling that it wasn't hers and said 'The terrorists put it there,' "" a fellow passenger said. ""She kept yelling about the 'terrorists, the terrorists, the terrorists.' ""    After the blade was confiscated, Arthur took a keyring from her bag and told the agent it belonged to the ""terrorists,"" before throwing it at them.  - via philly.com"
3,4,the hunt for a hybrid the aug 23 front-page article on the toyota prius v the honda civic implied that the main reason people prefer the prius wa it quot geek-chic look quot and the image buyer want,The Hunt for a Hybrid The Aug. 23 front-page article on the Toyota Prius vs. the Honda Civic implied that the main reason people prefer the Prius was its  quot;geek-chic look quot; and the image buyers want.
1,3,hurricane watch issued for gaston off s.c columbia s.c a hurricane watch wa issued for the south carolina coast saturday a forecaster predicted tropical storm gaston would make landfall near charleston on sunday night,"Hurricane Watch Issued for Gaston Off S.C. COLUMBIA, S.C. - A hurricane watch was issued for the South Carolina coast Saturday as forecasters predicted Tropical Storm Gaston would make landfall near Charleston on Sunday night..."
3,4,health highlight aug 28 2004 a new drug that fight a form of age-related macular degeneration amd a leading cause of blindness in the elderly won applause if not approval from a panel of advisor to the u food and drug administration,"Health Highlights: Aug. 28, 2004 A new drug that fights a form of age-related macular degeneration (AMD), a leading cause of blindness in the elderly, won applause if not approval from a panel of advisors to the US Food and Drug Administration."
1,4,terror is below radar in russia it took 2 day for russia 39 s security service to announce what virtually everyone else believed from the moment two domestic passenger airline plunged to earth simultaneously,Terror is below radar in Russia It took 2 days for Russia #39;s security service to announce what virtually everyone else believed from the moment two domestic passenger airlines plunged to earth simultaneously 
1,2,conn man 70 oldest to swim channel london a retired connecticut pilot ha become the oldest person to swim the english channel george brunstad 70 left dover england saturday morning heading for the french coast,"Conn. Man, 70, Oldest to Swim Channel LONDON - A retired Connecticut pilot has become the oldest person to swim the English Channel. George Brunstad, 70, left Dover, England, Saturday morning heading for the French Coast..."
