Actual Class,Predicted Class,Cleaned_Text,Raw_Text
Business,Sci/Tech,yahoo ups ante for small business web giant yahoo is gambling that price cut on it domain name registration and web hosting product will make it more competitive with discounter in the space which mean that small business looking to move online get a sweeter deal through,Yahoo! Ups Ante for Small Businesses Web giant Yahoo! is gambling that price cuts on its domain name registration and Web hosting products will make it more competitive with discounters in the space -- which means that small businesses looking to move online get a sweeter deal through ...
World,Business,oil price bubble to record high the price of oil ha continued it sharp rise overnight closing at a record high the main contract in new york light sweet crude for delivery next month ha closed at a record us46.75 a barrel up 70 cent on yesterday 39 s close,"Oil prices bubble to record high The price of oil has continued its sharp rise overnight, closing at a record high. The main contract in New York, light sweet crude for delivery next month, has closed at a record \$US46.75 a barrel - up 70 cents on yesterday #39;s close. "
World,Sports,schrder adopts russian orphan three-year-old victoria from st petersburg ha been living at the schrders 39 family home in hanover in northern germany for several week,"Schrder adopts Russian orphan Three-year-old Victoria, from St Petersburg, has been living at the Schrders #39; family home in Hanover in northern Germany for several weeks. "
World,Business,"sharon order 1,000 home in west bank israel announced plan for 1,000 house in the west bank yesterday accelerating the expansion of the settlement","Sharon orders 1,000 homes in West Bank Israel announced plans for 1,000 houses in the West Bank yesterday, accelerating the expansion of the settlements. "
World,Sci/Tech,google lower it ipo price range san jose calif in a sign that google inc s initial public offering is n't a popular a expected the company lowered it estimated price range to between 85 and 95 per share down from the earlier prediction of 108 and 135 per share,"Google Lowers Its IPO Price Range SAN JOSE, Calif. - In a sign that Google Inc.'s initial public offering isn't as popular as expected, the company lowered its estimated price range to between \$85 and \$95 per share, down from the earlier prediction of \$108 and \$135 per share..."
Business,Sci/Tech,ross store profit plummet 40 percent ap ap discount retailer ross store inc wednesday said it profit fell about 40 percent in the latest quarter due to problem with a new computer system that limited the company s ability to respond to change in customer demand,Ross Stores Profit Plummets 40 Percent (AP) AP - Discount retailer Ross Stores Inc. Wednesday said its profit fell about 40 percent in the latest quarter due to problems with a new computer system that limited the company's ability to respond to changes in customer demand.
World,Business,"stock price climb ahead of google ipo new york investor shrugged off rising crude future wednesday to capture well-priced share sending the nasdaq composite index up 1.6 percent ahead of google inc s much-anticipated initial public offering of stock in afternoon trading the dow jones industrial average gained 67.10 or 0.7 percent to 10,039.93","Stock Prices Climb Ahead of Google IPO NEW YORK - Investors shrugged off rising crude futures Wednesday to capture well-priced shares, sending the Nasdaq composite index up 1.6 percent ahead of Google Inc.'s much-anticipated initial public offering of stock.    In afternoon trading, the Dow Jones industrial average gained 67.10, or 0.7 percent, to 10,039.93..."
Sci/Tech,World,hurricane center 39 s projection on charley not far off data show fort lauderdale fla krt despite criticism that it should have better anticipated hurricane charley 39 s rapid intensification and quick turn the national hurricane center 39 s forecast wasn 39 t that far off a preliminary post-mortem show,"Hurricane center #39;s projection on Charley not far off, data show FORT LAUDERDALE, Fla. - (KRT) - Despite criticism that it should have better anticipated Hurricane Charley #39;s rapid intensification and quick turn, the National Hurricane Center #39;s forecast wasn #39;t that far off, a preliminary post-mortem shows. "
Business,Sci/Tech,selling houston wart and all especially wart description of urban affliction and image of giant mosquito and cockroach to convey a sense of how houston is nevertheless beloved by many resident,"Selling Houston Warts and All, Especially Warts Descriptions of urban afflictions and images of giant mosquitoes and cockroaches to convey a sense of how Houston is nevertheless beloved by many residents."
Sports,World,brazil beat haiti in goodwill soccer game the boy from brazil beat haiti 39 s national soccer team wednesday in a friendly goodwill game 6-0 the game wa the brainchild of brazilian president luiz inacio lula da silva who wa on hand in the haitian capital for the historical match,"Brazil beats Haiti in goodwill soccer game The boys from Brazil beat Haiti #39;s national soccer team Wednesday in a friendly goodwill game 6-0. The game was the brainchild of Brazilian President Luiz Inacio Lula da Silva, who was on hand in the Haitian capital for the historical match. "
Sci/Tech,Business,caterpillar snap up another remanufacturer of engine peoria caterpillar inc said wednesday it will acquire a south carolina remanufacturer of engine and automatic transmission increasing it u employment base by 500 people,"Caterpillar snaps up another remanufacturer of engines PEORIA - Caterpillar Inc. said Wednesday it will acquire a South Carolina remanufacturer of engines and automatic transmissions, increasing its US employment base by 500 people. "
Sci/Tech,Business,ciena post a loss forecast flat sale by deborah cohen chicago reuters telecommunication equipment makerciena corp on thursday reported a wider loss for thefiscal third quarter due to slack demand and forecast sale inthe current quarter would be little changed from the thirdquarter,"Ciena Posts a Loss, Forecasts Flat Sales &lt;p&gt;&lt;/p&gt;&lt;p&gt; By Deborah Cohen&lt;/p&gt;&lt;p&gt; CHICAGO (Reuters) - Telecommunications equipment makerCiena Corp. &lt;CIEN.O&gt; on Thursday reported a wider loss for thefiscal third quarter due to slack demand and forecast sales inthe current quarter would be little changed from the thirdquarter.&lt;/p&gt;"
Sci/Tech,Business,ecuadorean lawsuit v texaco boil down to science reuters reuters after a decade\of court battle lawyer on wednesday took a lawsuit by\ecuadorean indian accusing u.s oil firm chevrontexaco corp of polluting the amazon jungle into the field,"Ecuadorean Lawsuit Vs Texaco Boils Down to Science (Reuters) Reuters - After a decade\of court battles, lawyers on Wednesday took a lawsuit by\Ecuadorean Indians accusing U.S. oil firm ChevronTexaco Corp..\of polluting the Amazon jungle into the field."
Sports,Business,sprint is chock full of potential hero it would be nice to see this week 39 s 100-meter sprint a simply the best footrace of all time we could witness four sub-10-second sprint for the first time ever it would be nice to watch with raised eyebrow instead of furrowed one it,Sprint is chock full of potential heros It would be nice to see this week #39;s 100-meter sprint as simply the best footrace of all time. We could witness four sub-10-second sprints for the first time ever. It would be nice to watch with raised eyebrows instead of furrowed ones. It ...
Business,World,vt sue over importing drug vermont s republican governor challenged the bush administration s prescription drug policy in federal court yesterday marking the first time a state ha chosen a legal avenue in the expanding battle over canadian import,"Vt. sues over importing drugs Vermont's Republican governor challenged the Bush administration's prescription drug policy in federal court yesterday, marking the first time a state has chosen a legal avenue in the expanding battle over Canadian imports."
World,Business,producer sue for ring profit hollywood producer saul zaentz sue the producer of the lord of the ring for 20m in royalty,Producer sues for Rings profits Hollywood producer Saul Zaentz sues the producers of The Lord of the Rings for \$20m in royalties.
Sports,World,don 39 t expect tiger to relinquish his top ranking without a fight they 39 re calling ohio a quot battleground state quot one of the two or three place likely to decide november 39 s presidential election on local tv the bush and kerry ad air so frequently that it 39 s easy to forget it 39 s bob costa who actually run the country,"Don #39;t expect Tiger to relinquish his top ranking without a fight They #39;re calling Ohio a  quot;battleground state, quot; one of the two or three places likely to decide November #39;s presidential election. On local TV, the Bush and Kerry ads air so frequently that it #39;s easy to forget it #39;s Bob Costas who actually runs the country. "
Business,Sci/Tech,clicking on profit the latest data from the u department of commerce further bolster what we have all suspected e-commerce sale are increasing not only might one suspect that consumer confidence ha been bolstered since last year there,"Clicking on Profits The latest data from the US Department of Commerce further bolsters what we have all suspected: E-commerce sales are increasing. Not only might one suspect that consumer confidence has been bolstered since last year, there ..."
World,Business,crude price spike may send gas higher ap ap amid soaring crude oil price gasoline cost have been dropping but do n't expect that to last economist say,"Crude Price Spike May Send Gas Higher (AP) AP - Amid soaring crude oil prices, gasoline costs have been dropping. But don't expect that to last, economists say."
Business,Sci/Tech,amazon snap up china s largest web retailer newsfactor newsfactor amazon.com nasdaq amzn ha said it will buy joyo.com limited a british virgin island company that operates the largest internet retail web site in china for u 36 75 million,Amazon Snaps Up China's Largest Web Retailer (NewsFactor) NewsFactor - Amazon.com (Nasdaq: AMZN) has said it will buy Joyo.com Limited -- a British Virgin Islands company that operates the largest Internet retail Web site in China -- for US #36;75 million.
Sci/Tech,Business,"report consumer tuning in to plasma tv first-quarter shipment of plasma television in the united state more than doubled from the previous year according to research firm isuppli price fell by nearly 1,000 over the same period","Report: Consumers tuning in to plasma TVs First-quarter shipments of plasma televisions in the United States more than doubled from the previous year, according to research firm iSuppli. Prices fell by nearly \$1,000 over the same period. "
Business,Sports,wall st s nest egg the housing sector new york reuters if there were any doubt that we re still living in the era of the stay-at-home economy the row of empty seat at the athens olympics should help erase them,"Wall St.'s Nest Egg - the Housing Sector  NEW YORK (Reuters) - If there were any doubts that we're  still living in the era of the stay-at-home economy, the rows  of empty seats at the Athens Olympics should help erase them."
Sports,World,glory come amid empty seat and closed shutter here in old europe people install shutter outside their window to keep out the heat the pollution the daylight the noise they also lock the shutter tight when they go away on holiday,"Glory Comes Amid Empty Seats and Closed Shutters HERE in Old Europe, people install shutters outside their windows to keep out the heat, the pollution, the daylight, the noise. They also lock the shutters tight when they go away on holiday."
Sci/Tech,Business,amazon to buy chinese retailer joyo.com internet retailer amazon.com inc said on thursday that it will buy joyo.com ltd which run some of china 39 s biggest retail web site for about 75 million to gain entry into china 39 s fast-growing market,"Amazon to Buy Chinese Retailer Joyo.com Internet retailer Amazon.com Inc. said on Thursday that it will buy Joyo.com Ltd., which runs some of China #39;s biggest retail Web sites, for about \$75 million to gain entry into China #39;s fast-growing market."
World,Sports,unknown nesterenko make world headline reuters reuters belarus yuliya nesterenko won the top\women s athletics gold medal at the olympics on saturday triumphing over a field stripped of many big name because of\doping woe to win the 100 meter,"Unknown Nesterenko Makes World Headlines (Reuters) Reuters - Belarus' Yuliya Nesterenko won the top\women's athletics gold medal at the Olympics on Saturday,\triumphing over a field stripped of many big names because of\doping woes to win the 100 meters."
World,Sports,greek weightlifter awaits verdict greek weightlifter leonidas sampanis will find out on sunday if he is to be stripped of his medal,Greek weightlifter awaits verdict Greek weightlifter Leonidas Sampanis will find out on Sunday if he is to be stripped of his medal.
World,Business,a founding father give the guy some credit tung chee-hwa hong kong 39 s embattled chief executive get precious little of it from his people these daysand heap of,"A Founding Father? Give the guy some credit. Tung Chee-hwa, Hong Kong #39;s embattled Chief Executive, gets precious little of it from his people these daysand heaps of "
Sci/Tech,Sports,press start for nostalgia like led zeppelin 39 s 39 39 stairway to heaven 39 39 and lynyrd skynyrd 39 s 39 39 freebird 39 39 classic video game like frogger and pong can bring back an entire era,"PRESS START FOR NOSTALGIA Like Led Zeppelin #39;s  #39; #39;Stairway to Heaven #39; #39; and Lynyrd Skynyrd #39;s  #39; #39;Freebird, #39; #39; classic video games like Frogger and Pong can bring back an entire era."
World,Sports,u.s softball team win close in on gold athens greece right now the american are n't just a dream team they re more like the perfect team lisa fernandez pitched a three-hitter sunday and crystl bustos drove in two run a the american rolled to their eighth shutout in eight day 5-0 over australia putting them into the gold medal game,"U.S. Softball Team Wins, Closes in on Gold ATHENS, Greece - Right now, the Americans aren't just a Dream Team - they're more like the Perfect Team. Lisa Fernandez pitched a three-hitter Sunday and Crystl Bustos drove in two runs as the Americans rolled to their eighth shutout in eight days, 5-0 over Australia, putting them into the gold medal game..."
World,Sports,men set for sizzling duel in 100 meter athens greece the preliminary in the 100 meter were perhaps just a sample of what s to come sunday when a talented group of qualifier including american shawn crawford justin gatlin and defending champion maurice greene will try to turn their competition into the fastest show at the athens game five men broke 10 second in qualifying saturday led by crawford s time of 9.89,"Men Set for Sizzling Duel in 100 Meters ATHENS, Greece - The preliminaries in the 100 meters were perhaps just a sample of what's to come Sunday, when a talented group of qualifiers - including Americans Shawn Crawford, Justin Gatlin and defending champion Maurice Greene - will try to turn their competition into the fastest show at the Athens Games.    Five men broke 10 seconds in qualifying Saturday, led by Crawford's time of 9.89..."
Business,Sci/Tech,"nortel downsizes again aug 23 2004 thedeal.com problem-plagued nortel network corp announced plan thursday aug 19 to eliminate an additional 3,500 job and fire seven more senior executive a the company labor to reinvent","Nortel Downsizes Again Aug. 23, 2004 (TheDeal.com) Problem-plagued Nortel Networks Corp. announced plans Thursday, Aug. 19, to eliminate an additional 3,500 jobs and fire seven more senior executives as the company labors to reinvent "
Sci/Tech,Business,prototype copter-cam here there everywhere it can only remain aloft for three minute but weighs less than an empty soft drink can and it can take and transmit picture in flight,"Prototype copter-cam: Here, there, everywhere It can only remain aloft for three minutes but weighs less than an empty soft drink can -- and it can take and transmit pictures in flight."
Business,World,chavez reject cd a opposition venezuela 39 s president hugo chavez ha announced that he will no longer recognize the democratic coordination or cd a the opposition coalition,Chavez rejects CD as opposition Venezuela #39;s President Hugo Chavez has announced that he will no longer recognize the Democratic Coordination or CD as the opposition coalition.
Business,World,productivity growth slowest in 2 year ap ap the productivity of america s worker grew at a 1.8 percent annual rate in the third quarter the slowest pace in nearly two year the government reported tuesday,"Productivity Growth Slowest in 2 Years (AP) AP - The productivity of America's workers grew at a 1.8 percent annual rate in the third quarter, the slowest pace in nearly two years, the government reported Tuesday."
Sports,Sci/Tech,hamm should support yang paul hamm need a new marketing strategy either that or he need a clue one harmless gesture separate him from lionization in america and canonization in south korea and,"Hamm should support Yang Paul Hamm needs a new marketing strategy. Either that, or he needs a clue. One harmless gesture separates him from lionization in America and canonization in South Korea, and "
Business,World,oil price down a iraq fear ease the price of oil ha fallen a fear about interruption to supply being pumped out of iraq eased slightly,Oil price down as Iraq fears ease The price of oil has fallen as fears about interruptions to supplies being pumped out of Iraq eased slightly.
Business,World,observer insist no proof of fraud in venezuelan referendum independent observer confirmed that the random auditing of result from the recall referendum sunday august 15 against venezuelan president hugo chavez show there are no indication of fraud a claimed by the opposition,Observers insist: no proof of fraud in Venezuelan referendum. Independent observers confirmed that the random auditing of results from the recall referendum (Sunday August 15) against Venezuelan president Hugo Chavez show there are no indications of fraud as claimed by the opposition.
Business,Sci/Tech,deal ha s2io champing at the gigabit ottawa a local firm that say it can help shrink backup time at large data centre is growing it business thanks to an alliance with sun microsystems inc,Deal has S2io champing at the gigabit OTTAWA -- A local firm that says it can help shrink backup times at large data centres is growing its business thanks to an alliance with Sun Microsystems Inc.
Sci/Tech,Business,intel drop price on computer chip san francisco intel corp ha cut price on it computer chip by a much a 35 percent though analyst on monday said the cut were probably unrelated to swelling inventory of the world 39 s largest chip maker,"Intel drops prices on computer chips SAN FRANCISCO - Intel Corp. has cut prices on its computer chips by as much as 35 percent, though analysts on Monday said the cuts were probably unrelated to swelling inventories of the world #39;s largest chip maker."
Sports,World,11th-hour highlight too late nbc s prime-time olympic coverage is taped and shaped the television version of a reader s digest condensed book we get all the u highlight the big news story and a well-edited drama building to the 11 p.m hour it s a formula that s been proven to hold an audience and pull rating the big downside you have to stay up until midnight,"11th-hour highlights too late NBC's prime-time Olympic coverage is taped and shaped, the television version of a Reader's Digest condensed book. We get all the US highlights, the big news stories, and a well-edited drama building to the 11 p.m. hour. It's a formula that's been proven to hold an audience and pull ratings. The big downside: You have to stay up until midnight ..."
World,Business,mich elephant get therapy for arthritis royal oak mich like any patient wanda need positive reinforcement to wrestle through her physical therapy,"Mich. Elephant Gets Therapy for Arthritis ROYAL OAK, Mich. - Like any patient, Wanda needs positive reinforcement to wrestle through her physical therapy..."
World,Business,sex toy find niche market in church-influenced philippine afp afp in this predominantly roman catholic country where prostitution is illegal and the church still wields considerable influence on the nation s moral it is a brave person who go into business selling sex toy,"Sex toys find niche market in church-influenced Philippines (AFP) AFP - In this predominantly Roman Catholic country where prostitution is illegal and the church still wields considerable influence on the nation's morals, it is a brave person who goes into business selling sex toys."
Sci/Tech,World,ascap shake down burning man for music royalty los angeles ca official from ascap today indicated they intend to pursue music royalty from the organizer of burning man an artist s gathering and celebration held over the labor day holiday near reno nv the unconventional event held annually since 1986 ha never paid fee for any of the music played at the event say ascap we intend to pursue all available avenue to get this issue resolved said tony wilcox ascap spokesperson,"ASCAP Shakes Down Burning Man for Music Royalties LOS ANGELES, CA -- Officials from ASCAP today indicated they intend to pursue music royalties from the organizers of Burning Man, an artist's gathering and celebration held over the Labor Day holiday near Reno, NV.   The unconventional event, held annually since 1986, has never paid fees for any of the music played at the event, says ASCAP.  ""We intend to pursue all available avenues to get this issue resolved,"" said Tony Wilcox, ASCAP spokesperson."
Sci/Tech,Business,internosis will relocate to greenbelt in october internosis inc an information technology company in arlington plan to move it headquarters to greenbelt in october the relocation will bring 170 job to prince george s county,"Internosis Will Relocate To Greenbelt in October  Internosis Inc., an information technology company in Arlington, plans to move its headquarters to Greenbelt in October. The relocation will bring 170 jobs to Prince George's County."
Sci/Tech,World,site security get a recount at rock the vote grassroots movement to register younger voter leaf publishing tool accessible to outsider,Site security gets a recount at Rock the Vote Grassroots movement to register younger voters leaves publishing tools accessible to outsiders.
World,Business,india s tata make powerful debut share in indian software service giant tata consultancy close 16 higher on their market debut raising 1.2bn for the company,"India's Tata makes powerful debut Shares  in Indian software services giant Tata Consultancy close 16 higher on their market debut, raising \$1.2bn for the company."
Sci/Tech,Business,eu to probe microsoft-time warner buy the decision is a setback for the two company and their plan to acquire contentguard a digital right management firm,"EU to probe Microsoft-Time Warner buy The decision is a setback for the two companies and their plan to acquire ContentGuard, a digital rights management firm."
World,Sports,bryant prosecutor say some data tainted denver crucial dna evidence tested by defense expert in the kobe bryant sexual assault case might have been contaminated prosecutor said in a court filing released wednesday just two day before jury selection is to begin prosecutor said they had found contamination in dna control sample intended to ensure testing wa accurate,"Bryant Prosecutors Say Some Data Tainted DENVER - Crucial DNA evidence tested by defense experts in the Kobe Bryant sexual assault case might have been contaminated, prosecutors said in a court filing released Wednesday, just two days before jury selection is to begin.    Prosecutors said they had found contamination in DNA ""control"" samples intended to ensure testing was accurate..."
Business,Sci/Tech,mom 2005 released to manufacturing microsoft on wednesday announced the release to manufacturing of microsoft operation manager mom 2005 and mom 2005 workgroup edition a new edition that the company previously called mom 2005 express,"MOM 2005 Released to Manufacturing Microsoft on Wednesday announced the release to manufacturing of Microsoft Operations Manager (MOM) 2005 and MOM 2005 Workgroup Edition, a new edition that the company previously called MOM 2005 Express."
World,Sports,jones advance in long jump johnson out athens greece marion jones made her athens debut in virtual anonymity quietly advancing to the long jump final allen johnson had the attention of everyone in the stadium for all the wrong reason,"Jones Advances in Long Jump; Johnson Out ATHENS, Greece - Marion Jones made her Athens debut in virtual anonymity, quietly advancing to the long jump final. Allen Johnson had the attention of everyone in the stadium, for all the wrong reasons..."
Business,World,belarus bank denies money laundering charge a bank in belarus ha denied u charge that it laundered money for former iraqi leader saddam hussein infobank in a statement said it ha strictly followed international agreement related to the fight against illegal transaction,"Belarus Bank Denies Money Laundering Charge A bank in Belarus has denied US charges that it laundered money for former Iraqi leader Saddam Hussein. Infobank, in a statement, said it has strictly followed international agreements related to the fight against illegal transactions."
Sci/Tech,Business,report intel log big gain in flash market intel 39 s share of the booming flash market jumped 40.8 percent in the second quarter according to market-research firm isuppli corp,"Report: Intel Logs Big Gains In Flash Market Intel #39;s share of the booming flash market jumped 40.8 percent in the second quarter, according to market-research firm iSuppli Corp."
Sci/Tech,World,u.n urge fund to curb african locust ap ap with swarm of locust threatening crop in a number of african country a u.n agency appealed for an additional 36 70 million in assistance thursday to prevent the upsurge from becoming a full-scale plague,"U.N. Urges Funds to Curb African Locusts (AP) AP - With swarms of locusts threatening crops in a number of African countries, a U.N. agency appealed for an additional  #36;70 million in assistance Thursday to prevent the upsurge from becoming a full-scale plague."
Business,World,nepal blockade blow to tourism nepal tour operator say tourist cancelled million of dollar of booking due to the rebel blockade of kathmandu,Nepal blockade 'blow to tourism' Nepal tour operators say tourists cancelled millions of  dollars of bookings due to the rebel blockade of Kathmandu.
World,Sci/Tech,spear fiance to star in her new video new york britney spear former backup dancer and current fiance kevin federline can add another title to his resume co-star on wednesday a jive record publicist confirmed federline is featured in spear upcoming my prerogative video set to debut in mid-september,"Spears' Fiance to Star in Her New Video NEW YORK - Britney Spears' former backup dancer and current fiance Kevin Federline can add another title to his resume: co-star.    On Wednesday, a Jive Records publicist confirmed Federline is featured in Spears' upcoming ""My Prerogative"" video, set to debut in mid-September..."
Sci/Tech,Business,tivo loss widens san francisco cbs.mw tivo said it second-quarter loss widened from a year earlier on higher customer acquisition cost free,TiVo loss widens SAN FRANCISCO (CBS.MW) - TiVo said its second-quarter loss widened from a year earlier on higher customer acquisition costs. Free!
World,Business,visit to a potemkin village gongzhong doe not resemble any tibetan village in tibet it is a village more from epcot center in walt disney world,Visit to a Potemkin village Gongzhong does not resemble any Tibetan village in Tibet. It is a village more from Epcot Center in Walt Disney World.
Business,World,nigerian senate approves 1.5 bln claim on shell lagos nigeria 39 s senate ha passed a resolution asking shell 39 s nigerian unit to pay 1.5 billion in compensation to oilfield community for pollution a senate spokesman said,"Nigerian Senate approves \$1.5 bln claim on Shell LAGOS - Nigeria #39;s Senate has passed a resolution asking Shell #39;s Nigerian unit to pay \$1.5 billion in compensation to oilfield communities for pollution, a Senate spokesman said."
World,Sports,u edge out brazil for gold the united state beat brazil 2-1 in extra time to win the woman s olympic football tournament,US edge out Brazil for gold The United States beat Brazil 2-1 in extra time to win the women's Olympic football tournament.
World,Sci/Tech,breast scan fail in some woman some woman with breast cancer are less likely to have their tumour picked up by scan say expert,"Breast scans 'fail' in some women Some women with breast cancer are less likely to have their tumours picked up by scans, say experts."
Sci/Tech,World,govt to test new air passenger screening program the u government unveiled plan on thursday for a revised computer-based program using personal information to identify airline passenger who may pose a threat to air travel,Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.
Business,Sci/Tech,peoplesoft customer reassured oracle corp president charles phillips on monday said peoplesoft inc customer have become more comfortable with the prospect of a merger between the two software firm even a the proposed transaction awaits a critical ruling from a delaware court,PeopleSoft customers reassured Oracle Corp. President Charles Phillips on Monday said PeopleSoft Inc. customers have become more comfortable with the prospect of a merger between the two software firms even as the proposed transaction awaits a critical ruling from a Delaware court.
Business,Sci/Tech,union leader held under esma on day 6 of strike new delhi august 26 the sixth day of the trucker strike on thursday saw 12 more trucker being arrested under the essential service maintenance act esma in the capital,"Union leaders held under ESMA on Day 6 of strike New Delhi, August 26: The sixth day of the truckers strike on Thursday saw 12 more truckers being arrested under the Essential Services Maintenance Act (ESMA)in the Capital."
Business,World,dominican swift step into crisis santo domingo dominican republic when sandro batista smashed his banana truck into a tree in april leaving him with two hideously shattered leg and a broken arm his orthopedic surgeon sent his sister shopping,"Dominicans' Swift Step Into Crisis SANTO DOMINGO, Dominican Republic -- When Sandro Batista smashed his banana truck into a tree in April, leaving him with two hideously shattered legs and a broken arm, his orthopedic surgeon sent his sister shopping."
World,Business,u economic growth slip to 2.8 annual u economic growth fell to 2.8 in the second quarter of 2004 marking a slowdown from the 3 estimated a month ago,"US economic growth slips to 2.8 Annual US economic growth fell to 2.8 in the second quarter of 2004, marking a slowdown from the 3 estimated a month ago."
Sci/Tech,World,flying car reportedly still decade away ap ap it s a frustrated commuter s escapist fantasy literally lifting your car out of a clogged highway and soaring through the sky landing just in time to motor into your driveway,"Flying Cars Reportedly Still Decades Away (AP) AP - It's a frustrated commuter's escapist fantasy: literally lifting your car out of a clogged highway and soaring through the skies, landing just in time to motor into your driveway."
Business,Sci/Tech,hp to tempt holiday shopper with sight and sound the computer-hardware giant best known for product such a pc and printer on friday laid out it plan to become a brand-name in consumer electronics product such a flat-screen tv music player and the device that move content between them,"HP to tempt holiday shoppers with sights and sounds The computer-hardware giant, best known for products such as PCs and printers, on Friday laid out its plan to become a brand-name in consumer electronics products such as flat-screen TVs, music players and the devices that move content between them."
World,Sports,argentina beat u.s men s basketball team argentina defeated the united state team of national basketball association star 89-81 here friday in the olympic semi-finals dethroning the three-time defending champion,"Argentina Beats U.S. Men's Basketball Team Argentina defeated the United States team of National Basketball Association stars 89-81 here Friday in the Olympic semi-finals, dethroning the three-time defending champions."
Business,Sci/Tech,siemens say cellphone flaw may hurt user and it profit siemens the world 39 s fourth-largest maker of mobile phone said friday that a software flaw that can create a piercing ring in it newest phone model might hurt earnings in it handset division,"Siemens Says Cellphone Flaw May Hurt Users and Its Profit Siemens, the world #39;s fourth-largest maker of mobile phones, said Friday that a software flaw that can create a piercing ring in its newest phone models might hurt earnings in its handset division."
Sports,World,britain edge u.s for 400m relay gold ap ap stymied by a sloppy handoff in the middle of the race the united state lost to great britain by a hundredth of a second saturday night in the 400-meter relay 151 a race the american men usually dominate,"Britain Edges U.S. for 400M Relay Gold (AP) AP - Stymied by a sloppy handoff in the middle of the race, the United States lost to Great Britain by a hundredth of a second Saturday night in the 400-meter relay  #151; a race the American men usually dominate."
